key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
SUBSTANCE_EFFICACY_LOOKUP__2,SUBSTANCE_EFFICACY_LOOKUP__2,8852,39996,22.132,685,4023,17.027,-5.105,-6.307,-3.846,True,两界面都有,,,,7.18
DISEASE_CONCEPT_INFO__4,DISEASE_CONCEPT_INFO__4,2263,39996,5.658,136,4023,3.381,-2.278,-2.842,-1.634,True,两界面都有,,,,5.67
DISEASE_CONCEPT_INFO__2,DISEASE_CONCEPT_INFO__2,1418,39996,3.545,77,4023,1.914,-1.631,-2.054,-1.128,True,两界面都有,,,,5.15
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__6,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__6,891,39996,2.228,29,4023,0.721,-1.507,-1.771,-1.164,True,两界面都有,,,,3.15
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,2235,39996,5.588,182,4023,4.524,-1.064,-1.706,-0.343,True,两界面都有,,,,7.53
RESULT_INTERPRETATION__1,RESULT_INTERPRETATION__1,511,39996,1.278,11,4023,0.273,-1.004,-1.171,-0.764,True,两界面都有,,,,2.11
DISEASE_CONCEPT_INFO__1,DISEASE_CONCEPT_INFO__1,648,39996,1.62,27,4023,0.671,-0.949,-1.195,-0.623,True,两界面都有,,,,4.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__2,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__2,733,39996,1.833,41,4023,1.019,-0.814,-1.113,-0.431,True,两界面都有,,,,5.3
CARE_NAVIGATION_COST__2,CARE_NAVIGATION_COST__2,866,39996,2.165,58,4023,1.442,-0.724,-1.08,-0.284,True,两界面都有,,,,6.28
PERMISSION_CHECK__1,PERMISSION_CHECK__1,1419,39996,3.548,115,4023,2.859,-0.689,-1.196,-0.1,True,两界面都有,,,,7.5
REPRODUCTIVE_HEALTH__2,REPRODUCTIVE_HEALTH__2,475,39996,1.188,22,4023,0.547,-0.641,-0.857,-0.343,True,两界面都有,,,,4.43
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,1419,39996,3.548,119,4023,2.958,-0.59,-1.105,0.007,False,两界面都有,,,,7.74
RESULT_INTERPRETATION__2,RESULT_INTERPRETATION__2,1167,39996,2.918,99,4023,2.461,-0.457,-0.924,0.093,False,两界面都有,,,,7.82
