key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ACCIDENTAL_INGESTION_FIRST_AID__1,ACCIDENTAL_INGESTION_FIRST_AID__1,2025搜索,2025搜索随机1w,1,3,9998,10000,0.01,0.03,0.02,-0.031,0.079,False,共有
CARE_NAVIGATION_COST__1,CARE_NAVIGATION_COST__1,2025搜索,2025搜索随机1w,28,448,9998,10000,0.28,4.48,4.2,3.792,4.632,True,共有
CARE_NAVIGATION_COST__2,CARE_NAVIGATION_COST__2,2025搜索,2025搜索随机1w,155,258,9998,10000,1.55,2.58,1.03,0.637,1.428,True,共有
CARE_NAVIGATION_COST__3,CARE_NAVIGATION_COST__3,2025搜索,2025搜索随机1w,46,97,9998,10000,0.46,0.97,0.51,0.278,0.751,True,共有
CARE_NAVIGATION_COST__4,CARE_NAVIGATION_COST__4,2025搜索,2025搜索随机1w,37,83,9998,10000,0.37,0.83,0.46,0.248,0.682,True,共有
COMPARISON_DIFFERENCE_VERDICT__1,COMPARISON_DIFFERENCE_VERDICT__1,2025搜索,2025搜索随机1w,27,39,9998,10000,0.27,0.39,0.12,-0.041,0.286,False,共有
COMPARISON_DIFFERENCE_VERDICT__2,COMPARISON_DIFFERENCE_VERDICT__2,2025搜索,2025搜索随机1w,10,50,9998,10000,0.1,0.5,0.4,0.253,0.565,True,共有
COMPARISON_DIFFERENCE_VERDICT__3,COMPARISON_DIFFERENCE_VERDICT__3,2025搜索,2025搜索随机1w,4,36,9998,10000,0.04,0.36,0.32,0.202,0.46,True,共有
COMPARISON_DIFFERENCE_VERDICT__4,COMPARISON_DIFFERENCE_VERDICT__4,2025搜索,2025搜索随机1w,10,39,9998,10000,0.1,0.39,0.29,0.156,0.44,True,共有
COMPARISON_DIFFERENCE_VERDICT__5,COMPARISON_DIFFERENCE_VERDICT__5,2025搜索,2025搜索随机1w,6,48,9998,10000,0.06,0.48,0.42,0.283,0.579,True,共有
COMPARISON_DIFFERENCE_VERDICT__6,COMPARISON_DIFFERENCE_VERDICT__6,2025搜索,2025搜索随机1w,8,13,9998,10000,0.08,0.13,0.05,-0.045,0.15,False,共有
DISEASE_CONCEPT_INFO__1,DISEASE_CONCEPT_INFO__1,2025搜索,2025搜索随机1w,266,77,9998,10000,2.661,0.77,-1.891,-2.258,-1.537,True,共有
DISEASE_CONCEPT_INFO__2,DISEASE_CONCEPT_INFO__2,2025搜索,2025搜索随机1w,592,122,9998,10000,5.921,1.22,-4.701,-5.22,-4.197,True,共有
DISEASE_CONCEPT_INFO__3,DISEASE_CONCEPT_INFO__3,2025搜索,2025搜索随机1w,124,115,9998,10000,1.24,1.15,-0.09,-0.394,0.213,False,共有
DISEASE_CONCEPT_INFO__4,DISEASE_CONCEPT_INFO__4,2025搜索,2025搜索随机1w,494,661,9998,10000,4.941,6.61,1.669,1.023,2.317,True,共有
DISEASE_CONCEPT_INFO__5,DISEASE_CONCEPT_INFO__5,2025搜索,2025搜索随机1w,585,201,9998,10000,5.851,2.01,-3.841,-4.383,-3.309,True,共有
DISEASE_CONCEPT_INFO__6,DISEASE_CONCEPT_INFO__6,2025搜索,2025搜索随机1w,167,57,9998,10000,1.67,0.57,-1.1,-1.4,-0.813,True,共有
DOSAGE_ADMINISTRATION__1,DOSAGE_ADMINISTRATION__1,2025搜索,2025搜索随机1w,20,18,9998,10000,0.2,0.18,-0.02,-0.147,0.106,False,共有
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,2025搜索,2025搜索随机1w,14,53,9998,10000,0.14,0.53,0.39,0.233,0.562,True,共有
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,2025搜索,2025搜索随机1w,27,27,9998,10000,0.27,0.27,-0.0,-0.149,0.149,False,共有
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,2025搜索,2025搜索随机1w,40,20,9998,10000,0.4,0.2,-0.2,-0.361,-0.048,True,共有
DOSAGE_ADMINISTRATION__5,DOSAGE_ADMINISTRATION__5,2025搜索,2025搜索随机1w,18,16,9998,10000,0.18,0.16,-0.02,-0.141,0.1,False,共有
DOSAGE_ADMINISTRATION__6,DOSAGE_ADMINISTRATION__6,2025搜索,2025搜索随机1w,27,53,9998,10000,0.27,0.53,0.26,0.085,0.443,True,共有
EFFICACY_AUTHENTICITY_CHECK__1,EFFICACY_AUTHENTICITY_CHECK__1,2025搜索,2025搜索随机1w,12,58,9998,10000,0.12,0.58,0.46,0.301,0.637,True,共有
EFFICACY_AUTHENTICITY_CHECK__2,EFFICACY_AUTHENTICITY_CHECK__2,2025搜索,2025搜索随机1w,5,60,9998,10000,0.05,0.6,0.55,0.401,0.724,True,共有
EFFICACY_AUTHENTICITY_CHECK__3,EFFICACY_AUTHENTICITY_CHECK__3,2025搜索,2025搜索随机1w,12,17,9998,10000,0.12,0.17,0.05,-0.06,0.164,False,共有
EFFICACY_AUTHENTICITY_CHECK__4,EFFICACY_AUTHENTICITY_CHECK__4,2025搜索,2025搜索随机1w,19,72,9998,10000,0.19,0.72,0.53,0.348,0.728,True,共有
NON_HEALTH_OTHER__1,NON_HEALTH_OTHER__1,2025搜索,2025搜索随机1w,67,302,9998,10000,0.67,3.02,2.35,1.985,2.731,True,共有
NON_HEALTH_OTHER__2,NON_HEALTH_OTHER__2,2025搜索,2025搜索随机1w,109,115,9998,10000,1.09,1.15,0.06,-0.234,0.354,False,共有
PERMISSION_CHECK__1,PERMISSION_CHECK__1,2025搜索,2025搜索随机1w,47,657,9998,10000,0.47,6.57,6.1,5.606,6.616,True,共有
PERMISSION_CHECK__2,PERMISSION_CHECK__2,2025搜索,2025搜索随机1w,85,584,9998,10000,0.85,5.84,4.99,4.504,5.493,True,共有
PHARMA_COMPANY_LOOKUP__1,PHARMA_COMPANY_LOOKUP__1,2025搜索,2025搜索随机1w,46,3,9998,10000,0.46,0.03,-0.43,-0.584,-0.301,True,共有
PROGNOSIS_CONTAGION_VERDICT__1,PROGNOSIS_CONTAGION_VERDICT__1,2025搜索,2025搜索随机1w,4,79,9998,10000,0.04,0.79,0.75,0.582,0.945,True,共有
PROGNOSIS_CONTAGION_VERDICT__2,PROGNOSIS_CONTAGION_VERDICT__2,2025搜索,2025搜索随机1w,23,28,9998,10000,0.23,0.28,0.05,-0.094,0.196,False,共有
PROGNOSIS_CONTAGION_VERDICT__3,PROGNOSIS_CONTAGION_VERDICT__3,2025搜索,2025搜索随机1w,22,18,9998,10000,0.22,0.18,-0.04,-0.171,0.088,False,共有
PROGNOSIS_CONTAGION_VERDICT__4,PROGNOSIS_CONTAGION_VERDICT__4,2025搜索,2025搜索随机1w,29,15,9998,10000,0.29,0.15,-0.14,-0.279,-0.009,True,共有
RECOVERY_TIMING__1,RECOVERY_TIMING__1,2025搜索,2025搜索随机1w,39,87,9998,10000,0.39,0.87,0.48,0.262,0.707,True,共有
RECOVERY_TIMING__2,RECOVERY_TIMING__2,2025搜索,2025搜索随机1w,29,89,9998,10000,0.29,0.89,0.6,0.391,0.822,True,共有
REFERENCE_VALUE_CALCULATOR__1,REFERENCE_VALUE_CALCULATOR__1,2025搜索,2025搜索随机1w,122,61,9998,10000,1.22,0.61,-0.61,-0.881,-0.348,True,共有
REFERENCE_VALUE_CALCULATOR__2,REFERENCE_VALUE_CALCULATOR__2,2025搜索,2025搜索随机1w,72,118,9998,10000,0.72,1.18,0.46,0.192,0.734,True,共有
REFERENCE_VALUE_CALCULATOR__3,REFERENCE_VALUE_CALCULATOR__3,2025搜索,2025搜索随机1w,27,79,9998,10000,0.27,0.79,0.52,0.322,0.731,True,共有
REPRODUCTIVE_HEALTH__1,REPRODUCTIVE_HEALTH__1,2025搜索,2025搜索随机1w,55,201,9998,10000,0.55,2.01,1.46,1.154,1.78,True,共有
REPRODUCTIVE_HEALTH__2,REPRODUCTIVE_HEALTH__2,2025搜索,2025搜索随机1w,105,168,9998,10000,1.05,1.68,0.63,0.309,0.956,True,共有
RESULT_INTERPRETATION__1,RESULT_INTERPRETATION__1,2025搜索,2025搜索随机1w,186,97,9998,10000,1.86,0.97,-0.89,-1.223,-0.565,True,共有
RESULT_INTERPRETATION__2,RESULT_INTERPRETATION__2,2025搜索,2025搜索随机1w,77,474,9998,10000,0.77,4.74,3.97,3.527,4.43,True,共有
SUBSTANCE_EFFICACY_LOOKUP__1,SUBSTANCE_EFFICACY_LOOKUP__1,2025搜索,2025搜索随机1w,1066,419,9998,10000,10.662,4.19,-6.472,-7.197,-5.753,True,共有
SUBSTANCE_EFFICACY_LOOKUP__2,SUBSTANCE_EFFICACY_LOOKUP__2,2025搜索,2025搜索随机1w,3063,1030,9998,10000,30.636,10.3,-20.336,-21.416,-19.252,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__1,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__1,2025搜索,2025搜索随机1w,123,330,9998,10000,1.23,3.3,2.07,1.662,2.488,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__2,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__2,2025搜索,2025搜索随机1w,146,226,9998,10000,1.46,2.26,0.8,0.426,1.178,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__3,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__3,2025搜索,2025搜索随机1w,127,507,9998,10000,1.27,5.07,3.8,3.323,4.291,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__4,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__4,2025搜索,2025搜索随机1w,161,337,9998,10000,1.61,3.37,1.76,1.331,2.196,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__5,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__5,2025搜索,2025搜索随机1w,127,207,9998,10000,1.27,2.07,0.8,0.446,1.16,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION__6,SYMPTOM_ATTRIBUTION_DIFFERENTIATION__6,2025搜索,2025搜索随机1w,324,159,9998,10000,3.241,1.59,-1.651,-2.081,-1.228,True,共有
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,2025搜索,2025搜索随机1w,386,306,9998,10000,3.861,3.06,-0.801,-1.31,-0.294,True,共有
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,2025搜索,2025搜索随机1w,577,563,9998,10000,5.771,5.63,-0.141,-0.785,0.502,False,共有
ACCIDENTAL_INGESTION_FIRST_AID__1,ACCIDENTAL_INGESTION_FIRST_AID__1,2025搜索,2026搜索,1,1,9998,9998,0.01,0.01,0.0,-0.047,0.047,False,共有
CARE_NAVIGATION_COST__1,CARE_NAVIGATION_COST__1,2025搜索,2026搜索,28,35,9998,9998,0.28,0.35,0.07,-0.089,0.231,False,共有
CARE_NAVIGATION_COST__2,CARE_NAVIGATION_COST__2,2025搜索,2026搜索,155,140,9998,9998,1.55,1.4,-0.15,-0.487,0.186,False,共有
CARE_NAVIGATION_COST__3,CARE_NAVIGATION_COST__3,2025搜索,2026搜索,46,50,9998,9998,0.46,0.5,0.04,-0.155,0.236,False,共有
CARE_NAVIGATION_COST__4,CARE_NAVIGATION_COST__4,2025搜索,2026搜索,37,36,9998,9998,0.37,0.36,-0.01,-0.182,0.161,False,共有
COMPARISON_DIFFERENCE_VERDICT__1,COMPARISON_DIFFERENCE_VERDICT__1,2025搜索,2026搜索,27,22,9998,9998,0.27,0.22,-0.05,-0.194,0.091,False,共有
COMPARISON_DIFFERENCE_VERDICT__2,COMPARISON_DIFFERENCE_VERDICT__2,2025搜索,2026搜索,10,10,9998,9998,0.1,0.1,0.0,-0.096,0.096,False,共有
COMPARISON_DIFFERENCE_VERDICT__3,COMPARISON_DIFFERENCE_VERDICT__3,2025搜索,2026搜索,4,4,9998,9998,0.04,0.04,0.0,-0.067,0.067,False,共有
COMPARISON_DIFFERENCE_VERDICT__4,COMPARISON_DIFFERENCE_VERDICT__4,2025搜索,2026搜索,10,6,9998,9998,0.1,0.06,-0.04,-0.13,0.044,False,共有
COMPARISON_DIFFERENCE_VERDICT__5,COMPARISON_DIFFERENCE_VERDICT__5,2025搜索,2026搜索,6,11,9998,9998,0.06,0.11,0.05,-0.036,0.143,False,共有
COMPARISON_DIFFERENCE_VERDICT__6,COMPARISON_DIFFERENCE_VERDICT__6,2025搜索,2026搜索,8,13,9998,9998,0.08,0.13,0.05,-0.045,0.15,False,共有
DISEASE_CONCEPT_INFO__1,DISEASE_CONCEPT_INFO__1,2025搜索,2026搜索,266,244,9998,9998,2.661,2.44,-0.22,-0.659,0.218,False,共有
DISEASE_CONCEPT_INFO__2,DISEASE_CONCEPT_INFO__2,2025搜索,2026搜索,592,604,9998,9998,5.921,6.041,0.12,-0.538,0.778,False,共有
DISEASE_CONCEPT_INFO__3,DISEASE_CONCEPT_INFO__3,2025搜索,2026搜索,124,162,9998,9998,1.24,1.62,0.38,0.051,0.713,True,共有
DISEASE_CONCEPT_INFO__4,DISEASE_CONCEPT_INFO__4,2025搜索,2026搜索,494,482,9998,9998,4.941,4.821,-0.12,-0.718,0.478,False,共有
DISEASE_CONCEPT_INFO__5,DISEASE_CONCEPT_INFO__5,2025搜索,2026搜索,585,370,9998,9998,5.851,3.701,-2.15,-2.744,-1.561,True,共有
DISEASE_CONCEPT_INFO__6,DISEASE_CONCEPT_INFO__6,2025搜索,2026搜索,167,151,9998,9998,1.67,1.51,-0.16,-0.509,0.188,False,共有
DOSAGE_ADMINISTRATION__1,DOSAGE_ADMINISTRATION__1,2025搜索,2026搜索,20,28,9998,9998,0.2,0.28,0.08,-0.059,0.223,False,共有
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,2025搜索,2026搜索,14,26,9998,9998,0.14,0.26,0.12,-0.006,0.253,False,共有
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,2025搜索,2026搜索,27,44,9998,9998,0.27,0.44,0.17,0.004,0.342,True,共有
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,2025搜索,2026搜索,40,48,9998,9998,0.4,0.48,0.08,-0.106,0.269,False,共有
DOSAGE_ADMINISTRATION__5,DOSAGE_ADMINISTRATION__5,2025搜索,2026搜索,18,26,9998,9998,0.18,0.26,0.08,-0.053,0.218,False,共有
DOSAGE_ADMINISTRATION__6,DOSAGE_ADMINISTRATION__6,2025搜索,2026搜索,27,28,9998,9998,0.27,0.28,0.01,-0.14,0.16,False,共有
