key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,流量最高,荔枝的功效作用与主治,27253.0
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,流量最高,马齿苋的作用和功效,16334.0
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,流量最高,紫苏叶的功效与作用与主治,15233.0
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,随机,兔肉的功效与作用,345.0
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,随机,夏枯草,1937.0
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,4129,4056,随机,石韦的功效与作用,568.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,流量最高,hpv是什么东西,20147.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,流量最高,中暑的症状表现,10812.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,流量最高,甲状腺的症状有哪些表现,9810.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,随机,中性粒细胞低是什么原因,2012.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,随机,鳞状细胞癌是属于哪一类的癌症,433.0
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2228,2038,随机,膀胱癌早期是什么症状,1005.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,流量最高,血压正常是多少标准,19181.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,流量最高,血糖正常值范围 最新标准2025,15763.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,流量最高,bmi体重指数怎么计算,9216.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,随机,尿酸正常标准是多少,486.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,随机,血糖正常值范围是多少?,858.0
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,221,220,随机,跳绳减肥一天跳多少个可以减脂,647.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,流量最高,牙疼怎么止疼最快,10593.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,流量最高,牙龈肿痛怎么消炎最快最有效,9828.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,流量最高,口腔溃疡怎么治最快有效药,9779.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,随机,阳了吃什么药好得快,423.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,随机,淋巴结肿大怎么消除 颈部 治疗方法,1018.0
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,963,857,随机,胃炎吃什么药好得最快最有效,509.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,流量最高,身上出现红色的小点是怎么回事,6867.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,流量最高,"低压高是什么原因,怎么解决",6700.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,流量最高,乳头疼是怎么回事一碰就疼,6005.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,随机,肚子疼拉稀一阵一阵的绞痛,607.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,随机,心跳快心慌胸闷气短焦虑,378.0
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,1008,848,随机,被蚊子咬了好多包一直很痒怎么办,350.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,流量最高,JXX,7649.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,流量最高,蛋白质高的食物有哪些,4043.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,流量最高,决定蜂胶品质好坏的因素有哪些,3426.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,随机,生物制药是做什么的,486.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,随机,血常规,524.0
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,176,165,随机,决定蜂胶品质好坏的因素,771.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,流量最高,总胆红素偏高说明什么,6828.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,流量最高,低密度脂蛋白偏高是什么意思,5441.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,流量最高,超敏c反应蛋白高说明什么问题,4840.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,随机,肌酸激酶偏低是什么问题,732.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,随机,谷氨酰转肽酶高说明什么,1391.0
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,263,231,随机,月经提前5到6天正常吗,685.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,流量最高,怀孕的最初征兆,6711.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,流量最高,排卵期是怎么算的从哪天开始,5375.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,流量最高,怀孕多少天能查出来,4181.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,随机,19周是怀孕几个月,386.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,随机,着床有什么感觉和症状,412.0
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,160,128,随机,孕吐是什么时候开始有的,413.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,流量最高,尿酸高不能吃些什么东西,4099.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,流量最高,痛风忌口不能吃什么东西,3680.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,流量最高,糖尿病可以吃的水果有哪些水果,3656.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,随机,东方树叶喝多了对身体有影响吗,505.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,随机,火龙果糖尿病患者可以吃吗,386.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,132,108,随机,晨跑吃早餐跑还是空腹跑?,402.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,流量最高,手足口病一般几天能好,3697.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,流量最高,胆囊切除后有什么影响,2308.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,流量最高,三伏贴什么时候开始贴2025,1601.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,随机,破伤风针多少小时内打,690.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,随机,白内障手术多久才能恢复正常,757.0
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,68,59,随机,生完孩子多久可以同房,505.0
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,266,243,流量最高,狂犬疫苗一共打几针多少钱,3260.0
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,266,243,流量最高,乌灵参多少钱一斤,2210.0
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,266,243,流量最高,百度健康,2125.0
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,266,243,随机,积水潭医院,615.0
