key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
31,药物功效与主治查询,3198,39996,7.996,105,4023,2.61,-5.386,-5.91,-4.786,True,两界面都有,,,,3.18
17,症状原因查询,2731,39996,6.828,114,4023,2.834,-3.994,-4.527,-3.384,True,两界面都有,,,,4.01
51,查询物品功效与作用,1025,39996,2.563,9,4023,0.224,-2.339,-2.531,-2.088,True,两界面都有,,,,0.87
5,疾病症状与健康影响查询,1670,39996,4.175,75,4023,1.864,-2.311,-2.736,-1.807,True,两界面都有,,,,4.3
48,功效与作用查询,803,39996,2.008,21,4023,0.522,-1.486,-1.715,-1.181,True,两界面都有,,,,2.55
25,医学术语及检查结果含义查询,649,39996,1.623,10,4023,0.249,-1.374,-1.546,-1.134,True,两界面都有,,,,1.52
3,医疗机构与身体部位信息查询,2416,39996,6.041,191,4023,4.748,-1.293,-1.952,-0.555,True,两界面都有,,,,7.33
23,化验指标异常原因与临床意义查询,839,39996,2.098,46,4023,1.143,-0.954,-1.274,-0.552,True,两界面都有,,,,5.2
42,早孕检测与月经变化查询,1008,39996,2.52,65,4023,1.616,-0.905,-1.285,-0.442,True,两界面都有,,,,6.06
7,检查项目及指标查询,650,39996,1.625,35,4023,0.87,-0.755,-1.031,-0.397,True,两界面都有,,,,5.11
16,身体不适快速缓解方法查询,1072,39996,2.68,78,4023,1.939,-0.741,-1.157,-0.243,True,两界面都有,,,,6.78
39,身体部位疼痛原因查询,355,39996,0.888,8,4023,0.199,-0.689,-0.826,-0.477,True,两界面都有,,,,2.2
41,医学健康知识查询,1154,39996,2.885,93,4023,2.312,-0.574,-1.027,-0.037,True,两界面都有,,,,7.46
14,病症用药查询,906,39996,2.265,78,4023,1.939,-0.326,-0.737,0.168,False,两界面都有,,,,7.93
18,疾病治疗方法查询,923,39996,2.308,81,4023,2.013,-0.294,-0.713,0.208,False,两界面都有,,,,8.07
21,查询医疗健康恢复时间与费用,1053,39996,2.633,98,4023,2.436,-0.197,-0.659,0.349,False,两界面都有,,,,8.51
40,查询身体排泄与分泌物异常原因,368,39996,0.92,31,4023,0.771,-0.15,-0.397,0.184,False,两界面都有,,,,7.77
45,中药方剂配方剂量查询,746,39996,1.865,70,4023,1.74,-0.125,-0.511,0.345,False,两界面都有,,,,8.58
50,口腔不适原因与解决方法查询,302,39996,0.755,26,4023,0.646,-0.109,-0.332,0.201,False,两界面都有,,,,7.93
38,疾病症状表现查询,411,39996,1.028,38,4023,0.945,-0.083,-0.359,0.279,False,两界面都有,,,,8.46
12,药品用法用量查询,782,39996,1.955,76,4023,1.889,-0.066,-0.468,0.421,False,两界面都有,,,,8.86
34,查询健康指标正常范围,1108,39996,2.77,111,4023,2.759,-0.011,-0.503,0.564,False,两界面都有,,,,9.11
22,皮肤瘙痒起疹原因查询,264,39996,0.66,31,4023,0.771,0.111,-0.132,0.44,False,两界面都有,,,,10.51
30,药品用法药效与联用查询,1397,39996,3.493,147,4023,3.654,0.161,-0.407,0.811,False,两界面都有,,,,9.52
26,查询疾病严重性、传染性与治疗风险,1623,39996,4.058,170,4023,4.226,0.168,-0.444,0.861,False,两界面都有,,,,9.48
43,药品与药企信息查询,636,39996,1.59,72,4023,1.79,0.2,-0.188,0.673,False,两界面都有,,,,10.17
47,查询物品作用与功效,575,39996,1.438,70,4023,1.74,0.302,-0.078,0.769,False,两界面都有,,,,10.85
32,特定情况下饮食用药可否查询,1440,39996,3.6,165,4023,4.101,0.501,-0.099,1.183,False,两界面都有,,,,10.28
33,健康问题对应食物建议查询,801,39996,2.003,102,4023,2.535,0.533,0.068,1.082,True,两界面都有,,,,11.3
0,食物热量与健康影响查询,1625,39996,4.063,196,4023,4.872,0.809,0.155,1.543,True,两界面都有,,,,10.76
37,查询皮肤疙瘩红疹原因与处理,899,39996,2.248,123,4023,3.057,0.81,0.298,1.405,True,两界面都有,,,,12.04
49,中成药丸剂功效与作用查询,568,39996,1.42,95,4023,2.361,0.941,0.499,1.47,True,两界面都有,,,,14.33
29,药品信息查询,786,39996,1.965,118,4023,2.933,0.968,0.469,1.551,True,两界面都有,,,,13.05
36,查询身体不适症状及可能病因,1379,39996,3.448,262,4023,6.513,3.065,2.32,3.888,True,两界面都有,,,,15.97
44,药品及药物成分信息查询,1357,39996,3.393,263,4023,6.537,3.145,2.399,3.969,True,两界面都有,,,,16.23
46,功效作用查询,927,39996,2.318,273,4023,6.786,4.468,3.716,5.3,True,两界面都有,,,,22.75
35,医学词条查询,1550,39996,3.875,477,4023,11.857,7.981,6.999,9.033,True,两界面都有,,,,23.53
