key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
9,查询药物功效与主治,3198,39996,7.996,105,4023,2.61,-5.386,-5.91,-4.786,True,两界面都有,,,,3.18
23,症状原因查询,2731,39996,6.828,114,4023,2.834,-3.994,-4.527,-3.384,True,两界面都有,,,,4.01
48,查询物品功效与作用,1025,39996,2.563,9,4023,0.224,-2.339,-2.531,-2.088,True,两界面都有,,,,0.87
15,功效与作用查询,803,39996,2.008,21,4023,0.522,-1.486,-1.715,-1.181,True,两界面都有,,,,2.55
43,查询医学术语及检查结果含义,649,39996,1.623,10,4023,0.249,-1.374,-1.546,-1.134,True,两界面都有,,,,1.52
30,疾病症状查询,564,39996,1.41,17,4023,0.423,-0.988,-1.187,-0.711,True,两界面都有,,,,2.93
35,查询化验指标异常原因与临床意义,839,39996,2.098,46,4023,1.143,-0.954,-1.274,-0.552,True,两界面都有,,,,5.2
42,早孕检测与月经变化查询,1008,39996,2.52,65,4023,1.616,-0.905,-1.285,-0.442,True,两界面都有,,,,6.06
18,医院及科室信息查询,1945,39996,4.863,165,4023,4.101,-0.762,-1.371,-0.072,True,两界面都有,,,,7.82
40,检查项目及指标查询,650,39996,1.625,35,4023,0.87,-0.755,-1.031,-0.397,True,两界面都有,,,,5.11
22,身体不适快速缓解方法查询,1072,39996,2.68,78,4023,1.939,-0.741,-1.157,-0.243,True,两界面都有,,,,6.78
38,身体部位疼痛原因查询,355,39996,0.888,8,4023,0.199,-0.689,-0.826,-0.477,True,两界面都有,,,,2.2
28,症状及健康影响查询,383,39996,0.958,12,4023,0.298,-0.659,-0.822,-0.419,True,两界面都有,,,,3.04
41,医学健康知识查询,1154,39996,2.885,93,4023,2.312,-0.574,-1.027,-0.037,True,两界面都有,,,,7.46
31,查询病症与物品图片,484,39996,1.21,27,4023,0.671,-0.539,-0.776,-0.219,True,两界面都有,,,,5.28
21,查询穴位与身体部位位置图,471,39996,1.178,26,4023,0.646,-0.531,-0.764,-0.216,True,两界面都有,,,,5.23
8,病症用药查询,906,39996,2.265,78,4023,1.939,-0.326,-0.737,0.168,False,两界面都有,,,,7.93
25,查询疾病治疗方法,923,39996,2.308,81,4023,2.013,-0.294,-0.713,0.208,False,两界面都有,,,,8.07
44,查询医疗健康恢复时间与费用,1053,39996,2.633,98,4023,2.436,-0.197,-0.659,0.349,False,两界面都有,,,,8.51
39,查询身体排泄与分泌物异常原因,368,39996,0.92,31,4023,0.771,-0.15,-0.397,0.184,False,两界面都有,,,,7.77
6,中药方剂配方剂量查询,746,39996,1.865,70,4023,1.74,-0.125,-0.511,0.345,False,两界面都有,,,,8.58
27,查询癌症早期症状和前兆,239,39996,0.598,19,4023,0.472,-0.125,-0.313,0.148,False,两界面都有,,,,7.36
34,口腔不适原因与解决方法查询,302,39996,0.755,26,4023,0.646,-0.109,-0.332,0.201,False,两界面都有,,,,7.93
29,疾病症状表现查询,411,39996,1.028,38,4023,0.945,-0.083,-0.359,0.279,False,两界面都有,,,,8.46
5,药品用法用量查询,782,39996,1.955,76,4023,1.889,-0.066,-0.468,0.421,False,两界面都有,,,,8.86
47,查询健康指标正常范围,1108,39996,2.77,111,4023,2.759,-0.011,-0.503,0.564,False,两界面都有,,,,9.11
33,查询皮肤瘙痒起疹原因,264,39996,0.66,31,4023,0.771,0.111,-0.132,0.44,False,两界面都有,,,,10.51
7,药品用法药效与联用查询,1397,39996,3.493,147,4023,3.654,0.161,-0.407,0.811,False,两界面都有,,,,9.52
46,查询疾病严重性、传染性与治疗风险,1623,39996,4.058,170,4023,4.226,0.168,-0.444,0.861,False,两界面都有,,,,9.48
3,药品与药企信息查询,636,39996,1.59,72,4023,1.79,0.2,-0.188,0.673,False,两界面都有,,,,10.17
13,查询物品作用与功效,575,39996,1.438,70,4023,1.74,0.302,-0.078,0.769,False,两界面都有,,,,10.85
0,查询特定情况下饮食用药可否,1440,39996,3.6,165,4023,4.101,0.501,-0.099,1.183,False,两界面都有,,,,10.28
2,查询健康问题对应的食物建议,801,39996,2.003,102,4023,2.535,0.533,0.068,1.082,True,两界面都有,,,,11.3
1,食物热量与健康影响查询,1625,39996,4.063,196,4023,4.872,0.809,0.155,1.543,True,两界面都有,,,,10.76
26,查询皮肤疙瘩红疹症状与处理,899,39996,2.248,123,4023,3.057,0.81,0.298,1.405,True,两界面都有,,,,12.04
16,中成药丸剂功效与作用查询,568,39996,1.42,95,4023,2.361,0.941,0.499,1.47,True,两界面都有,,,,14.33
4,药品信息查询,786,39996,1.965,118,4023,2.933,0.968,0.469,1.551,True,两界面都有,,,,13.05
24,查询身体不适症状及可能病因,1379,39996,3.448,262,4023,6.513,3.065,2.32,3.888,True,两界面都有,,,,15.97
20,查询药品及药物成分信息,1357,39996,3.393,263,4023,6.537,3.145,2.399,3.969,True,两界面都有,,,,16.23
12,功效作用查询,927,39996,2.318,273,4023,6.786,4.468,3.716,5.3,True,两界面都有,,,,22.75
19,医学词条查询,1550,39996,3.875,477,4023,11.857,7.981,6.999,9.033,True,两界面都有,,,,23.53
