key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
PAGE_NAV__2,PAGE_NAV__2,2784,39997,6.961,24,3937,0.61,-6.351,-6.674,-5.967,True,两界面都有,,,,0.85
QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,2567,39997,6.418,138,3937,3.505,-2.913,-3.497,-2.248,True,两界面都有,,,,5.1
CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,1329,39997,3.323,59,3937,1.499,-1.824,-2.205,-1.362,True,两界面都有,,,,4.25
VERDICT_QUESTION__2,VERDICT_QUESTION__2,1424,39997,3.56,96,3937,2.438,-1.122,-1.597,-0.563,True,两界面都有,,,,6.32
PAGE_NAV__1,PAGE_NAV__1,846,39997,2.115,55,3937,1.397,-0.718,-1.072,-0.28,True,两界面都有,,,,6.1
RATE_CALC__2,RATE_CALC__2,1064,39997,2.66,86,3937,2.184,-0.476,-0.919,0.052,False,两界面都有,,,,7.48
CONTACT_BRANCH_LOOKUP__1,CONTACT_BRANCH_LOOKUP__1,276,39997,0.69,9,3937,0.229,-0.461,-0.6,-0.242,True,两界面都有,,,,3.16
HOWTO_OPERATE__2,HOWTO_OPERATE__2,540,39997,1.35,39,3937,0.991,-0.359,-0.65,0.017,False,两界面都有,,,,6.74
CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,351,39997,0.878,21,3937,0.533,-0.344,-0.552,-0.05,True,两界面都有,,,,5.65
HOWTO_OPERATE__4,HOWTO_OPERATE__4,367,39997,0.918,23,3937,0.584,-0.333,-0.551,-0.029,True,两界面都有,,,,5.9
CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,789,39997,1.973,65,3937,1.651,-0.322,-0.702,0.145,False,两界面都有,,,,7.61
HOWTO_OPERATE__6,HOWTO_OPERATE__6,743,39997,1.858,62,3937,1.575,-0.283,-0.653,0.174,False,两界面都有,,,,7.7
ENTITY_VERIFY__1,ENTITY_VERIFY__1,160,39997,0.4,5,3937,0.127,-0.273,-0.372,-0.094,True,两界面都有,,,,3.03
