key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,股票代码查询,2025搜索,2025搜索随机1w,684,92,9998,10000,6.841,0.92,-5.921,-6.46,-5.4,True,共有
1,查询300开头股票代码与行情,2025搜索,2025搜索随机1w,238,47,9998,10000,2.38,0.47,-1.91,-2.249,-1.59,True,共有
10,查询转账与账户业务可行性,2025搜索,2025搜索随机1w,49,500,9998,10000,0.49,5.0,4.51,4.071,4.97,True,共有
11,查询金融术语含义,2025搜索,2025搜索随机1w,129,261,9998,10000,1.29,2.61,1.32,0.939,1.708,True,共有
12,金融业务操作与问题处理方法查询,2025搜索,2025搜索随机1w,44,385,9998,10000,0.44,3.85,3.41,3.02,3.821,True,共有
13,花呗操作查询,2025搜索,2025搜索随机1w,47,128,9998,10000,0.47,1.28,0.81,0.555,1.076,True,共有
14,个人征信报告查询与影响咨询,2025搜索,2025搜索随机1w,61,170,9998,10000,0.61,1.7,1.09,0.798,1.394,True,共有
15,查询借款平台正规性,2025搜索,2025搜索随机1w,98,95,9998,10000,0.98,0.95,-0.03,-0.304,0.243,False,共有
16,查询人寿保险相关业务信息,2025搜索,2025搜索随机1w,42,68,9998,10000,0.42,0.68,0.26,0.055,0.471,True,共有
17,查询保险公司信息,2025搜索,2025搜索随机1w,65,192,9998,10000,0.65,1.92,1.27,0.962,1.59,True,共有
18,查询保险相关业务,2025搜索,2025搜索随机1w,65,290,9998,10000,0.65,2.9,2.25,1.892,2.624,True,共有
19,车险购买与理赔咨询,2025搜索,2025搜索随机1w,39,231,9998,10000,0.39,2.31,1.92,1.609,2.25,True,共有
2,证券代码信息查询#2,2025搜索,2025搜索随机1w,11,23,9998,10000,0.11,0.23,0.12,0.004,0.245,True,共有
20,查询交强险保费、赔偿与投保规定,2025搜索,2025搜索随机1w,16,59,9998,10000,0.16,0.59,0.43,0.264,0.611,True,共有
21,保险公司电话查询,2025搜索,2025搜索随机1w,82,71,9998,10000,0.82,0.71,-0.11,-0.355,0.133,False,共有
22,查询科技股与科创板信息,2025搜索,2025搜索随机1w,47,69,9998,10000,0.47,0.69,0.22,0.009,0.436,True,共有
23,科技类股票信息查询,2025搜索,2025搜索随机1w,226,31,9998,10000,2.26,0.31,-1.95,-2.274,-1.648,True,共有
24,证券股吧查询,2025搜索,2025搜索随机1w,820,67,9998,10000,8.202,0.67,-7.532,-8.104,-6.98,True,共有
25,查询股票信息,2025搜索,2025搜索随机1w,1763,250,9998,10000,17.634,2.5,-15.134,-15.946,-14.33,True,共有
26,查询个股股票行情与股吧讨论,2025搜索,2025搜索随机1w,147,24,9998,10000,1.47,0.24,-1.23,-1.497,-0.983,True,共有
27,查询市场行情,2025搜索,2025搜索随机1w,201,93,9998,10000,2.01,0.93,-1.08,-1.42,-0.75,True,共有
28,股指行情查询,2025搜索,2025搜索随机1w,152,56,9998,10000,1.52,0.56,-0.96,-1.25,-0.683,True,共有
29,蚂蚁庄园今日答案查询,2025搜索,2025搜索随机1w,121,25,9998,10000,1.21,0.25,-0.96,-1.208,-0.731,True,共有
3,查询电话号码归属,2025搜索,2025搜索随机1w,118,35,9998,10000,1.18,0.35,-0.83,-1.081,-0.593,True,共有
30,股票行情与选股建议查询,2025搜索,2025搜索随机1w,199,543,9998,10000,1.99,5.43,3.44,2.922,3.967,True,共有
31,查询财经门户与市场行情,2025搜索,2025搜索随机1w,429,262,9998,10000,4.291,2.62,-1.671,-2.18,-1.166,True,共有
