key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索,2025搜索随机1w,25,100,9998,10000,0.25,1.0,0.75,0.537,0.979,True,共有
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索,2025搜索随机1w,266,1037,9998,10000,2.661,10.37,7.709,7.038,8.391,True,共有
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,2025搜索,2025搜索随机1w,576,1103,9998,10000,5.761,11.03,5.269,4.505,6.036,True,共有
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索,2025搜索随机1w,15,71,9998,10000,0.15,0.71,0.56,0.384,0.754,True,共有
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索,2025搜索随机1w,22,78,9998,10000,0.22,0.78,0.56,0.369,0.766,True,共有
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2025搜索,2025搜索随机1w,93,153,9998,10000,0.93,1.53,0.6,0.295,0.91,True,共有
FX_CONVERT,查询汇率并换算外币金额,2025搜索,2025搜索随机1w,985,584,9998,10000,9.852,5.84,-4.012,-4.757,-3.27,True,共有
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,2025搜索,2025搜索随机1w,225,1231,9998,10000,2.25,12.31,10.06,9.358,10.772,True,共有
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索,2025搜索随机1w,57,186,9998,10000,0.57,1.86,1.29,0.991,1.602,True,共有
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索,2025搜索随机1w,7,56,9998,10000,0.07,0.56,0.49,0.342,0.66,True,共有
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索,2025搜索随机1w,40,273,9998,10000,0.4,2.73,2.33,1.996,2.684,True,共有
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,2025搜索随机1w,204,616,9998,10000,2.04,6.16,4.12,3.577,4.672,True,共有
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,2025搜索随机1w,1381,338,9998,10000,13.813,3.38,-10.433,-11.201,-9.673,True,共有
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,2025搜索随机1w,5018,1049,9998,10000,50.19,10.49,-39.7,-40.841,-38.543,True,共有
RATE_CALC,查询利率、费率、限额并试算利息/还款,2025搜索,2025搜索随机1w,233,1012,9998,10000,2.33,10.12,7.79,7.133,8.457,True,共有
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,2025搜索随机1w,725,472,9998,10000,7.251,4.72,-2.531,-3.191,-1.876,True,共有
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索,2025搜索随机1w,8,11,9998,10000,0.08,0.11,0.03,-0.062,0.125,False,共有
STATUS_DECODE,解读粘贴的提示与界面状态,2025搜索,2025搜索随机1w,2,24,9998,10000,0.02,0.24,0.22,0.125,0.338,True,共有
TXN_ISSUE,排查账户与交易异常,2025搜索,2025搜索随机1w,36,518,9998,10000,0.36,5.18,4.82,4.38,5.283,True,共有
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,2025搜索,2025搜索随机1w,80,1088,9998,10000,0.8,10.88,10.08,9.454,10.725,True,共有
COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索,2026搜索,25,6,9998,9999,0.25,0.06,-0.19,-0.313,-0.083,True,共有
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索,2026搜索,266,154,9998,9999,2.661,1.54,-1.12,-1.522,-0.725,True,共有
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,2025搜索,2026搜索,576,331,9998,9999,5.761,3.31,-2.451,-3.03,-1.877,True,共有
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索,2026搜索,15,2,9998,9999,0.15,0.02,-0.13,-0.228,-0.051,True,共有
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索,2026搜索,22,40,9998,9999,0.22,0.4,0.18,0.025,0.342,True,共有
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2025搜索,2026搜索,93,33,9998,9999,0.93,0.33,-0.6,-0.829,-0.384,True,共有
FX_CONVERT,查询汇率并换算外币金额,2025搜索,2026搜索,985,717,9998,9999,9.852,7.171,-2.681,-3.455,-1.909,True,共有
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,2025搜索,2026搜索,225,84,9998,9999,2.25,0.84,-1.41,-1.759,-1.073,True,共有
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索,2026搜索,57,54,9998,9999,0.57,0.54,-0.03,-0.24,0.179,False,共有
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索,2026搜索,7,5,9998,9999,0.07,0.05,-0.02,-0.1,0.056,False,共有
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索,2026搜索,40,61,9998,9999,0.4,0.61,0.21,0.013,0.413,True,共有
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,2026搜索,204,97,9998,9999,2.04,0.97,-1.07,-1.414,-0.736,True,共有
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,2026搜索,1381,1591,9998,9999,13.813,15.912,2.099,1.113,3.085,True,共有
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,2026搜索,5018,6282,9998,9999,50.19,62.826,12.636,11.27,13.996,True,共有
RATE_CALC,查询利率、费率、限额并试算利息/还款,2025搜索,2026搜索,233,84,9998,9999,2.33,0.84,-1.49,-1.844,-1.149,True,共有
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,2026搜索,725,414,9998,9999,7.251,4.14,-3.111,-3.755,-2.472,True,共有
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索,2026搜索,8,0,9998,9999,0.08,0.0,-0.08,-0.158,-0.025,True,a独有
STATUS_DECODE,解读粘贴的提示与界面状态,2025搜索,2026搜索,2,0,9998,9999,0.02,0.0,-0.02,-0.073,0.021,False,a独有
TXN_ISSUE,排查账户与交易异常,2025搜索,2026搜索,36,17,9998,9999,0.36,0.17,-0.19,-0.342,-0.047,True,共有
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,2025搜索,2026搜索,80,27,9998,9999,0.8,0.27,-0.53,-0.742,-0.331,True,共有
COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索,2026搜索随机1w,25,111,9998,10000,0.25,1.11,0.86,0.638,1.099,True,共有
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索,2026搜索随机1w,266,1071,9998,10000,2.661,10.71,8.049,7.371,8.738,True,共有
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,2025搜索,2026搜索随机1w,576,907,9998,10000,5.761,9.07,3.309,2.585,4.036,True,共有
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索,2026搜索随机1w,15,41,9998,10000,0.15,0.41,0.26,0.115,0.417,True,共有
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索,2026搜索随机1w,22,118,9998,10000,0.22,1.18,0.96,0.736,1.203,True,共有
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2025搜索,2026搜索随机1w,93,100,9998,10000,0.93,1.0,0.07,-0.203,0.344,False,共有
FX_CONVERT,查询汇率并换算外币金额,2025搜索,2026搜索随机1w,985,627,9998,10000,9.852,6.27,-3.582,-4.337,-2.83,True,共有
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,2025搜索,2026搜索随机1w,225,954,9998,10000,2.25,9.54,7.29,6.649,7.941,True,共有
