key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
PAGE_NAV,打开目标页面或获取官方应用入口,3630,39997,9.076,79,3937,2.007,-7.069,-7.555,-6.508,True,两界面都有,,,,2.13
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,2917,39997,7.293,173,3937,4.394,-2.899,-3.55,-2.169,True,两界面都有,,,,5.6
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,2494,39997,6.235,214,3937,5.436,-0.8,-1.508,-0.012,True,两界面都有,,,,7.9
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,2095,39997,5.238,175,3937,4.445,-0.793,-1.433,-0.071,True,两界面都有,,,,7.71
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,379,39997,0.948,21,3937,0.533,-0.414,-0.624,-0.119,True,两界面都有,,,,5.25
DEBT_DISTRESS,处理逾期催收与还款困境,129,39997,0.323,5,3937,0.127,-0.196,-0.29,-0.018,True,两界面都有,,,,3.73
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,258,39997,0.645,18,3937,0.457,-0.188,-0.375,0.087,False,两界面都有,,,,6.52
STATUS_DECODE,解读粘贴的提示与界面状态,48,39997,0.12,4,3937,0.102,-0.018,-0.092,0.144,False,两界面都有,,,,7.69
RATE_CALC,查询利率、费率、限额并试算利息/还款,2151,39997,5.378,211,3937,5.359,-0.018,-0.717,0.76,False,两界面都有,,,,8.93
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,23,39997,0.058,4,3937,0.102,0.044,-0.024,0.205,False,两界面都有,,,,14.81
QUOTE_LOOKUP,查询可报价品种实时行情与价格,14016,39997,35.043,1387,3937,35.23,0.187,-1.363,1.764,False,两界面都有,,,,9.0
TXN_ISSUE,排查账户与交易异常,988,39997,2.47,107,3937,2.718,0.248,-0.242,0.823,False,两界面都有,,,,9.77
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2528,39997,6.32,261,3937,6.629,0.309,-0.466,1.162,False,两界面都有,,,,9.36
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2022,39997,5.055,213,3937,5.41,0.355,-0.345,1.135,False,两界面都有,,,,9.53
FX_CONVERT,查询汇率并换算外币金额,2913,39997,7.283,308,3937,7.823,0.54,-0.299,1.456,False,两界面都有,,,,9.56
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,167,39997,0.418,38,3937,0.965,0.548,0.278,0.909,True,两界面都有,,,,18.54
COMPARISON_DECISION,比较两个金融对象并给出取舍,242,39997,0.605,46,3937,1.168,0.563,0.261,0.956,True,两界面都有,,,,15.97
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,833,39997,2.083,141,3937,3.581,1.499,0.943,2.14,True,两界面都有,,,,14.48
OTHER_INTENT,其他非金融意图或无明确意图,1446,39997,3.615,251,3937,6.375,2.76,2.015,3.586,True,两界面都有,,,,14.79
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,718,39997,1.795,281,3937,7.137,5.342,4.567,6.198,True,两界面都有,,,,28.13
