层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,QUOTE_LOOKUP,5018,50.19003800760152,58.23727298827197
自上而下 L1 意图,2025搜索,2,PAGE_NAV,1381,13.812762552510502,8.034498388807437
自上而下 L1 意图,2025搜索,3,FX_CONVERT,985,9.851970394078815,13.16569726395244
自上而下 L1 意图,2025搜索,4,RESOLVE_BARE_ENTITY,725,7.251450290058012,7.104467742641446
自上而下 L1 意图,2025搜索,5,CONTACT_BRANCH_LOOKUP,576,5.761152230446089,6.099323944539664
自上而下 L1 意图,2025搜索,6,CONCEPT_EXPLAIN,266,2.660532106421284,1.4638595078660475
自上而下 L1 意图,2025搜索,7,RATE_CALC,233,2.330466093218644,1.3387203785257744
自上而下 L1 意图,2025搜索,8,HOWTO_OPERATE,225,2.2504500900180036,1.0521157922094495
自上而下 L1 意图,2025搜索,9,OTHER_INTENT,204,2.0404080816163233,1.6263388378394223
自上而下 L1 意图,2025搜索,10,ENTITY_VERIFY,93,0.9301860372074415,0.47753418173896045
自上而下 L1 意图,2025搜索随机1w,1,HOWTO_OPERATE,1231,12.31,5.284215662356672
自上而下 L1 意图,2025搜索随机1w,2,CONTACT_BRANCH_LOOKUP,1103,11.03,5.333008050744083
自上而下 L1 意图,2025搜索随机1w,3,VERDICT_QUESTION,1088,10.88,3.6106367406684554
自上而下 L1 意图,2025搜索随机1w,4,QUOTE_LOOKUP,1049,10.49,30.936813857038302
自上而下 L1 意图,2025搜索随机1w,5,CONCEPT_EXPLAIN,1037,10.37,4.2010246401561355
自上而下 L1 意图,2025搜索随机1w,6,RATE_CALC,1012,10.12,4.64259575506221
自上而下 L1 意图,2025搜索随机1w,7,OTHER_INTENT,616,6.16,8.694803610636741
自上而下 L1 意图,2025搜索随机1w,8,FX_CONVERT,584,5.84,17.92388387411564
自上而下 L1 意图,2025搜索随机1w,9,TXN_ISSUE,518,5.18,1.7418882654305925
自上而下 L1 意图,2025搜索随机1w,10,RESOLVE_BARE_ENTITY,472,4.72,3.308123932666504
自上而下 L1 意图,2026搜索,1,QUOTE_LOOKUP,6282,62.826282628262824,77.46149735481444
自上而下 L1 意图,2026搜索,2,PAGE_NAV,1591,15.911591159115911,7.182440303107698
自上而下 L1 意图,2026搜索,3,FX_CONVERT,717,7.170717071707171,7.00585293250943
自上而下 L1 意图,2026搜索,4,RESOLVE_BARE_ENTITY,414,4.14041404140414,3.563895086801934
