key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,流量最高,今日金价,500270.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,流量最高,上证指数,253573.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,流量最高,黄金价格,204039.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,随机,国联股份股票,166.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,随机,600800,209.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,2025搜索,5018,5014,随机,华海药业股票,612.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,流量最高,东方财富网,103326.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,流量最高,东方财富网首页,23511.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,流量最高,长江有色金属网,11988.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,随机,航高5股吧,402.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,随机,赢合科技股吧,275.0
PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索,1381,1380,随机,四方精创股吧,2137.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,流量最高,美元兑人民币汇率,51699.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,流量最高,日元对人民币汇率,49438.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,流量最高,美元兑换人民币汇率,32207.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,随机,日元兑换美元,280.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,随机,韩元币兑人民币,340.0
FX_CONVERT,查询汇率并换算外币金额,2025搜索,985,985,随机,日元换算,448.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,流量最高,新浪财经,38637.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,流量最高,东方财富,20484.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,流量最高,房贷计算器,13927.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,随机,天天基金网,662.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,随机,中英人寿,203.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,2025搜索,725,724,随机,问财官网,380.0
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,204,203,流量最高,蚂蚁庄园今日答案,32445.0
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,204,203,流量最高,蚂蚁庄园今日正确答案,4565.0
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,204,203,流量最高,狗狗币,3918.0
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,204,203,随机,车损险怎么收费标准,294.0
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索,204,203,随机,雇主责任险,219.0
