key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
62,查询金价,2025搜索,150,150,流量最高,今日金价,500270.0
62,查询金价,2025搜索,150,150,流量最高,金价,141405.0
62,查询金价,2025搜索,150,150,流量最高,国际金价,84051.0
62,查询金价,2025搜索,150,150,随机,今日铂金价钱,1809.0
62,查询金价,2025搜索,150,150,随机,中金,174.0
62,查询金价,2025搜索,150,150,随机,当日金价,519.0
28,股指行情查询,2025搜索,152,152,流量最高,上证指数,253573.0
28,股指行情查询,2025搜索,152,152,流量最高,大盘指数,34342.0
28,股指行情查询,2025搜索,152,152,流量最高,纳斯达克指数,23095.0
28,股指行情查询,2025搜索,152,152,随机,生物医药指数,155.0
28,股指行情查询,2025搜索,152,152,随机,今日大盘上证指数,300.0
28,股指行情查询,2025搜索,152,152,随机,大盘指数股票,694.0
58,查询黄金价格,2025搜索,239,239,流量最高,黄金价格,204039.0
58,查询黄金价格,2025搜索,239,239,流量最高,今日黄金价格,19713.0
58,查询黄金价格,2025搜索,239,239,流量最高,今日金价多少一克,7553.0
58,查询黄金价格,2025搜索,239,239,随机,实时黄金价格,300.0
58,查询黄金价格,2025搜索,239,239,随机,四川黄金股票,540.0
58,查询黄金价格,2025搜索,239,239,随机,9·1黄金网站,505.0
31,查询财经门户与市场行情,2025搜索,429,427,流量最高,东方财富网,103326.0
31,查询财经门户与市场行情,2025搜索,429,427,流量最高,新浪财经,38637.0
31,查询财经门户与市场行情,2025搜索,429,427,流量最高,东方财富网首页,23511.0
31,查询财经门户与市场行情,2025搜索,429,427,随机,尿素期货,454.0
31,查询财经门户与市场行情,2025搜索,429,427,随机,中欧医疗健康混合a,196.0
31,查询财经门户与市场行情,2025搜索,429,427,随机,GTC泽汇资本,521.0
27,查询市场行情,2025搜索,201,201,流量最高,股市行情,63395.0
27,查询市场行情,2025搜索,201,201,流量最高,今日股市行情,39506.0
27,查询市场行情,2025搜索,201,201,流量最高,美股,27588.0
27,查询市场行情,2025搜索,201,201,随机,沪市大盘今日行情,448.0
27,查询市场行情,2025搜索,201,201,随机,circle美股,153.0
27,查询市场行情,2025搜索,201,201,随机,今天股票最新行情,193.0
33,查询人民币兑外币汇率,2025搜索,453,453,流量最高,美元兑人民币汇率,51699.0
33,查询人民币兑外币汇率,2025搜索,453,453,流量最高,日元对人民币汇率,49438.0
33,查询人民币兑外币汇率,2025搜索,453,453,流量最高,美元兑换人民币汇率,32207.0
33,查询人民币兑外币汇率,2025搜索,453,453,随机,汇旺,162.0
33,查询人民币兑外币汇率,2025搜索,453,453,随机,日元兑人民币的兑换率,220.0
33,查询人民币兑外币汇率,2025搜索,453,453,随机,今日欧元兑换人民币汇率,384.0
25,查询股票信息,2025搜索,1763,1763,流量最高,英伟达股票,35316.0
25,查询股票信息,2025搜索,1763,1763,流量最高,特斯拉股票,34497.0
25,查询股票信息,2025搜索,1763,1763,流量最高,小米股票,18674.0
25,查询股票信息,2025搜索,1763,1763,随机,神华股票,156.0
25,查询股票信息,2025搜索,1763,1763,随机,兆龙互连股票,260.0
25,查询股票信息,2025搜索,1763,1763,随机,中核钛白股票,160.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,流量最高,蚂蚁庄园今日答案,32445.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,流量最高,蚂蚁庄园今日正确答案,4565.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,流量最高,蚂蚁庄园今天的答案最新,2784.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,随机,蚂蚁答案庄园最新,227.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,随机,2025小鸡庄园今日答案,177.0
29,蚂蚁庄园今日答案查询,2025搜索,121,121,随机,蚂蚁庄园的答题,252.0
35,货币兑换金额换算查询,2025搜索,325,325,流量最高,汇率换算,20513.0
35,货币兑换金额换算查询,2025搜索,325,325,流量最高,6000泰铢是多少人民币,15632.0
35,货币兑换金额换算查询,2025搜索,325,325,流量最高,456亿韩元等于多少人民币,3712.0
35,货币兑换金额换算查询,2025搜索,325,325,随机,50万越南盾等于多少人民币,399.0
35,货币兑换金额换算查询,2025搜索,325,325,随机,150万美元等于多少人民币,206.0
35,货币兑换金额换算查询,2025搜索,325,325,随机,5000韩元等于多少人民币,238.0
30,股票行情与选股建议查询,2025搜索,199,198,流量最高,a股,19391.0
30,股票行情与选股建议查询,2025搜索,199,198,流量最高,A股,9206.0
30,股票行情与选股建议查询,2025搜索,199,198,流量最高,同宇新材值得申购吗?,6868.0
30,股票行情与选股建议查询,2025搜索,199,198,随机,st涨跌幅改为10%,158.0
30,股票行情与选股建议查询,2025搜索,199,198,随机,内蒙一机重组最新消息,238.0
30,股票行情与选股建议查询,2025搜索,199,198,随机,固态电池龙头股票前十名,819.0
49,银行信息查询,2025搜索,207,207,流量最高,工商银行客户电话,17868.0
49,银行信息查询,2025搜索,207,207,流量最高,工商银行股票,10598.0
49,银行信息查询,2025搜索,207,207,流量最高,工商银行,9694.0
49,银行信息查询,2025搜索,207,207,随机,成都银行,244.0
49,银行信息查询,2025搜索,207,207,随机,农商行,257.0
49,银行信息查询,2025搜索,207,207,随机,中国四大银行是哪四大银行,1204.0
36,人民币及货币信息查询,2025搜索,112,111,流量最高,比特币,14860.0
36,人民币及货币信息查询,2025搜索,112,111,流量最高,离岸人民币,5860.0
36,人民币及货币信息查询,2025搜索,112,111,流量最高,狗狗币,3918.0
36,人民币及货币信息查询,2025搜索,112,111,随机,新加坡币,255.0
36,人民币及货币信息查询,2025搜索,112,111,随机,一百元人民币,195.0
36,人民币及货币信息查询,2025搜索,112,111,随机,波币钱包,231.0
8,查询贷款信息,2025搜索,78,78,流量最高,房贷计算器,13927.0
8,查询贷款信息,2025搜索,78,78,流量最高,贷款计算器,7336.0
8,查询贷款信息,2025搜索,78,78,流量最高,房贷计算器2025贷款计算器,5080.0
8,查询贷款信息,2025搜索,78,78,随机,助学贷款怎么申请,424.0
8,查询贷款信息,2025搜索,78,78,随机,贷款软件哪个容易通过,211.0
8,查询贷款信息,2025搜索,78,78,随机,助学贷款申请时间,168.0
47,查询办理信用卡业务,2025搜索,75,73,流量最高,中信银行信用卡中心电话,13472.0
47,查询办理信用卡业务,2025搜索,75,73,流量最高,国家企业信息信用信息系统,11004.0
47,查询办理信用卡业务,2025搜索,75,73,流量最高,招商银行信用卡电话,6801.0
47,查询办理信用卡业务,2025搜索,75,73,随机,平安银行信用卡人工电话,653.0
47,查询办理信用卡业务,2025搜索,75,73,随机,兴业银行信用卡电话,5292.0
47,查询办理信用卡业务,2025搜索,75,73,随机,北京银行信用卡电话,205.0
21,保险公司电话查询,2025搜索,82,78,流量最高,平安保险车险电话,12864.0
21,保险公司电话查询,2025搜索,82,78,流量最高,人保保险车险电话,10744.0
21,保险公司电话查询,2025搜索,82,78,流量最高,太平洋保险,5754.0
21,保险公司电话查询,2025搜索,82,78,随机,人保车险电话,665.0
21,保险公司电话查询,2025搜索,82,78,随机,平安保险电话多少?,238.0
21,保险公司电话查询,2025搜索,82,78,随机,渤海保险车险电话,191.0
34,查询美元兑日元汇率,2025搜索,60,60,流量最高,美元,12744.0
34,查询美元兑日元汇率,2025搜索,60,60,流量最高,日元,9337.0
34,查询美元兑日元汇率,2025搜索,60,60,流量最高,欧元,7581.0
34,查询美元兑日元汇率,2025搜索,60,60,随机,日元兑换美元,280.0
34,查询美元兑日元汇率,2025搜索,60,60,随机,新加坡元,250.0
34,查询美元兑日元汇率,2025搜索,60,60,随机,欧元美元,270.0
55,银行客服电话查询,2025搜索,247,237,流量最高,农业银行客服电话,11988.0
55,银行客服电话查询,2025搜索,247,237,流量最高,建行客服电话,11196.0
55,银行客服电话查询,2025搜索,247,237,流量最高,建设银行客服24小时人工服务电话,11003.0
55,银行客服电话查询,2025搜索,247,237,随机,建设银行信用卡客服电话,302.0
55,银行客服电话查询,2025搜索,247,237,随机,招商银行客服24小时人工服务电话,516.0
55,银行客服电话查询,2025搜索,247,237,随机,农行客服电话24小时人工,511.0
53,中国银行服务信息查询,2025搜索,49,49,流量最高,中国银行,10162.0
53,中国银行服务信息查询,2025搜索,49,49,流量最高,中国银行外汇牌价,5078.0
53,中国银行服务信息查询,2025搜索,49,49,流量最高,中国银行股票,4550.0
53,中国银行服务信息查询,2025搜索,49,49,随机,国债,449.0
53,中国银行服务信息查询,2025搜索,49,49,随机,中国四大行指的是哪四大行,256.0
53,中国银行服务信息查询,2025搜索,49,49,随机,中国银行网点查询,433.0
44,支付宝相关操作查询,2025搜索,73,72,流量最高,支付宝,9838.0
44,支付宝相关操作查询,2025搜索,73,72,流量最高,支付宝下载安装,6787.0
44,支付宝相关操作查询,2025搜索,73,72,流量最高,支付宝客服人工电话,3786.0
44,支付宝相关操作查询,2025搜索,73,72,随机,下载支付宝,430.0
44,支付宝相关操作查询,2025搜索,73,72,随机,支付宝自动续费怎么关闭,948.0
44,支付宝相关操作查询,2025搜索,73,72,随机,购宝钱包,190.0
32,证券股票信息查询,2025搜索,105,105,流量最高,天风证券,9027.0
32,证券股票信息查询,2025搜索,105,105,流量最高,中信证券,6323.0
32,证券股票信息查询,2025搜索,105,105,流量最高,天风证券股票,5804.0
32,证券股票信息查询,2025搜索,105,105,随机,西南证券,759.0
32,证券股票信息查询,2025搜索,105,105,随机,中泰证券,467.0
32,证券股票信息查询,2025搜索,105,105,随机,东北证券股票,216.0
60,市场价格行情查询,2025搜索,135,132,流量最高,白银价格,8965.0
60,市场价格行情查询,2025搜索,135,132,流量最高,比特币价格,7354.0
60,市场价格行情查询,2025搜索,135,132,流量最高,金价格今日最新,7200.0
60,市场价格行情查询,2025搜索,135,132,随机,最新国际油价,366.0
60,市场价格行情查询,2025搜索,135,132,随机,狗狗币今日最新价格,301.0
60,市场价格行情查询,2025搜索,135,132,随机,钯金价格,391.0
54,建设银行网点与服务查询,2025搜索,27,27,流量最高,建设银行,8655.0
