key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手随机1k,显著低于其余全部,41,987,4.154,21.655,-0.354,7
QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,显著高于其余全部,454,1000,45.4,20.699,3.277,7
FX_CONVERT__1,FX_CONVERT__1,助手随机1k,显著低于其余全部,9,987,0.912,4.401,-0.335,7
OTHER_INTENT__2,OTHER_INTENT__2,助手头部1k,显著高于其余全部,33,950,3.474,0.535,1.063,7
FX_CONVERT__2,FX_CONVERT__2,助手语音1k,显著高于其余全部,86,1000,8.6,2.879,3.179,7
CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,显著高于其余全部,83,987,8.409,2.901,1.076,7
RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,助手语音头部1k,显著高于其余全部,33,1000,3.3,1.041,0.095,7
QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,助手随机1k,显著低于其余全部,3,987,0.304,6.291,-0.163,7
PAGE_NAV__2,PAGE_NAV__2,2026搜索,显著高于其余全部,1411,9999,14.111,4.117,2.466,7
OTHER_INTENT__4,OTHER_INTENT__4,助手随机1k,显著高于其余全部,50,987,5.066,0.962,1.798,7
INVEST_ADVICE__2,INVEST_ADVICE__2,助手随机1k,显著高于其余全部,86,987,8.713,0.817,3.79,7
CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索随机1w,显著高于其余全部,716,10000,7.16,1.98,0.975,7
INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,显著高于其余全部,57,987,5.775,0.624,2.317,7
NEWS_EVENT__4,NEWS_EVENT__4,助手随机1k,显著高于其余全部,14,987,1.418,0.151,0.127,7
VERDICT_QUESTION__2,VERDICT_QUESTION__2,2025搜索随机1w,显著高于其余全部,783,10000,7.83,2.172,1.363,7
NEWS_EVENT__1,NEWS_EVENT__1,2025搜索,显著低于其余全部,9,9998,0.09,1.179,-0.063,7
MARKET_MOVEMENT_EXPLAIN__1,MARKET_MOVEMENT_EXPLAIN__1,助手随机1k,显著高于其余全部,27,987,2.736,0.414,0.668,7
TXN_ISSUE__3,TXN_ISSUE__3,助手头部1k,显著高于其余全部,30,950,3.158,0.814,0.2,7
NEWS_EVENT__5,NEWS_EVENT__5,助手随机1k,显著高于其余全部,26,987,2.634,0.426,0.22,7
