外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
查询金价,2025搜索,2025搜索随机1w,150,38,0.2821,0.1533,True,查询可报价品种实时行情与价格,92.67,查询可报价品种实时行情与价格,65.79,True
查询金价,2025搜索,2026搜索,150,148,0.0599,0.0467,True,查询可报价品种实时行情与价格,92.67,查询可报价品种实时行情与价格,98.65,True
查询金价,2025搜索,2026搜索随机1w,150,45,0.2022,0.1268,True,查询可报价品种实时行情与价格,92.67,查询可报价品种实时行情与价格,75.56,True
查询金价,2025搜索,助手头部1k,150,34,0.3518,0.1353,True,查询可报价品种实时行情与价格,92.67,查询可报价品种实时行情与价格,58.82,True
查询金价,2025搜索随机1w,2026搜索,38,148,0.3353,0.1113,True,查询可报价品种实时行情与价格,65.79,查询可报价品种实时行情与价格,98.65,True
查询金价,2025搜索随机1w,2026搜索随机1w,38,45,0.2491,0.2491,False,查询可报价品种实时行情与价格,65.79,查询可报价品种实时行情与价格,75.56,True
查询金价,2025搜索随机1w,助手头部1k,38,34,0.2678,0.2833,False,查询可报价品种实时行情与价格,65.79,查询可报价品种实时行情与价格,58.82,True
查询金价,2026搜索,2026搜索随机1w,148,45,0.2377,0.0977,True,查询可报价品种实时行情与价格,98.65,查询可报价品种实时行情与价格,75.56,True
查询金价,2026搜索,助手头部1k,148,34,0.405,0.1081,True,查询可报价品种实时行情与价格,98.65,查询可报价品种实时行情与价格,58.82,True
查询金价,2026搜索随机1w,助手头部1k,45,34,0.2562,0.2636,False,查询可报价品种实时行情与价格,75.56,查询可报价品种实时行情与价格,58.82,True
股指行情查询,2025搜索,2025搜索随机1w,152,56,0.3562,0.1645,True,查询可报价品种实时行情与价格,88.82,查询可报价品种实时行情与价格,57.14,True
股指行情查询,2025搜索,2026搜索,152,194,0.0297,0.0778,False,查询可报价品种实时行情与价格,88.82,查询可报价品种实时行情与价格,90.21,True
股指行情查询,2025搜索,2026搜索随机1w,152,78,0.3763,0.1572,True,查询可报价品种实时行情与价格,88.82,查询可报价品种实时行情与价格,55.13,True
股指行情查询,2025搜索,助手头部1k,152,37,0.0848,0.1366,False,查询可报价品种实时行情与价格,88.82,查询可报价品种实时行情与价格,94.59,True
股指行情查询,2025搜索,助手语音头部1k,152,35,0.0419,0.1382,False,查询可报价品种实时行情与价格,88.82,查询可报价品种实时行情与价格,88.57,True
股指行情查询,2025搜索随机1w,2026搜索,56,194,0.3513,0.1445,True,查询可报价品种实时行情与价格,57.14,查询可报价品种实时行情与价格,90.21,True
股指行情查询,2025搜索随机1w,2026搜索随机1w,56,78,0.1039,0.2338,False,查询可报价品种实时行情与价格,57.14,查询可报价品种实时行情与价格,55.13,True
股指行情查询,2025搜索随机1w,助手头部1k,56,37,0.3745,0.2497,True,查询可报价品种实时行情与价格,57.14,查询可报价品种实时行情与价格,94.59,True
股指行情查询,2025搜索随机1w,助手语音头部1k,56,35,0.3714,0.2646,True,查询可报价品种实时行情与价格,57.14,查询可报价品种实时行情与价格,88.57,True
股指行情查询,2026搜索,2026搜索随机1w,194,78,0.3766,0.1455,True,查询可报价品种实时行情与价格,90.21,查询可报价品种实时行情与价格,55.13,True
股指行情查询,2026搜索,助手头部1k,194,37,0.0709,0.1084,False,查询可报价品种实时行情与价格,90.21,查询可报价品种实时行情与价格,94.59,True
