key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
5,查询市场行情与证券股票信息,助手随机1k,显著低于其余全部,9,987,0.912,3.693,-0.433,7
6,货币兑换汇率与金额换算查询,助手随机1k,显著低于其余全部,20,987,2.026,6.317,-1.658,7
65,股票行情与选股建议查询,助手随机1k,显著高于其余全部,207,987,20.973,4.734,9.671,7
11,银行服务信息查询,2025搜索随机1w,显著高于其余全部,1053,10000,10.53,5.705,0.375,7
11,银行服务信息查询,2026搜索,显著低于其余全部,270,9999,2.7,8.012,-1.651,7
42,人民币及货币信息查询,助手语音1k,显著高于其余全部,21,1000,2.1,0.941,0.172,7
56,查询贷款信息,2025搜索随机1w,显著高于其余全部,416,10000,4.16,1.264,0.988,7
56,查询贷款信息,2026搜索,显著低于其余全部,29,9999,0.29,2.405,-0.096,7
71,支付宝账户操作查询,2026搜索,显著低于其余全部,35,9999,0.35,2.189,-0.033,7
37,农业银行及农村信用社服务信息查询,2026搜索,显著低于其余全部,21,9999,0.21,1.801,-0.135,7
69,科技类股票信息查询,2025搜索随机1w,显著低于其余全部,31,10000,0.31,2.004,-0.007,7
49,查询科技股与科创板信息,助手随机1k,显著高于其余全部,30,987,3.04,0.903,0.355,7
9,查询股份股票及股吧信息,2026搜索,显著高于其余全部,319,9999,3.19,0.872,0.072,7
53,金融行情数据查询,助手随机1k,显著高于其余全部,56,987,5.674,0.99,0.663,7
3,证券股吧查询,2026搜索,显著高于其余全部,1083,9999,10.831,2.935,1.817,7
1,查询金融术语含义,助手语音头部1k,显著低于其余全部,1,1000,0.1,1.908,-0.085,7
52,查询金融业务数值与代码,助手随机1k,显著高于其余全部,29,987,2.938,0.622,0.133,7
66,基金净值查询,2026搜索随机1w,显著高于其余全部,291,10000,2.91,0.846,0.744,7
