event_day,query_1st_category,original_query,wise_pv,_snapshot,_row_in_snapshot
20250701,金融,今日金价,500270,20250701,0
20250701,金融,上证指数,253573,20250701,1
20250701,金融,黄金价格,204039,20250701,2
20250701,金融,金价,141405,20250701,3
20250701,金融,东方财富网,103326,20250701,4
20250701,金融,国际金价,84051,20250701,5
20250701,金融,股市行情,63395,20250701,6
20250701,金融,美元兑人民币汇率,51699,20250701,7
20250701,金融,日元对人民币汇率,49438,20250701,8
20250701,金融,今日股市行情,39506,20250701,9
20250701,金融,新浪财经,38637,20250701,10
20250701,金融,英伟达股票,35316,20250701,11
20250701,金融,特斯拉股票,34497,20250701,12
20250701,金融,大盘指数,34342,20250701,13
20250701,金融,蚂蚁庄园今日答案,32445,20250701,14
20250701,金融,美元兑换人民币汇率,32207,20250701,15
20250701,金融,美元汇率,30535,20250701,16
20250701,金融,汇率,28408,20250701,17
20250701,金融,美股,27588,20250701,18
20250701,金融,欧元人民币汇率,27251,20250701,19
20250701,金融,人民币美元汇率,26693,20250701,20
20250701,金融,今日股市,24767,20250701,21
20250701,金融,港币对人民币汇率,24485,20250701,22
20250701,金融,东方财富网首页,23511,20250701,23
20250701,金融,纳斯达克指数,23095,20250701,24
20250701,金融,深证指数,22551,20250701,25
20250701,金融,汇率换算,20513,20250701,26
20250701,金融,东方财富,20484,20250701,27
20250701,金融,今日黄金价格,19713,20250701,28
20250701,金融,a股,19391,20250701,29
20250701,金融,日元汇率,18801,20250701,30
20250701,金融,小米股票,18674,20250701,31
20250701,金融,美元指数,17939,20250701,32
20250701,金融,工商银行客户电话,17868,20250701,33
20250701,金融,道琼斯指数,17340,20250701,34
20250701,金融,美金兑换人民币汇率,17118,20250701,35
20250701,金融,创业板指,16815,20250701,36
20250701,金融,股票,16048,20250701,37
20250701,金融,股票行情,15639,20250701,38
20250701,金融,6000泰铢是多少人民币,15632,20250701,39
20250701,金融,美元兑换人民币,15437,20250701,40
20250701,金融,茅台股票,15237,20250701,41
20250701,金融,比特币,14860,20250701,42
20250701,金融,房贷计算器,13927,20250701,43
20250701,金融,美股行情,13796,20250701,44
20250701,金融,澳元兑换人民币汇率,13548,20250701,45
20250701,金融,英镑兑换人民币汇率,13472,20250701,46
20250701,金融,中信银行信用卡中心电话,13472,20250701,47
20250701,金融,长城军工股票,13391,20250701,48
20250701,金融,港股今日休市吗,13060,20250701,49
20250701,金融,欧元汇率,13033,20250701,50
20250701,金融,平安保险车险电话,12864,20250701,51
20250701,金融,美元,12744,20250701,52
20250701,金融,农业银行客服电话,11988,20250701,53
20250701,金融,长江有色金属网,11988,20250701,54
20250701,金融,纳斯达克,11555,20250701,55
20250701,金融,伦敦金,11340,20250701,56
