key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
WATCH_DIRECT,直接在线播放,12116,39997,30.292,690,3936,17.53,-12.762,-14.003,-11.463,True,两界面都有,,,,5.39
BARE_TITLE_LOOKUP,裸片名导航,12591,39997,31.48,1167,3936,29.649,-1.83,-3.309,-0.315,True,两界面都有,,,,8.48
SITE_NAVIGATION,站点与聚合站导航,1300,39997,3.25,75,3936,1.905,-1.345,-1.767,-0.839,True,两界面都有,,,,5.45
PLATFORM_HELP,平台功能与规则求助,1301,39997,3.253,87,3936,2.21,-1.042,-1.494,-0.507,True,两界面都有,,,,6.27
ADULT_RESTRICTED_CONTENT_ACCESS,成人或限制级内容获取,458,39997,1.145,26,3936,0.661,-0.485,-0.721,-0.163,True,两界面都有,,,,5.37
SCENE_LOCATE,场景集数定位,338,39997,0.845,23,3936,0.584,-0.261,-0.477,0.042,False,两界面都有,,,,6.37
LIVE_TV_SPORTS,直播频道与赛事节目表,850,39997,2.125,78,3936,1.982,-0.143,-0.561,0.36,False,两界面都有,,,,8.41
CAST_LOOKUP,演员及人剧关系查询,1539,39997,3.848,156,3936,3.963,0.116,-0.482,0.797,False,两界面都有,,,,9.2
WHERE_TO_WATCH,正版渠道与档期查询,244,39997,0.61,29,3936,0.737,0.127,-0.111,0.454,False,两界面都有,,,,10.62
SCENE_CLIP_WATCH,名场面片段播放,142,39997,0.355,23,3936,0.584,0.229,0.025,0.525,True,两界面都有,,,,13.94
TITLE_IDENTIFICATION,片名识别,602,39997,1.505,95,3936,2.414,0.909,0.456,1.449,True,两界面都有,,,,13.63
RECOMMENDATION,推荐同类片单,809,39997,2.023,116,3936,2.947,0.925,0.42,1.516,True,两界面都有,,,,12.54
FACT_VERIFICATION,是非与同一性裁决,286,39997,0.715,71,3936,1.804,1.089,0.707,1.561,True,两界面都有,,,,19.89
WORK_FACT_QA,作品点状事实问答,1400,39997,3.5,236,3936,5.996,2.496,1.772,3.301,True,两界面都有,,,,14.43
NON_DRAMA_VIDEO,非影视剧视频获取,3085,39997,7.713,416,3936,10.569,2.856,1.896,3.888,True,两界面都有,,,,11.88
PLOT_INFO_QA,剧情与结局问答,1189,39997,2.973,252,3936,6.402,3.43,2.687,4.254,True,两界面都有,,,,17.49
OTHER,其他意图,1747,39997,4.368,396,3936,10.061,5.693,4.769,6.692,True,两界面都有,,,,18.48
