key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,流量最高,以法之名,365053.0
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,流量最高,逆爱,303652.0
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,流量最高,书卷一梦,109233.0
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,随机,偶像梦幻祭,488.0
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,随机,后浪,847.0
BARE_TITLE_LOOKUP,裸片名导航,2025搜索,3851,3709,随机,你好星期六2025,1393.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,流量最高,以法之名张译电视剧在线观看免费高清,358177.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,流量最高,书卷一梦电视剧免费观看完整版,288415.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,流量最高,桃花映江山电视剧免费观看,172507.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,随机,相逢时节电视剧免费观看,390.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,随机,亚洲电影免费观看高清完整版在线观看熊出没重返地球,667.0
WATCH_DIRECT,直接在线播放,2025搜索,3968,3509,随机,女特警在线观看电视剧完整版免费,797.0
OTHER,其他意图,2025搜索,346,315,流量最高,抖音,78641.0
OTHER,其他意图,2025搜索,346,315,流量最高,电影,35532.0
OTHER,其他意图,2025搜索,346,315,流量最高,youtube,19115.0
OTHER,其他意图,2025搜索,346,315,随机,手机在线电影,383.0
OTHER,其他意图,2025搜索,346,315,随机,只能触碰一秒动漫下一部接档,618.0
OTHER,其他意图,2025搜索,346,315,随机,一号视频,700.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,流量最高,cctv5在线直播,36814.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,流量最高,cctv5节目表,26960.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,流量最高,cctv5,13206.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,随机,cctv13,1053.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,随机,央视五套cctv5直播,554.0
LIVE_TV_SPORTS,直播频道与赛事节目表,2025搜索,167,167,随机,央视13套在线直播,474.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,流量最高,哔哩哔哩,36452.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,流量最高,bilibili,21132.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,流量最高,腾讯视频,9021.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,随机,直接看9.1电影,563.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,随机,星星视频,1061.0
SITE_NAVIGATION,站点与聚合站导航,2025搜索,437,220,随机,圆桌动漫,800.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,流量最高,以法之名演员表名单和角色介绍,26373.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,流量最高,以法之名演员表,7961.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,流量最高,智取威虎山演员表,7577.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,随机,亲爱的仇敌演员表,6412.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,随机,范冰冰苹果,772.0
CAST_LOOKUP,演员及人剧关系查询,2025搜索,254,249,随机,挡不住的风情翁虹和任达华主演电影,364.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,流量最高,人人视频,24531.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,流量最高,八段锦视频完整版,8636.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,流量最高,美女跳舞抖动球球,8162.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,随机,大雷女抖动跳舞,491.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,随机,男生女生一起努力生产豆浆,858.0
NON_DRAMA_VIDEO,非影视剧视频获取,2025搜索,258,217,随机,泳装大雷抖动舞蹈视频,670.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,流量最高,韩国电影,22650.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,流量最高,日本电影免费观看电影大全,14840.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,流量最高,最新电影,5478.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,随机,日本动漫,2985.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,随机,好看电视剧推荐,410.0
RECOMMENDATION,推荐同类片单,2025搜索,179,150,随机,欧美适合二人看的电视剧,1080.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,流量最高,以法之名剧情介绍第四十二集,13369.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,流量最高,以法为名剧情分集介绍,12082.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,流量最高,以法之名剧情介绍,5688.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,随机,依法之名剧情简介,527.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,随机,章鱼噼的原罪动画,414.0
PLOT_INFO_QA,剧情与结局问答,2025搜索,127,125,随机,蛮好的人生剧情介绍,463.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,流量最高,抖音网页版入口,12395.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,流量最高,抖音网页版,9181.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,流量最高,抖音极速版,7724.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,随机,抖音极速版下载,509.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,随机,"抖音月付是怎么回事,为什么每个月都要扣钱",479.0
PLATFORM_HELP,平台功能与规则求助,2025搜索,135,120,随机,爱奇艺app免费下载安装,559.0
WORK_FACT_QA,作品点状事实问答,2025搜索,98,97,流量最高,川剧变脸的手法,12232.0
WORK_FACT_QA,作品点状事实问答,2025搜索,98,97,流量最高,名侦探柯南独眼的残像,7369.0
WORK_FACT_QA,作品点状事实问答,2025搜索,98,97,流量最高,以法之名多少集,5590.0
WORK_FACT_QA,作品点状事实问答,2025搜索,98,97,随机,藏海传百度百科,1004.0
