层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,WATCH_DIRECT,3968,39.6879375875175,46.150434650993574
自上而下 L1 意图,2025搜索,2,BARE_TITLE_LOOKUP,3851,38.51770354070814,35.886714164923625
自上而下 L1 意图,2025搜索,3,SITE_NAVIGATION,437,4.370874174834967,3.6908589258002333
自上而下 L1 意图,2025搜索,4,OTHER,346,3.4606921384276856,3.646096043250524
自上而下 L1 意图,2025搜索,5,NON_DRAMA_VIDEO,258,2.5805161032206443,1.7748507245398948
自上而下 L1 意图,2025搜索,6,CAST_LOOKUP,254,2.540508101620324,1.6970384405204995
自上而下 L1 意图,2025搜索,7,RECOMMENDATION,179,1.7903580716143228,1.4132950137771692
自上而下 L1 意图,2025搜索,8,LIVE_TV_SPORTS,167,1.6703340668133626,1.668432502812877
自上而下 L1 意图,2025搜索,9,PLATFORM_HELP,135,1.3502700540108021,1.1198622830164249
自上而下 L1 意图,2025搜索,10,PLOT_INFO_QA,127,1.270254050810162,0.9035975036365284
自上而下 L1 意图,2025搜索随机1w,1,BARE_TITLE_LOOKUP,2285,22.85,22.509864143837152
自上而下 L1 意图,2025搜索随机1w,2,WATCH_DIRECT,2064,20.64,48.61229431018249
自上而下 L1 意图,2025搜索随机1w,3,NON_DRAMA_VIDEO,1286,12.86,12.784154598036139
自上而下 L1 意图,2025搜索随机1w,4,WORK_FACT_QA,636,6.36,2.1953324664843294
自上而下 L1 意图,2025搜索随机1w,5,PLATFORM_HELP,630,6.3,1.5261399811684526
自上而下 L1 意图,2025搜索随机1w,6,CAST_LOOKUP,565,5.65,2.02383087477021
自上而下 L1 意图,2025搜索随机1w,7,PLOT_INFO_QA,556,5.56,1.7604133973008116
自上而下 L1 意图,2025搜索随机1w,8,OTHER,542,5.42,2.489014930726808
自上而下 L1 意图,2025搜索随机1w,9,TITLE_IDENTIFICATION,314,3.14,0.37831233466349823
自上而下 L1 意图,2025搜索随机1w,10,SITE_NAVIGATION,226,2.26,2.0299959646684305
自上而下 L1 意图,2026搜索,1,BARE_TITLE_LOOKUP,4039,40.3940394039404,35.46492177388542
自上而下 L1 意图,2026搜索,2,WATCH_DIRECT,3751,37.51375137513752,35.763455271785986
自上而下 L1 意图,2026搜索,3,SITE_NAVIGATION,402,4.02040204020402,4.199257046951672
自上而下 L1 意图,2026搜索,4,LIVE_TV_SPORTS,396,3.9603960396039604,12.625480849054904
自上而下 L1 意图,2026搜索,5,OTHER,336,3.3603360336033603,3.8371664562899954
自上而下 L1 意图,2026搜索,6,CAST_LOOKUP,211,2.1102110211021103,1.3413403161051176
自上而下 L1 意图,2026搜索,7,NON_DRAMA_VIDEO,196,1.96019601960196,1.3831329253826288
自上而下 L1 意图,2026搜索,8,RECOMMENDATION,191,1.9101910191019102,1.7481121110948858
自上而下 L1 意图,2026搜索,9,ADULT_RESTRICTED_CONTENT_ACCESS,120,1.2001200120012,0.9348165722138762
自上而下 L1 意图,2026搜索,10,PLATFORM_HELP,94,0.9400940094009401,0.7879223119962713
自上而下 L1 意图,2026搜索随机1w,1,BARE_TITLE_LOOKUP,2416,24.16,20.614739526500987
自上而下 L1 意图,2026搜索随机1w,2,WATCH_DIRECT,2333,23.33,59.6495960178022
自上而下 L1 意图,2026搜索随机1w,3,NON_DRAMA_VIDEO,1345,13.45,3.7541532312445605
自上而下 L1 意图,2026搜索随机1w,4,WORK_FACT_QA,583,5.83,1.4614469796353742
自上而下 L1 意图,2026搜索随机1w,5,OTHER,523,5.23,1.8807547539938458
自上而下 L1 意图,2026搜索随机1w,6,CAST_LOOKUP,509,5.09,2.6433554430317674
自上而下 L1 意图,2026搜索随机1w,7,PLATFORM_HELP,442,4.42,0.9403773769969228
自上而下 L1 意图,2026搜索随机1w,8,PLOT_INFO_QA,412,4.12,1.3523288746122633
自上而下 L1 意图,2026搜索随机1w,9,TITLE_IDENTIFICATION,244,2.44,1.050721528143889
自上而下 L1 意图,2026搜索随机1w,10,RECOMMENDATION,243,2.43,2.062209580324412
自上而下 L1 意图,助手头部1k,1,BARE_TITLE_LOOKUP,303,31.727748691099478,31.3696168952607
自上而下 L1 意图,助手头部1k,2,WATCH_DIRECT,170,17.801047120418847,16.44370634637783
自上而下 L1 意图,助手头部1k,3,OTHER,117,12.25130890052356,14.73411935878547
自上而下 L1 意图,助手头部1k,4,NON_DRAMA_VIDEO,80,8.37696335078534,6.825120971742029
自上而下 L1 意图,助手头部1k,5,PLOT_INFO_QA,74,7.7486910994764395,6.417289130730313
自上而下 L1 意图,助手头部1k,6,CAST_LOOKUP,57,5.968586387434555,6.831734461055734
