key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
WATCH_DIRECT__1,WATCH_DIRECT__1,3538,39997,8.846,164,3936,4.167,-4.679,-5.325,-3.955,True,两界面都有,,,,4.43
WATCH_DIRECT__3,WATCH_DIRECT__3,5107,39997,12.768,334,3936,8.486,-4.283,-5.177,-3.315,True,两界面都有,,,,6.14
WATCH_DIRECT__2,WATCH_DIRECT__2,3471,39997,8.678,192,3936,4.878,-3.8,-4.49,-3.032,True,两界面都有,,,,5.24
BARE_TITLE_LOOKUP__2,BARE_TITLE_LOOKUP__2,1763,39997,4.408,133,3936,3.379,-1.029,-1.588,-0.386,True,两界面都有,,,,7.01
BARE_TITLE_LOOKUP__1,BARE_TITLE_LOOKUP__1,3677,39997,9.193,326,3936,8.283,-0.911,-1.78,0.034,False,两界面都有,,,,8.14
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,3261,39997,8.153,289,3936,7.342,-0.811,-1.631,0.086,False,两界面都有,,,,8.14
SITE_NAVIGATION__1,SITE_NAVIGATION__1,562,39997,1.405,26,3936,0.661,-0.745,-0.986,-0.419,True,两界面都有,,,,4.42
BARE_TITLE_LOOKUP__5,BARE_TITLE_LOOKUP__5,1085,39997,2.713,84,3936,2.134,-0.579,-1.017,-0.055,True,两界面都有,,,,7.19
PLATFORM_HELP__2,PLATFORM_HELP__2,536,39997,1.34,30,3936,0.762,-0.578,-0.834,-0.237,True,两界面都有,,,,5.3
PLATFORM_HELP__1,PLATFORM_HELP__1,765,39997,1.913,57,3936,1.448,-0.464,-0.821,-0.022,True,两界面都有,,,,6.93
SITE_NAVIGATION__2,SITE_NAVIGATION__2,557,39997,1.393,40,3936,1.016,-0.376,-0.671,0.005,False,两界面都有,,,,6.7
CAST_LOOKUP__1,CAST_LOOKUP__1,230,39997,0.575,12,3936,0.305,-0.27,-0.423,-0.032,True,两界面都有,,,,4.96
SITE_NAVIGATION__3,SITE_NAVIGATION__3,181,39997,0.453,9,3936,0.229,-0.224,-0.353,-0.01,True,两界面都有,,,,4.74
