key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,助手随机1k,显著低于其余全部,23,982,2.342,8.212,-0.644,7
WATCH_DIRECT__3,WATCH_DIRECT__3,2025搜索,显著高于其余全部,2020,9998,20.204,10.081,1.537,7
BARE_TITLE_LOOKUP__3,BARE_TITLE_LOOKUP__3,助手语音头部1k,显著高于其余全部,141,999,14.114,6.985,0.505,7
OTHER__3,OTHER__3,助手头部1k,显著高于其余全部,45,955,4.712,1.205,0.96,7
CAST_LOOKUP__2,CAST_LOOKUP__2,助手头部1k,显著高于其余全部,34,955,3.56,1.424,0.441,7
NON_DRAMA_VIDEO__1,NON_DRAMA_VIDEO__1,2026搜索,显著低于其余全部,186,9999,1.86,8.578,-0.121,7
PLOT_INFO_QA__4,PLOT_INFO_QA__4,助手头部1k,显著高于其余全部,31,955,3.246,0.887,0.874,7
PLATFORM_HELP__1,PLATFORM_HELP__1,2025搜索随机1w,显著高于其余全部,384,10000,3.84,1.291,0.357,7
NON_DRAMA_VIDEO__2,NON_DRAMA_VIDEO__2,助手语音随机1k,显著高于其余全部,30,1000,3.0,0.871,0.379,7
OTHER__4,OTHER__4,助手随机1k,显著高于其余全部,96,982,9.776,1.597,4.027,7
WORK_FACT_QA__2,WORK_FACT_QA__2,助手随机1k,显著高于其余全部,62,982,6.314,1.248,1.691,7
PLATFORM_HELP__2,PLATFORM_HELP__2,2025搜索随机1w,显著高于其余全部,246,10000,2.46,0.943,0.165,7
FACT_VERIFICATION__2,FACT_VERIFICATION__2,助手随机1k,显著高于其余全部,19,982,1.935,0.361,0.487,7
PLOT_INFO_QA__1,PLOT_INFO_QA__1,助手随机1k,显著高于其余全部,53,982,5.397,0.41,2.323,7
LIVE_TV_SPORTS__1,LIVE_TV_SPORTS__1,助手头部1k,显著低于其余全部,1,955,0.105,1.126,-0.175,7
CAST_LOOKUP__3,CAST_LOOKUP__3,助手语音头部1k,显著低于其余全部,0,999,0.0,0.813,-0.146,7
PLOT_INFO_QA__3,PLOT_INFO_QA__3,助手随机1k,显著高于其余全部,16,982,1.629,0.338,0.217,7
PLOT_INFO_QA__2,PLOT_INFO_QA__2,助手随机1k,显著高于其余全部,33,982,3.36,0.405,1.471,7
FACT_VERIFICATION__1,FACT_VERIFICATION__1,助手随机1k,显著高于其余全部,34,982,3.462,0.147,2.155,7
