层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L1 意图,2025搜索,9998,17,3968,39.6879375875175,46.150434650993574,8256,82.57651530306062,85.72800774171745,8860,88.61772354470894,91.14895450950787,9722,97.23944788957792,97.95118025327135,410.92762915704077,2.219014742452342,7,276,2.7605521104220827,2.048819746728654,127,1,1,False,97.95118025327135,97.95118025327135,0.0
自上而下 L1 意图,2025搜索随机1w,10000,17,2285,22.85,22.509864143837152,5635,56.35,83.90631305205578,6901,69.01,87.62778549970855,9104,91.04,96.30935300183835,26.791924985769846,13.873133659148989,7,896,8.959999999999994,3.690646998161654,226,1,1,False,96.30935300183835,96.30935300183835,0.0
自上而下 L1 意图,2026搜索,9999,17,4039,40.3940394039404,35.46492177388542,8192,81.92819281928193,75.42763409262308,8924,89.24892489248924,91.89028139796797,9736,97.36973697369737,98.08560563476074,630.3522447089841,2.6306939229481276,7,263,2.6302630263026288,1.9143943652392608,94,2,1,True,97.85050120324786,98.08560563476074,0.2351044315128803
自上而下 L1 意图,2026搜索随机1w,10000,17,2416,24.16,20.614739526500987,6094,60.94,84.01848877554775,7200,72.0,87.36069050917696,9050,90.5,95.40968331228623,9.757506936060071,28.391550090114393,7,950,9.5,4.590316687713766,243,1,1,False,95.40968331228623,95.40968331228623,0.0
自上而下 L1 意图,助手头部1k,955,17,303,31.727748691099478,31.3696168952607,590,61.78010471204188,62.547442600424006,744,77.90575916230367,75.78985270289634,911,95.39267015706807,96.73293627903047,296.96076285920816,2.883481340774734,7,44,4.607329842931932,3.2670637209695315,15,1,1,False,96.73293627903047,96.73293627903047,0.0
自上而下 L1 意图,助手随机1k,982,17,145,14.765784114052954,18.890675241157552,403,41.038696537678206,43.64951768488745,649,66.08961303462321,68.08681672025722,905,92.15885947046843,93.08681672025722,177.38835396607058,6.511254019292605,7,77,7.841140529531572,6.913183279742782,29,1,1,False,93.08681672025722,93.08681672025722,0.0
自上而下 L1 意图,助手语音头部1k,999,15,459,45.945945945945944,39.151483144089426,789,78.97897897897897,74.19593345656192,885,88.58858858858859,86.8427075081419,977,97.7977977977978,98.55646509990318,311.7416327364612,2.0209488601355514,5,22,2.2022022022022014,1.4435349000968216,10,1,1,False,98.55646509990318,98.55646509990318,0.0
自上而下 L1 意图,助手语音随机1k,1000,17,280,28.0,31.433823529411764,605,60.5,71.44607843137254,752,75.2,82.96568627450978,932,93.2,94.9142156862745,80.2139501264908,9.497549019607842,7,68,6.799999999999997,5.085784313725497,20,1,1,False,94.9142156862745,94.9142156862745,0.0
自上而下 L2 子意图,2025搜索,9998,51,2020,20.204040808161633,29.709077735085664,4392,43.92878575715143,53.72686253163154,6447,64.48289657931586,70.01647911116133,8277,82.78655731146229,85.77874589769817,410.92762915704077,2.219014742452342,41,1721,17.21344268853771,14.221254102301828,182,1,1,False,85.77874589769817,85.77874589769817,0.0
自上而下 L2 子意图,2025搜索随机1w,10000,54,1117,11.17,12.48935120835762,2710,27.1,32.49618885351747,3998,39.98,64.9548267049276,5893,58.93,83.39180827691342,26.791924985769846,13.873133659148989,44,4107,41.07,16.608191723086577,308,1,1,False,83.39180827691342,83.39180827691342,0.0
自上而下 L2 子意图,2026搜索,9999,54,1758,17.581758175817583,20.963886560631494,3855,38.553855385538554,40.2708878028874,5834,58.34583458345835,55.556284594626504,8218,82.18821882188219,83.90092359025961,630.3522447089841,2.6306939229481276,44,1781,17.811781178117812,16.09907640974039,186,1,1,False,83.90092359025961,83.90092359025961,0.0
自上而下 L2 子意图,2026搜索随机1w,10000,54,1187,11.87,3.3691747483540326,2918,29.18,16.863038387504137,4332,43.32,67.38349496708065,6203,62.03,84.18032686389661,9.757506936060071,28.391550090114393,44,3797,37.97,15.81967313610339,267,1,1,False,84.18032686389661,84.18032686389661,0.0
自上而下 L2 子意图,助手头部1k,955,48,105,10.99476439790576,11.51996355232556,278,29.10994764397906,27.532690845093708,402,42.09424083769633,42.46337780292537,603,63.1413612565445,63.63058518357943,296.96076285920816,2.883481340774734,38,352,36.8586387434555,36.36941481642057,33,2,1,True,62.86746199999264,63.63058518357943,0.7631231835867851
自上而下 L2 子意图,助手随机1k,982,50,117,11.914460285132384,11.173633440514468,275,28.0040733197556,31.028938906752412,377,38.39103869653768,42.20257234726688,552,56.211812627291245,58.5209003215434,177.38835396607058,6.511254019292605,40,430,43.788187372708755,41.4790996784566,30,1,1,False,58.5209003215434,58.5209003215434,0.0
自上而下 L2 子意图,助手语音头部1k,999,38,159,15.915915915915916,18.010738491329988,452,45.24524524524524,42.62124812956605,661,66.16616616616616,60.10562450488513,806,80.68068068068068,75.69052020068655,311.7416327364612,2.0209488601355514,28,193,19.31931931931932,24.30947979931345,23,2,2,False,75.69052020068654,75.69052020068654,0.0
自上而下 L2 子意图,助手语音随机1k,1000,53,134,13.4,12.071078431372547,312,31.2,27.94117647058823,423,42.3,40.99264705882352,611,61.1,71.81372549019605,80.2139501264908,9.497549019607842,43,389,38.9,28.18627450980395,31,1,1,False,71.81372549019605,71.81372549019605,0.0
自下而上 家族,2025搜索,9998,52,1286,12.8625725145029,13.47566398174472,2754,27.545509101820365,31.421963111348585,3502,35.02700540108022,41.35809515820494,5156,51.570314062812564,61.60737894600554,410.92762915704077,2.219014742452342,42,4842,48.429685937187436,38.39262105399446,282,1,1,False,61.60737894600554,61.60737894600554,0.0
