key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ADULT_RESTRICTED_CONTENT_ACCESS__1,ADULT_RESTRICTED_CONTENT_ACCESS__1,2025搜索,2025搜索随机1w,36,74,9998,10000,0.36,0.74,0.38,0.176,0.593,True,共有
ADULT_RESTRICTED_CONTENT_ACCESS__2,ADULT_RESTRICTED_CONTENT_ACCESS__2,2025搜索,2025搜索随机1w,11,1,9998,10000,0.11,0.01,-0.1,-0.187,-0.033,True,共有
ADULT_RESTRICTED_CONTENT_ACCESS__3,ADULT_RESTRICTED_CONTENT_ACCESS__3,2025搜索,2025搜索随机1w,17,4,9998,10000,0.17,0.04,-0.13,-0.235,-0.04,True,共有
ADULT_RESTRICTED_CONTENT_ACCESS__4,ADULT_RESTRICTED_CONTENT_ACCESS__4,2025搜索,2025搜索随机1w,14,27,9998,10000,0.14,0.27,0.13,0.003,0.265,True,共有
BARE_TITLE_LOOKUP__1,BARE_TITLE_LOOKUP__1,2025搜索,2025搜索随机1w,1050,817,9998,10000,10.502,8.17,-2.332,-3.139,-1.526,True,共有
BARE_TITLE_LOOKUP__2,BARE_TITLE_LOOKUP__2,2025搜索,2025搜索随机1w,328,350,9998,10000,3.281,3.5,0.219,-0.283,0.723,False,共有
BARE_TITLE_LOOKUP__3,BARE_TITLE_LOOKUP__3,2025搜索,2025搜索随机1w,1005,388,9998,10000,10.052,3.88,-6.172,-6.876,-5.474,True,共有
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,2025搜索,2025搜索随机1w,1307,465,9998,10000,13.073,4.65,-8.423,-9.205,-7.646,True,共有
BARE_TITLE_LOOKUP__5,BARE_TITLE_LOOKUP__5,2025搜索,2025搜索随机1w,161,265,9998,10000,1.61,2.65,1.04,0.641,1.444,True,共有
CAST_LOOKUP__1,CAST_LOOKUP__1,2025搜索,2025搜索随机1w,25,89,9998,10000,0.25,0.89,0.64,0.436,0.859,True,共有
CAST_LOOKUP__2,CAST_LOOKUP__2,2025搜索,2025搜索随机1w,165,188,9998,10000,1.65,1.88,0.23,-0.136,0.597,False,共有
