外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
裸片名导航,2025搜索,2025搜索随机1w,3851,2285,0.2475,0.0688,True,影视视频搜索播放,30.3,影视视频搜索播放,17.29,True
裸片名导航,2025搜索,2026搜索,3851,4039,0.1535,0.0571,True,影视视频搜索播放,30.3,影视视频搜索播放,24.49,True
裸片名导航,2025搜索,2026搜索随机1w,3851,2416,0.2639,0.0687,True,影视视频搜索播放,30.3,影视视频搜索播放,15.07,True
裸片名导航,2025搜索,助手头部1k,3851,303,0.1931,0.1504,True,影视视频搜索播放,30.3,影视视频搜索播放,31.02,True
裸片名导航,2025搜索,助手随机1k,3851,125,0.3098,0.2186,True,影视视频搜索播放,30.3,影视视频搜索播放,20.8,True
裸片名导航,2025搜索,助手语音头部1k,3851,459,0.1825,0.1244,True,影视视频搜索播放,30.3,影视视频搜索播放,36.82,True
裸片名导航,2025搜索,助手语音随机1k,3851,280,0.2981,0.1547,True,影视视频搜索播放,30.3,影视视频搜索播放,17.5,True
裸片名导航,2025搜索随机1w,2026搜索,2285,4039,0.2402,0.0678,True,影视视频搜索播放,17.29,影视视频搜索播放,24.49,True
裸片名导航,2025搜索随机1w,2026搜索随机1w,2285,2416,0.0947,0.0808,True,影视视频搜索播放,17.29,影视视频搜索播放,15.07,True
裸片名导航,2025搜索随机1w,助手头部1k,2285,303,0.289,0.1603,True,影视视频搜索播放,17.29,影视视频搜索播放,31.02,True
裸片名导航,2025搜索随机1w,助手随机1k,2285,125,0.2131,0.2436,False,影视视频搜索播放,17.29,影视视频搜索播放,20.8,True
裸片名导航,2025搜索随机1w,助手语音头部1k,2285,459,0.3516,0.1381,True,影视视频搜索播放,17.29,影视视频搜索播放,36.82,True
裸片名导航,2025搜索随机1w,助手语音随机1k,2285,280,0.1832,0.1687,True,影视视频搜索播放,17.29,影视视频搜索播放,17.5,True
裸片名导航,2026搜索,2026搜索随机1w,4039,2416,0.2322,0.0683,True,影视视频搜索播放,24.49,影视视频搜索播放,15.07,True
裸片名导航,2026搜索,助手头部1k,4039,303,0.2087,0.142,True,影视视频搜索播放,24.49,影视视频搜索播放,31.02,True
裸片名导航,2026搜索,助手随机1k,4039,125,0.3068,0.2222,True,影视视频搜索播放,24.49,影视视频搜索播放,20.8,True
裸片名导航,2026搜索,助手语音头部1k,4039,459,0.2885,0.1221,True,影视视频搜索播放,24.49,影视视频搜索播放,36.82,True
裸片名导航,2026搜索,助手语音随机1k,4039,280,0.2946,0.1552,True,影视视频搜索播放,24.49,影视视频搜索播放,17.5,True
裸片名导航,2026搜索随机1w,助手头部1k,2416,303,0.3037,0.1652,True,影视视频搜索播放,15.07,影视视频搜索播放,31.02,True
裸片名导航,2026搜索随机1w,助手随机1k,2416,125,0.2584,0.2512,True,影视视频搜索播放,15.07,影视视频搜索播放,20.8,True
裸片名导航,2026搜索随机1w,助手语音头部1k,2416,459,0.3689,0.137,True,影视视频搜索播放,15.07,影视视频搜索播放,36.82,True
裸片名导航,2026搜索随机1w,助手语音随机1k,2416,280,0.2325,0.1741,True,影视视频搜索播放,15.07,影视视频搜索播放,17.5,True
裸片名导航,助手头部1k,助手随机1k,303,125,0.3086,0.2561,True,影视视频搜索播放,31.02,影视视频搜索播放,20.8,True
裸片名导航,助手头部1k,助手语音头部1k,303,459,0.2563,0.1685,True,影视视频搜索播放,31.02,影视视频搜索播放,36.82,True
裸片名导航,助手头部1k,助手语音随机1k,303,280,0.3312,0.2104,True,影视视频搜索播放,31.02,影视视频搜索播放,17.5,True
裸片名导航,助手随机1k,助手语音头部1k,125,459,0.3974,0.2284,True,影视视频搜索播放,20.8,影视视频搜索播放,36.82,True
裸片名导航,助手随机1k,助手语音随机1k,125,280,0.2811,0.2812,False,影视视频搜索播放,20.8,影视视频搜索播放,17.5,True
裸片名导航,助手语音头部1k,助手语音随机1k,459,280,0.3472,0.1846,True,影视视频搜索播放,36.82,影视视频搜索播放,17.5,True
直接在线播放,2025搜索,2025搜索随机1w,3968,2064,0.3077,0.0715,True,电视剧免费观看资源查询,24.67,免费影视观看查询,9.69,False
直接在线播放,2025搜索,2026搜索,3968,3751,0.2056,0.0576,True,电视剧免费观看资源查询,24.67,电视剧免费观看资源查询,16.77,True
直接在线播放,2025搜索,2026搜索随机1w,3968,2333,0.3313,0.0708,True,电视剧免费观看资源查询,24.67,影视在线观看查询,10.29,False
直接在线播放,2025搜索,助手头部1k,3968,170,0.4177,0.1927,True,电视剧免费观看资源查询,24.67,免费在线观看电视剧资源查找,17.06,False
直接在线播放,2025搜索,助手随机1k,3968,91,0.6432,0.2592,True,电视剧免费观看资源查询,24.67,查询影视剧集数与情节所在集数,8.79,False
