key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
39,电视剧免费观看资源查询,1965,39997,4.913,63,3936,1.601,-3.312,-3.722,-2.824,True,两界面都有,,,,3.11
27,动漫免费在线观看查询,1329,39997,3.323,51,3936,1.296,-2.027,-2.385,-1.588,True,两界面都有,,,,3.7
53,影视在线观看查询,1202,39997,3.005,54,3936,1.372,-1.633,-1.996,-1.189,True,两界面都有,,,,4.3
55,第一季影视动漫观看资源查询,682,39997,1.705,14,3936,0.356,-1.349,-1.544,-1.08,True,两界面都有,,,,2.01
50,免费电影在线观看,634,39997,1.585,22,3936,0.559,-1.026,-1.254,-0.717,True,两界面都有,,,,3.35
51,在线观看电影,648,39997,1.62,25,3936,0.635,-0.985,-1.227,-0.661,True,两界面都有,,,,3.71
45,查询完整版视频免费观看资源,918,39997,2.295,54,3936,1.372,-0.923,-1.276,-0.486,True,两界面都有,,,,5.56
3,惊悚悬疑影视在线观看查询,1435,39997,3.588,107,3936,2.718,-0.869,-1.369,-0.286,True,两界面都有,,,,6.94
56,影视动漫续集在线观看查询,599,39997,1.498,25,3936,0.635,-0.862,-1.102,-0.541,True,两界面都有,,,,4.01
40,查询电视剧在线观看资源,401,39997,1.003,6,3936,0.152,-0.85,-0.982,-0.648,True,两界面都有,,,,1.47
46,免费影视观看查询,691,39997,1.728,40,3936,1.016,-0.711,-1.011,-0.327,True,两界面都有,,,,5.47
34,查询影视综艺免费观看资源,816,39997,2.04,54,3936,1.372,-0.668,-1.018,-0.233,True,两界面都有,,,,6.21
44,App下载安装渠道查询,356,39997,0.89,11,3936,0.279,-0.611,-0.767,-0.374,True,两界面都有,,,,3.0
13,查询电视剧,1608,39997,4.02,136,3936,3.455,-0.565,-1.127,0.081,False,两界面都有,,,,7.8
