key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,显著低于其余全部,1223,10316,11.855,18.544,-2.02,2
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家Top1w,显著高于其余全部,2460,11252,21.863,13.31,6.017,2
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家随机1w,显著高于其余全部,786,10316,7.619,4.776,0.415,2
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家Top1w,显著低于其余全部,365,11252,3.244,7.068,-2.677,2
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,显著高于其余全部,1845,10316,17.885,11.905,0.711,2
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家Top1w,显著低于其余全部,916,11252,8.141,17.026,-7.121,2
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,显著低于其余全部,1038,10000,10.38,12.277,-0.48,2
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,显著高于其余全部,1331,10316,12.902,11.081,0.321,2
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,健康管家Top1w,显著低于其余全部,229,11252,2.035,4.026,-1.428,2
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,健康管家随机1w,显著低于其余全部,999,10316,9.684,21.805,-1.068,2
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,健康管家Top1w,显著高于其余全部,3474,11252,30.875,10.627,18.211,2
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,显著高于其余全部,178,10000,1.78,1.085,0.297,2
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,显著高于其余全部,1172,10316,11.361,5.2,3.693,2
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家Top1w,显著低于其余全部,417,11252,3.706,9.155,-2.571,2
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家Top1w,显著低于其余全部,118,11252,1.049,2.747,-1.194,2
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,显著低于其余全部,229,10000,2.29,3.677,-0.385,2
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家Top1w,显著高于其余全部,471,11252,4.186,2.712,0.564,2
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,显著高于其余全部,1093,10000,10.93,2.137,7.892,2
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家Top1w,显著低于其余全部,217,11252,1.929,6.581,-0.05,2
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,显著低于其余全部,499,10000,4.99,6.524,-0.065,2
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,显著高于其余全部,770,10316,7.464,5.345,1.142,2
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,显著高于其余全部,194,10316,1.881,0.838,0.269,2
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家Top1w,显著低于其余全部,51,11252,0.453,1.58,-0.57,2
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,健康管家Top1w,显著低于其余全部,186,11252,1.653,2.171,-0.149,2
HEALTH_VALUE_CALCULATION,计算健康相关数值,健康管家Top1w,显著低于其余全部,15,11252,0.133,0.487,-0.206,2
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,健康管家随机1w,显著高于其余全部,218,10316,2.113,1.209,0.427,2
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,健康管家Top1w,显著低于其余全部,13,11252,0.116,0.285,-0.03,2
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,显著高于其余全部,12,10000,0.12,0.032,0.009,2
