外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
医疗恢复与检查时间查询,传统搜索随机1w,健康管家随机1w,349,517,0.1521,0.1258,True,查询术后、伤后或治疗后的恢复时间线,21.2,查询术后、伤后或治疗后的恢复时间线,25.92,True
医疗恢复与检查时间查询,传统搜索随机1w,健康管家Top1w,349,450,0.1551,0.1292,True,查询术后、伤后或治疗后的恢复时间线,21.2,查询术后、伤后或治疗后的恢复时间线,22.22,True
医疗恢复与检查时间查询,健康管家随机1w,健康管家Top1w,517,450,0.2077,0.1134,True,查询术后、伤后或治疗后的恢复时间线,25.92,查询术后、伤后或治疗后的恢复时间线,22.22,True
查询食物药物能否食用,传统搜索随机1w,健康管家随机1w,215,235,0.089,0.1211,False,判断个人情形下能否做某事或吃某物,67.91,判断个人情形下能否做某事或吃某物,71.49,True
查询食物药物能否食用,传统搜索随机1w,健康管家Top1w,215,209,0.3041,0.1422,True,判断个人情形下能否做某事或吃某物,67.91,判断个人情形下能否做某事或吃某物,46.41,True
查询食物药物能否食用,健康管家随机1w,健康管家Top1w,235,209,0.3083,0.1346,True,判断个人情形下能否做某事或吃某物,71.49,判断个人情形下能否做某事或吃某物,46.41,True
查询皮肤黏膜异常症状与处理建议,传统搜索随机1w,健康管家随机1w,571,612,0.1414,0.0923,True,查询症状或体征的原因,52.36,查询症状或体征的原因,42.32,True
查询皮肤黏膜异常症状与处理建议,传统搜索随机1w,健康管家Top1w,571,348,0.2844,0.1123,True,查询症状或体征的原因,52.36,查询症状或体征的原因,31.03,True
查询皮肤黏膜异常症状与处理建议,健康管家随机1w,健康管家Top1w,612,348,0.2641,0.114,True,查询症状或体征的原因,42.32,查询症状或体征的原因,31.03,True
血糖与糖尿病管理查询,传统搜索随机1w,健康管家随机1w,209,196,0.1328,0.16,False,查询医学名词、检查、疫苗或疾病定义,29.19,判读个人测量值、检查结果或自身发现,23.98,False
血糖与糖尿病管理查询,传统搜索随机1w,健康管家Top1w,209,289,0.2928,0.1505,True,查询医学名词、检查、疫苗或疾病定义,29.19,查询医学名词、检查、疫苗或疾病定义,42.91,True
血糖与糖尿病管理查询,健康管家随机1w,健康管家Top1w,196,289,0.3364,0.1525,True,判读个人测量值、检查结果或自身发现,23.98,查询医学名词、检查、疫苗或疾病定义,42.91,False
查询疾病症状与诊疗信息,传统搜索随机1w,健康管家随机1w,645,731,0.159,0.0881,True,查询医学名词、检查、疫苗或疾病定义,47.13,查询医学名词、检查、疫苗或疾病定义,37.35,True
查询疾病症状与诊疗信息,传统搜索随机1w,健康管家Top1w,645,1390,0.192,0.0681,True,查询医学名词、检查、疫苗或疾病定义,47.13,查询医学名词、检查、疫苗或疾病定义,63.09,True
查询疾病症状与诊疗信息,健康管家随机1w,健康管家Top1w,731,1390,0.2689,0.069,True,查询医学名词、检查、疫苗或疾病定义,37.35,查询医学名词、检查、疫苗或疾病定义,63.09,True
查询中医机构、医生与术语,传统搜索随机1w,健康管家随机1w,149,31,0.5099,0.265,True,就医导航、机构核实与医疗行政事务,67.11,寻求症状或疾病的治疗方案与用药推荐,25.81,False
查询特定健康或用药情形下能否吃某物或做某事,传统搜索随机1w,健康管家随机1w,357,410,0.0445,0.1111,False,判断个人情形下能否做某事或吃某物,60.22,判断个人情形下能否做某事或吃某物,60.24,True
查询特定健康或用药情形下能否吃某物或做某事,传统搜索随机1w,健康管家Top1w,357,269,0.1998,0.1249,True,判断个人情形下能否做某事或吃某物,60.22,判断个人情形下能否做某事或吃某物,48.33,True
查询特定健康或用药情形下能否吃某物或做某事,健康管家随机1w,健康管家Top1w,410,269,0.1918,0.1192,True,判断个人情形下能否做某事或吃某物,60.24,判断个人情形下能否做某事或吃某物,48.33,True
药品用法与相互作用查询,传统搜索随机1w,健康管家随机1w,601,745,0.1406,0.0958,True,查询药品、药材、保健品或食物的基本信息与功效,35.27,查询具体药物的用法、剂量与疗程,26.17,False
药品用法与相互作用查询,传统搜索随机1w,健康管家Top1w,601,1131,0.2452,0.0806,True,查询药品、药材、保健品或食物的基本信息与功效,35.27,查询药品、药材、保健品或食物的基本信息与功效,51.37,True
药品用法与相互作用查询,健康管家随机1w,健康管家Top1w,745,1131,0.2812,0.0757,True,查询具体药物的用法、剂量与疗程,26.17,查询药品、药材、保健品或食物的基本信息与功效,51.37,False
查询食物营养与健康影响,传统搜索随机1w,健康管家随机1w,536,463,0.1735,0.115,True,查询医学名词、检查、疫苗或疾病定义,25.19,查询医学名词、检查、疫苗或疾病定义,18.14,True
查询食物营养与健康影响,传统搜索随机1w,健康管家Top1w,536,531,0.2519,0.1084,True,查询医学名词、检查、疫苗或疾病定义,25.19,查询药品、药材、保健品或食物的基本信息与功效,32.2,False
查询食物营养与健康影响,健康管家随机1w,健康管家Top1w,463,531,0.3051,0.1132,True,查询医学名词、检查、疫苗或疾病定义,18.14,查询药品、药材、保健品或食物的基本信息与功效,32.2,False
呼吸道症状与用药建议查询,传统搜索随机1w,健康管家随机1w,390,505,0.1242,0.1116,True,查询症状或体征的原因,46.67,查询症状或体征的原因,41.78,True
呼吸道症状与用药建议查询,传统搜索随机1w,健康管家Top1w,390,340,0.3216,0.1154,True,查询症状或体征的原因,46.67,查询医学名词、检查、疫苗或疾病定义,29.71,False
呼吸道症状与用药建议查询,健康管家随机1w,健康管家Top1w,505,340,0.3342,0.1126,True,查询症状或体征的原因,41.78,查询医学名词、检查、疫苗或疾病定义,29.71,False
查询骨科伤病诊疗与康复信息,传统搜索随机1w,健康管家随机1w,443,412,0.276,0.1298,True,查询医学名词、检查、疫苗或疾病定义,26.19,寻求症状或疾病的治疗方案与用药推荐,19.17,False
查询骨科伤病诊疗与康复信息,传统搜索随机1w,健康管家Top1w,443,236,0.2446,0.1447,True,查询医学名词、检查、疫苗或疾病定义,26.19,查询医学名词、检查、疫苗或疾病定义,31.78,True
查询骨科伤病诊疗与康复信息,健康管家随机1w,健康管家Top1w,412,236,0.3015,0.1458,True,寻求症状或疾病的治疗方案与用药推荐,19.17,查询医学名词、检查、疫苗或疾病定义,31.78,False
症状原因查询#33,传统搜索随机1w,健康管家随机1w,283,278,0.0514,0.0654,False,查询症状或体征的原因,84.81,查询症状或体征的原因,87.77,True
症状原因查询#33,传统搜索随机1w,健康管家Top1w,283,333,0.0309,0.0712,False,查询症状或体征的原因,84.81,查询症状或体征的原因,83.18,True
症状原因查询#33,健康管家随机1w,健康管家Top1w,278,333,0.0572,0.0663,False,查询症状或体征的原因,87.77,查询症状或体征的原因,83.18,True
中药与中成药信息查询,传统搜索随机1w,健康管家随机1w,500,405,0.1671,0.1188,True,查询药品、药材、保健品或食物的基本信息与功效,34.6,查询药品、药材、保健品或食物的基本信息与功效,27.65,True
中药与中成药信息查询,传统搜索随机1w,健康管家Top1w,500,385,0.251,0.1085,True,查询药品、药材、保健品或食物的基本信息与功效,34.6,查询药品、药材、保健品或食物的基本信息与功效,56.1,True
中药与中成药信息查询,健康管家随机1w,健康管家Top1w,405,385,0.2932,0.1141,True,查询药品、药材、保健品或食物的基本信息与功效,27.65,查询药品、药材、保健品或食物的基本信息与功效,56.1,True
