key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,医疗机构联系电话查询,传统搜索随机1w,健康管家随机1w,75,6,10000,10316,0.75,0.058,-0.692,-0.883,-0.526,True,共有
14,食物药物同食同服查询,传统搜索随机1w,健康管家随机1w,146,101,10000,10316,1.46,0.979,-0.481,-0.788,-0.179,True,共有
15,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,健康管家随机1w,103,194,10000,10316,1.03,1.881,0.851,0.523,1.184,True,共有
16,查询食物药物能否食用,传统搜索随机1w,健康管家随机1w,215,235,10000,10316,2.15,2.278,0.128,-0.278,0.534,False,共有
17,查询特定健康或用药情形下能否吃某物或做某事,传统搜索随机1w,健康管家随机1w,357,410,10000,10316,3.57,3.974,0.404,-0.121,0.929,False,共有
18,特定场景饮品饮用适宜性查询,传统搜索随机1w,健康管家随机1w,260,253,10000,10316,2.6,2.453,-0.147,-0.582,0.285,False,共有
19,药品用法与相互作用查询,传统搜索随机1w,健康管家随机1w,601,745,10000,10316,6.01,7.222,1.212,0.528,1.896,True,共有
20,医院及医生信息查询,传统搜索随机1w,健康管家随机1w,541,70,10000,10316,5.41,0.679,-4.731,-5.213,-4.269,True,共有
22,查询中医机构、医生与术语,传统搜索随机1w,健康管家随机1w,149,31,10000,10316,1.49,0.301,-1.189,-1.461,-0.937,True,共有
24,健康利弊查询,传统搜索随机1w,健康管家随机1w,98,97,10000,10316,0.98,0.94,-0.04,-0.311,0.23,False,共有
25,物品功效与作用查询,传统搜索随机1w,健康管家随机1w,100,110,10000,10316,1.0,1.066,0.066,-0.214,0.347,False,共有
26,中药与中成药信息查询,传统搜索随机1w,健康管家随机1w,500,405,10000,10316,5.0,3.926,-1.074,-1.645,-0.507,True,共有
28,肢体不适症状查询,传统搜索随机1w,健康管家随机1w,288,322,10000,10316,2.88,3.121,0.241,-0.229,0.712,False,共有
29,解读个人健康指标与用药疑问,传统搜索随机1w,健康管家随机1w,226,300,10000,10316,2.26,2.908,0.648,0.212,1.086,True,共有
