key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,1093,10000,10.93,461,21568,2.137,-8.793,-9.446,-8.163,True,两界面都有,,,,29.67
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,1614,10000,16.14,2761,21568,12.801,-3.339,-4.194,-2.498,True,两界面都有,,,,63.11
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,414,10000,4.14,633,21568,2.935,-1.205,-1.668,-0.765,True,两界面都有,,,,60.46
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,650,10000,6.5,1151,21568,5.337,-1.163,-1.743,-0.604,True,两界面都有,,,,63.91
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,290,10000,2.9,386,21568,1.79,-1.11,-1.496,-0.748,True,两界面都有,,,,57.1
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,178,10000,1.78,234,21568,1.085,-0.695,-1.002,-0.412,True,两界面都有,,,,56.8
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,217,10000,2.17,410,21568,1.901,-0.269,-0.62,0.06,False,两界面都有,,,,65.39
HEALTH_VALUE_CALCULATION,计算健康相关数值,49,10000,0.49,65,21568,0.301,-0.189,-0.359,-0.044,True,两界面都有,,,,57.02
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,127,10000,1.27,245,21568,1.136,-0.134,-0.408,0.117,False,两界面都有,,,,65.86
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,31,10000,0.31,40,21568,0.185,-0.125,-0.263,-0.011,True,两界面都有,,,,56.34
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,12,10000,0.12,7,21568,0.032,-0.088,-0.179,-0.026,True,两界面都有,,,,36.84
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,38,10000,0.38,83,21568,0.385,0.005,-0.155,0.143,False,两界面都有,,,,68.6
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,59,10000,0.59,157,21568,0.728,0.138,-0.062,0.318,False,两界面都有,,,,72.69
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,133,10000,1.33,342,21568,1.586,0.256,-0.035,0.527,False,两界面都有,,,,72.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,688,10000,6.88,1589,21568,7.367,0.487,-0.129,1.085,False,两界面都有,,,,69.78
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,229,10000,2.29,793,21568,3.677,1.387,0.991,1.765,True,两界面都有,,,,77.59
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,499,10000,4.99,1407,21568,6.524,1.534,0.985,2.064,True,两界面都有,,,,73.82
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,1038,10000,10.38,2648,21568,12.277,1.897,1.148,2.63,True,两界面都有,,,,71.84
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,1481,10000,14.81,3683,21568,17.076,2.266,1.4,3.117,True,两界面都有,,,,71.32
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,1160,10000,11.6,4473,21568,20.739,9.139,8.302,9.96,True,两界面都有,,,,79.41
