key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
PROVIDER_NAVIGATION_AND_ADMIN__1,PROVIDER_NAVIGATION_AND_ADMIN__1,749,10000,7.49,101,21568,0.468,-7.022,-7.561,-6.512,True,两界面都有,,,,11.88
PROVIDER_NAVIGATION_AND_ADMIN__2,PROVIDER_NAVIGATION_AND_ADMIN__2,344,10000,3.44,360,21568,1.669,-1.771,-2.18,-1.387,True,两界面都有,,,,51.14
MEDICAL_KNOWLEDGE_LOOKUP__3,MEDICAL_KNOWLEDGE_LOOKUP__3,662,10000,6.62,1142,21568,5.295,-1.325,-1.907,-0.763,True,两界面都有,,,,63.3
SYMPTOM_CAUSE_LOOKUP__1,SYMPTOM_CAUSE_LOOKUP__1,359,10000,3.59,529,21568,2.453,-1.137,-1.568,-0.729,True,两界面都有,,,,59.57
SYMPTOM_CAUSE_LOOKUP__4,SYMPTOM_CAUSE_LOOKUP__4,345,10000,3.45,549,21568,2.545,-0.905,-1.331,-0.5,True,两界面都有,,,,61.41
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,254,10000,2.54,396,21568,1.836,-0.704,-1.073,-0.358,True,两界面都有,,,,60.92
DIAGRAM_MEDIA_LOOKUP__1,DIAGRAM_MEDIA_LOOKUP__1,178,10000,1.78,234,21568,1.085,-0.695,-1.002,-0.412,True,两界面都有,,,,56.8
EFFICACY_VERDICT__2,EFFICACY_VERDICT__2,220,10000,2.2,328,21568,1.521,-0.679,-1.023,-0.359,True,两界面都有,,,,59.85
SYMPTOM_CAUSE_LOOKUP__5,SYMPTOM_CAUSE_LOOKUP__5,290,10000,2.9,498,21568,2.309,-0.591,-0.988,-0.216,True,两界面都有,,,,63.2
INTERACTION_VERDICT__3,INTERACTION_VERDICT__3,124,10000,1.24,142,21568,0.658,-0.582,-0.838,-0.351,True,两界面都有,,,,53.38
EFFICACY_VERDICT__1,EFFICACY_VERDICT__1,194,10000,1.94,305,21568,1.414,-0.526,-0.851,-0.223,True,两界面都有,,,,61.12
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,396,10000,3.96,755,21568,3.501,-0.459,-0.925,-0.015,True,两界面都有,,,,65.6
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,331,10000,3.31,618,21568,2.865,-0.445,-0.871,-0.039,True,两界面都有,,,,65.12
INTERACTION_VERDICT__2,INTERACTION_VERDICT__2,125,10000,1.25,197,21568,0.913,-0.337,-0.602,-0.095,True,两界面都有,,,,61.18
CONTEXT_DEPENDENT_FOLLOW_UP__3,CONTEXT_DEPENDENT_FOLLOW_UP__3,83,10000,0.83,107,21568,0.496,-0.334,-0.549,-0.144,True,两界面都有,,,,56.32
ENTITY_COMPARISON__3,ENTITY_COMPARISON__3,72,10000,0.72,95,21568,0.44,-0.28,-0.482,-0.102,True,两界面都有,,,,56.89
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,109,10000,1.09,175,21568,0.811,-0.279,-0.528,-0.053,True,两界面都有,,,,61.62
SYMPTOM_CAUSE_LOOKUP__3,SYMPTOM_CAUSE_LOOKUP__3,289,10000,2.89,567,21568,2.629,-0.261,-0.664,0.121,False,两界面都有,,,,66.24
DIAGNOSIS_PROGNOSIS_VERDICT__4,DIAGNOSIS_PROGNOSIS_VERDICT__4,116,10000,1.16,203,21568,0.941,-0.219,-0.478,0.018,False,两界面都有,,,,63.64
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,94,10000,0.94,158,21568,0.733,-0.207,-0.441,0.003,False,两界面都有,,,,62.7
ENTITY_COMPARISON__2,ENTITY_COMPARISON__2,69,10000,0.69,106,21568,0.491,-0.199,-0.4,-0.021,True,两界面都有,,,,60.57
INTERACTION_VERDICT__1,INTERACTION_VERDICT__1,41,10000,0.41,47,21568,0.218,-0.192,-0.347,-0.063,True,两界面都有,,,,53.41
HEALTH_VALUE_CALCULATION__1,HEALTH_VALUE_CALCULATION__1,49,10000,0.49,65,21568,0.301,-0.189,-0.359,-0.044,True,两界面都有,,,,57.02
PROCEDURE_EXPERIENCE__1,PROCEDURE_EXPERIENCE__1,31,10000,0.31,40,21568,0.185,-0.125,-0.263,-0.011,True,两界面都有,,,,56.34
HOME_DEVICE_SELFTEST__1,HOME_DEVICE_SELFTEST__1,12,10000,0.12,7,21568,0.032,-0.088,-0.179,-0.026,True,两界面都有,,,,36.84
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,63,10000,0.63,123,21568,0.57,-0.06,-0.258,0.116,False,两界面都有,,,,66.13
CONTEXT_DEPENDENT_FOLLOW_UP__1,CONTEXT_DEPENDENT_FOLLOW_UP__1,14,10000,0.14,21,21568,0.097,-0.043,-0.143,0.034,False,两界面都有,,,,60.0
DIAGNOSIS_PROGNOSIS_VERDICT__6,DIAGNOSIS_PROGNOSIS_VERDICT__6,81,10000,0.81,171,21568,0.793,-0.017,-0.241,0.186,False,两界面都有,,,,67.86
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,74,10000,0.74,157,21568,0.728,-0.012,-0.227,0.182,False,两界面都有,,,,67.97
REPRODUCTIVE_TIMELINE__1,REPRODUCTIVE_TIMELINE__1,38,10000,0.38,83,21568,0.385,0.005,-0.155,0.143,False,两界面都有,,,,68.6
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,126,10000,1.26,279,21568,1.294,0.034,-0.244,0.29,False,两界面都有,,,,68.89
DOSAGE_ADMINISTRATION__1,DOSAGE_ADMINISTRATION__1,57,10000,0.57,139,21568,0.644,0.074,-0.12,0.248,False,两界面都有,,,,70.92
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,49,10000,0.49,122,21568,0.566,0.076,-0.106,0.237,False,两界面都有,,,,71.35
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,36,10000,0.36,102,21568,0.473,0.113,-0.048,0.255,False,两界面都有,,,,73.91
ACUTE_EMERGENCY_TRIAGE__1,ACUTE_EMERGENCY_TRIAGE__1,59,10000,0.59,157,21568,0.728,0.138,-0.062,0.318,False,两界面都有,,,,72.69
ENTITY_COMPARISON__1,ENTITY_COMPARISON__1,76,10000,0.76,209,21568,0.969,0.209,-0.017,0.416,False,两界面都有,,,,73.33
CONTEXT_DEPENDENT_FOLLOW_UP__2,CONTEXT_DEPENDENT_FOLLOW_UP__2,30,10000,0.3,117,21568,0.542,0.242,0.086,0.382,True,两界面都有,,,,79.59
DIAGNOSIS_PROGNOSIS_VERDICT__5,DIAGNOSIS_PROGNOSIS_VERDICT__5,115,10000,1.15,313,21568,1.451,0.301,0.027,0.556,True,两界面都有,,,,73.13
RECOVERY_TIMELINE__1,RECOVERY_TIMELINE__1,70,10000,0.7,219,21568,1.015,0.315,0.093,0.519,True,两界面都有,,,,75.78
