key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
MEDICAL_KNOWLEDGE_LOOKUP__3,MEDICAL_KNOWLEDGE_LOOKUP__3,传统搜索随机1w,显著高于其余全部,662,10000,6.62,5.295,0.395,2
MEDICAL_KNOWLEDGE_LOOKUP__3,MEDICAL_KNOWLEDGE_LOOKUP__3,健康管家随机1w,显著低于其余全部,514,10316,4.983,6.07,-0.0,2
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,健康管家随机1w,显著高于其余全部,476,10316,4.614,3.176,0.097,2
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,健康管家Top1w,显著低于其余全部,279,11252,2.48,4.292,-1.006,2
SYMPTOM_CAUSE_LOOKUP__1,SYMPTOM_CAUSE_LOOKUP__1,健康管家Top1w,显著低于其余全部,146,11252,1.298,3.652,-1.878,2
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,传统搜索随机1w,显著低于其余全部,551,10000,5.51,7.024,-0.662,2
EFFICACY_VERDICT__1,EFFICACY_VERDICT__1,健康管家Top1w,显著低于其余全部,116,11252,1.031,1.885,-0.485,2
PRODUCT_INFO_LOOKUP__1,PRODUCT_INFO_LOOKUP__1,健康管家Top1w,显著高于其余全部,1292,11252,11.482,4.839,5.622,2
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,健康管家随机1w,显著高于其余全部,425,10316,4.12,2.466,0.29,2
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,健康管家Top1w,显著低于其余全部,193,11252,1.715,3.721,-1.174,2
SYMPTOM_CAUSE_LOOKUP__3,SYMPTOM_CAUSE_LOOKUP__3,健康管家Top1w,显著低于其余全部,221,11252,1.964,3.126,-0.512,2
DIAGRAM_MEDIA_LOOKUP__1,DIAGRAM_MEDIA_LOOKUP__1,传统搜索随机1w,显著高于其余全部,178,10000,1.78,1.085,0.297,2
SYMPTOM_CAUSE_LOOKUP__4,SYMPTOM_CAUSE_LOOKUP__4,健康管家Top1w,显著低于其余全部,156,11252,1.386,3.633,-1.651,2
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,健康管家随机1w,显著高于其余全部,626,10316,6.068,4.677,0.573,2
EFFICACY_VERDICT__2,EFFICACY_VERDICT__2,健康管家Top1w,显著低于其余全部,113,11252,1.004,2.141,-0.752,2
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,健康管家随机1w,显著高于其余全部,108,10316,1.047,0.579,0.047,2
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,健康管家Top1w,显著低于其余全部,49,11252,0.435,0.896,-0.099,2
PRODUCT_INFO_LOOKUP__2,PRODUCT_INFO_LOOKUP__2,健康管家随机1w,显著低于其余全部,529,10316,5.128,13.312,-0.7,2
