key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
36,医疗恢复与检查时间查询,健康管家随机1w,显著高于其余全部,517,10316,5.012,3.76,0.459,2
34,查询皮肤黏膜异常症状与处理建议,健康管家Top1w,显著低于其余全部,348,11252,3.093,5.823,-2.065,2
18,血糖与糖尿病管理查询,健康管家Top1w,显著高于其余全部,289,11252,2.568,1.994,0.071,2
30,查询疾病症状与诊疗信息,健康管家Top1w,显著高于其余全部,1390,11252,12.353,6.773,4.483,2
3,查询中医机构、医生与术语,传统搜索随机1w,显著高于其余全部,149,10000,1.49,0.204,0.937,2
3,查询中医机构、医生与术语,健康管家Top1w,显著低于其余全部,13,11252,0.116,0.886,-0.064,2
9,查询特定健康或用药情形下能否吃某物或做某事,健康管家Top1w,显著低于其余全部,269,11252,2.391,3.775,-0.722,2
24,药品用法与相互作用查询,传统搜索随机1w,显著低于其余全部,601,10000,6.01,8.698,-0.528,2
24,药品用法与相互作用查询,健康管家Top1w,显著高于其余全部,1131,11252,10.052,6.625,2.082,2
10,查询食物营养与健康影响,传统搜索随机1w,显著高于其余全部,536,10000,5.36,4.609,0.052,2
35,呼吸道症状与用药建议查询,健康管家随机1w,显著高于其余全部,505,10316,4.895,3.435,0.432,2
35,呼吸道症状与用药建议查询,健康管家Top1w,显著低于其余全部,340,11252,3.022,4.405,-0.387,2
26,查询骨科伤病诊疗与康复信息,健康管家Top1w,显著低于其余全部,236,11252,2.097,4.209,-1.439,2
25,中药与中成药信息查询,传统搜索随机1w,显著高于其余全部,500,10000,5.0,3.663,0.507,2
25,中药与中成药信息查询,健康管家Top1w,显著低于其余全部,385,11252,3.422,4.455,-0.002,2
20,功效作用与副作用查询,健康管家Top1w,显著高于其余全部,1568,11252,13.935,4.75,8.309,2
6,食物药物同食同服查询,传统搜索随机1w,显著高于其余全部,146,10000,1.46,0.714,0.179,2
6,食物药物同食同服查询,健康管家Top1w,显著低于其余全部,53,11252,0.471,1.216,-0.283,2
12,病症用药饮食查询,健康管家Top1w,显著高于其余全部,396,11252,3.519,2.84,0.129,2
28,查询身体不适症状原因,健康管家随机1w,显著高于其余全部,446,10316,4.323,2.221,0.881,2
28,查询身体不适症状原因,健康管家Top1w,显著低于其余全部,179,11252,1.591,3.638,-0.94,2
27,肢体不适症状查询,健康管家Top1w,显著低于其余全部,79,11252,0.702,3.003,-1.823,2
32,症状原因查询#32,健康管家Top1w,显著低于其余全部,194,11252,1.724,3.864,-1.635,2
23,查询物品功效与作用,健康管家Top1w,显著高于其余全部,537,11252,4.772,1.034,3.27,2
1,医院及医生信息查询,传统搜索随机1w,显著高于其余全部,541,10000,5.41,0.529,4.269,2
1,医院及医生信息查询,健康管家Top1w,显著低于其余全部,44,11252,0.391,3.007,-0.093,2
11,健康利弊查询,健康管家Top1w,显著高于其余全部,261,11252,2.32,0.96,1.002,2
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,显著高于其余全部,194,10316,1.881,0.701,0.523,2
7,解答婴幼儿喂养与奶类营养问题,健康管家Top1w,显著低于其余全部,46,11252,0.409,1.462,-0.396,2
31,查询健康症状处理办法,健康管家随机1w,显著高于其余全部,308,10316,2.986,2.122,0.367,2
16,查询化验检查指标含义与异常原因,健康管家Top1w,显著高于其余全部,492,11252,4.373,2.919,0.745,2
4,医生信息查询,传统搜索随机1w,显著高于其余全部,184,10000,1.84,0.329,1.045,2
4,医生信息查询,健康管家Top1w,显著低于其余全部,19,11252,0.169,1.162,-0.183,2
13,特定场景饮品饮用适宜性查询,健康管家Top1w,显著低于其余全部,198,11252,1.76,2.525,-0.31,2
19,判断身体症状或检查结果是否正常,健康管家随机1w,显著高于其余全部,253,10316,2.453,1.407,0.235,2
19,判断身体症状或检查结果是否正常,健康管家Top1w,显著低于其余全部,117,11252,1.04,2.141,-0.462,2
15,解读个人健康指标与用药疑问,健康管家随机1w,显著高于其余全部,300,10316,2.908,1.765,0.212,2
15,解读个人健康指标与用药疑问,健康管家Top1w,显著低于其余全部,149,11252,1.324,2.589,-0.579,2
0,查询医疗机构联系电话,传统搜索随机1w,显著高于其余全部,75,10000,0.75,0.037,0.526,2
