key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,人物信息查询,2025搜索,2025搜索随机1w,2204,5033,9983,9999,22.078,50.335,28.258,26.977,29.524,True,共有
1,搜索美女图片,2025搜索,2025搜索随机1w,44,38,9983,9999,0.441,0.38,-0.061,-0.243,0.12,False,共有
11,个人简历与成就查询,2025搜索,2025搜索随机1w,15,32,9983,9999,0.15,0.32,0.17,0.035,0.314,True,共有
12,人物照片查询#12,2025搜索,2025搜索随机1w,53,136,9983,9999,0.531,1.36,0.829,0.564,1.105,True,共有
13,人物照片查询#13,2025搜索,2025搜索随机1w,35,30,9983,9999,0.351,0.3,-0.051,-0.214,0.111,False,共有
14,人物关系查询,2025搜索,2025搜索随机1w,68,108,9983,9999,0.681,1.08,0.399,0.14,0.663,True,共有
15,解答原因类查询,2025搜索,2025搜索随机1w,66,103,9983,9999,0.661,1.03,0.369,0.115,0.628,True,共有
16,人物时间节点查询,2025搜索,2025搜索随机1w,48,48,9983,9999,0.481,0.48,-0.001,-0.196,0.195,False,共有
17,查询人物或事物的属性与背景,2025搜索,2025搜索随机1w,67,126,9983,9999,0.671,1.26,0.589,0.319,0.866,True,共有
18,人物姓名查询,2025搜索,2025搜索随机1w,49,106,9983,9999,0.491,1.06,0.569,0.328,0.82,True,共有
2,人物厉害程度比较查询,2025搜索,2025搜索随机1w,62,70,9983,9999,0.621,0.7,0.079,-0.148,0.308,False,共有
20,查询王橹杰个人资料,2025搜索,2025搜索随机1w,1,0,9983,9999,0.01,0.0,-0.01,-0.057,0.029,False,a独有
21,高校人员信息查询,2025搜索,2025搜索随机1w,63,345,9983,9999,0.631,3.45,2.819,2.436,3.22,True,共有
24,外文人名与专名背景查询,2025搜索,2025搜索随机1w,171,215,9983,9999,1.713,2.15,0.437,0.055,0.822,True,共有
25,人物及角色图片查询,2025搜索,2025搜索随机1w,129,111,9983,9999,1.292,1.11,-0.182,-0.487,0.121,False,共有
26,查询人物身份及关系,2025搜索,2025搜索随机1w,92,268,9983,9999,0.922,2.68,1.759,1.395,2.134,True,共有
27,负责人任职查询,2025搜索,2025搜索随机1w,11,106,9983,9999,0.11,1.06,0.95,0.747,1.176,True,共有
3,查询领导信息,2025搜索,2025搜索随机1w,22,80,9983,9999,0.22,0.8,0.58,0.386,0.788,True,共有
31,名单查询,2025搜索,2025搜索随机1w,24,143,9983,9999,0.24,1.43,1.19,0.945,1.454,True,共有
32,领导名单查询,2025搜索,2025搜索随机1w,4,52,9983,9999,0.04,0.52,0.48,0.342,0.643,True,共有
33,人员名单查询,2025搜索,2025搜索随机1w,18,46,9983,9999,0.18,0.46,0.28,0.124,0.446,True,共有
35,查询性感美女图片,2025搜索,2025搜索随机1w,14,11,9983,9999,0.14,0.11,-0.03,-0.137,0.074,False,共有
4,领导班子成员名单查询,2025搜索,2025搜索随机1w,16,59,9983,9999,0.16,0.59,0.43,0.264,0.611,True,共有
42,查询机构职务负责人及人员信息,2025搜索,2025搜索随机1w,23,115,9983,9999,0.23,1.15,0.92,0.697,1.161,True,共有
43,主席相关信息查询,2025搜索,2025搜索随机1w,50,52,9983,9999,0.501,0.52,0.019,-0.182,0.221,False,共有
44,中共中央领导机构及成员查询,2025搜索,2025搜索随机1w,63,31,9983,9999,0.631,0.31,-0.321,-0.519,-0.132,True,共有
48,人物个人资料查询,2025搜索,2025搜索随机1w,256,113,9983,9999,2.564,1.13,-1.434,-1.814,-1.064,True,共有
5,领导班子名单查询,2025搜索,2025搜索随机1w,24,108,9983,9999,0.24,1.08,0.84,0.621,1.075,True,共有
