key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ADULT_SEXUALIZED_IMAGE_BROWSE,泛成人性化图片浏览,2025搜索,2025搜索随机1w,16,9,9983,9999,0.16,0.09,-0.07,-0.179,0.031,False,共有
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,2025搜索随机1w,6634,3194,9983,9999,66.453,31.943,-34.51,-35.801,-33.199,True,共有
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,2025搜索随机1w,1089,1120,9983,9999,10.909,11.201,0.293,-0.577,1.162,False,共有
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,2025搜索,2025搜索随机1w,7,4,9983,9999,0.07,0.04,-0.03,-0.109,0.042,False,共有
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,2025搜索随机1w,14,99,9983,9999,0.14,0.99,0.85,0.65,1.071,True,共有
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,2025搜索随机1w,10,12,9983,9999,0.1,0.12,0.02,-0.079,0.12,False,共有
DEATH_VERIFICATION,人物去世传闻与死因核实,2025搜索,2025搜索随机1w,1,3,9983,9999,0.01,0.03,0.02,-0.031,0.079,False,共有
EVALUATION_OPINION_LOOKUP,人物评价与对比观点查询,2025搜索,2025搜索随机1w,14,163,9983,9999,0.14,1.63,1.49,1.241,1.763,True,共有
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,2025搜索随机1w,108,537,9983,9999,1.082,5.371,4.289,3.809,4.784,True,共有
HARD_REFUSE_ILLICIT_IMAGERY_REQUEST,外泄私密与未成年性化影像请求,2025搜索,2025搜索随机1w,1,4,9983,9999,0.01,0.04,0.03,-0.023,0.093,False,共有
OFFICIAL_DOCUMENT_RETRIEVAL,官方文书与讲话原文检索,2025搜索,2025搜索随机1w,0,1,9983,9999,0.0,0.01,0.01,-0.029,0.057,False,b独有
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,2025搜索随机1w,1049,1374,9983,9999,10.508,13.741,3.234,2.329,4.138,True,共有
