外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
裸名人物默认身份查询,2025搜索,2025搜索随机1w,6634,3194,0.4075,0.0337,True,人名查询,79.85,人名查询,43.14,True
裸名人物默认身份查询,2025搜索,2026搜索,6634,4815,0.0262,0.0254,True,人名查询,79.85,人名查询,78.13,True
裸名人物默认身份查询,2025搜索,2026搜索随机1w,6634,3270,0.4729,0.0339,True,人名查询,79.85,查询实体百科信息,43.55,False
裸名人物默认身份查询,2025搜索,助手头部1k,6634,470,0.0798,0.0639,True,人名查询,79.85,人名查询,84.89,True
裸名人物默认身份查询,2025搜索,助手随机1k,6634,96,0.3731,0.129,True,人名查询,79.85,人名查询,47.92,True
裸名人物默认身份查询,2025搜索,助手语音头部1k,6634,665,0.0556,0.0527,True,人名查询,79.85,人名查询,83.46,True
裸名人物默认身份查询,2025搜索,助手语音随机1k,6634,285,0.244,0.0788,True,人名查询,79.85,人名查询,59.65,True
裸名人物默认身份查询,2025搜索随机1w,2026搜索,3194,4815,0.3916,0.037,True,人名查询,43.14,人名查询,78.13,True
裸名人物默认身份查询,2025搜索随机1w,2026搜索随机1w,3194,3270,0.0784,0.0425,True,人名查询,43.14,查询实体百科信息,43.55,False
裸名人物默认身份查询,2025搜索随机1w,助手头部1k,3194,470,0.4543,0.0813,True,人名查询,43.14,人名查询,84.89,True
裸名人物默认身份查询,2025搜索随机1w,助手随机1k,3194,96,0.1446,0.1655,False,人名查询,43.14,人名查询,47.92,True
裸名人物默认身份查询,2025搜索随机1w,助手语音头部1k,3194,665,0.4331,0.0712,True,人名查询,43.14,人名查询,83.46,True
裸名人物默认身份查询,2025搜索随机1w,助手语音随机1k,3194,285,0.233,0.1108,True,人名查询,43.14,人名查询,59.65,True
裸名人物默认身份查询,2026搜索,2026搜索随机1w,4815,3270,0.4568,0.0361,True,人名查询,78.13,查询实体百科信息,43.55,False
裸名人物默认身份查询,2026搜索,助手头部1k,4815,470,0.0912,0.0671,True,人名查询,78.13,人名查询,84.89,True
裸名人物默认身份查询,2026搜索,助手随机1k,4815,96,0.3572,0.1311,True,人名查询,78.13,人名查询,47.92,True
裸名人物默认身份查询,2026搜索,助手语音头部1k,4815,665,0.0701,0.0554,True,人名查询,78.13,人名查询,83.46,True
裸名人物默认身份查询,2026搜索,助手语音随机1k,4815,285,0.2282,0.0854,True,人名查询,78.13,人名查询,59.65,True
裸名人物默认身份查询,2026搜索随机1w,助手头部1k,3270,470,0.5174,0.0822,True,查询实体百科信息,43.55,人名查询,84.89,False
裸名人物默认身份查询,2026搜索随机1w,助手随机1k,3270,96,0.2128,0.175,True,查询实体百科信息,43.55,人名查询,47.92,False
裸名人物默认身份查询,2026搜索随机1w,助手语音头部1k,3270,665,0.4993,0.0748,True,查询实体百科信息,43.55,人名查询,83.46,False
裸名人物默认身份查询,2026搜索随机1w,助手语音随机1k,3270,285,0.295,0.1072,True,查询实体百科信息,43.55,人名查询,59.65,False
裸名人物默认身份查询,助手头部1k,助手随机1k,470,96,0.396,0.1319,True,人名查询,84.89,人名查询,47.92,True
裸名人物默认身份查询,助手头部1k,助手语音头部1k,470,665,0.0449,0.0639,False,人名查询,84.89,人名查询,83.46,True
裸名人物默认身份查询,助手头部1k,助手语音随机1k,470,285,0.2696,0.0967,True,人名查询,84.89,人名查询,59.65,True
裸名人物默认身份查询,助手随机1k,助手语音头部1k,96,665,0.3946,0.1318,True,人名查询,47.92,人名查询,83.46,True
裸名人物默认身份查询,助手随机1k,助手语音随机1k,96,285,0.1774,0.1801,False,人名查询,47.92,人名查询,59.65,True
裸名人物默认身份查询,助手语音头部1k,助手语音随机1k,665,285,0.2752,0.0963,True,人名查询,83.46,人名查询,59.65,True
非人物类目浏览或不可解析查询,2025搜索,2025搜索随机1w,1049,1374,0.3782,0.0712,True,人名查询,47.0,查询实体百科信息,56.84,False
非人物类目浏览或不可解析查询,2025搜索,2026搜索,1049,694,0.0988,0.0829,True,人名查询,47.0,人名查询,43.66,True
非人物类目浏览或不可解析查询,2025搜索,2026搜索随机1w,1049,1349,0.378,0.071,True,人名查询,47.0,查询实体百科信息,57.45,False
非人物类目浏览或不可解析查询,2025搜索,助手头部1k,1049,147,0.3215,0.1532,True,人名查询,47.0,查询实体百科信息,37.41,False
非人物类目浏览或不可解析查询,2025搜索,助手随机1k,1049,147,0.534,0.1425,True,人名查询,47.0,查询实体百科信息,59.86,False
非人物类目浏览或不可解析查询,2025搜索,助手语音头部1k,1049,210,0.1928,0.13,True,人名查询,47.0,人名查询,58.57,True
非人物类目浏览或不可解析查询,2025搜索,助手语音随机1k,1049,174,0.3751,0.1374,True,人名查询,47.0,查询实体百科信息,56.32,False
非人物类目浏览或不可解析查询,2025搜索随机1w,2026搜索,1374,694,0.36,0.0819,True,查询实体百科信息,56.84,人名查询,43.66,False
非人物类目浏览或不可解析查询,2025搜索随机1w,2026搜索随机1w,1374,1349,0.0254,0.0672,False,查询实体百科信息,56.84,查询实体百科信息,57.45,True
非人物类目浏览或不可解析查询,2025搜索随机1w,助手头部1k,1374,147,0.3625,0.1477,True,查询实体百科信息,56.84,查询实体百科信息,37.41,True
非人物类目浏览或不可解析查询,2025搜索随机1w,助手随机1k,1374,147,0.1864,0.1508,True,查询实体百科信息,56.84,查询实体百科信息,59.86,True
非人物类目浏览或不可解析查询,2025搜索随机1w,助手语音头部1k,1374,210,0.5415,0.1293,True,查询实体百科信息,56.84,人名查询,58.57,False
非人物类目浏览或不可解析查询,2025搜索随机1w,助手语音随机1k,1374,174,0.1557,0.1434,True,查询实体百科信息,56.84,查询实体百科信息,56.32,True
非人物类目浏览或不可解析查询,2026搜索,2026搜索随机1w,694,1349,0.356,0.0835,True,人名查询,43.66,查询实体百科信息,57.45,False
非人物类目浏览或不可解析查询,2026搜索,助手头部1k,694,147,0.2574,0.1629,True,人名查询,43.66,查询实体百科信息,37.41,False
非人物类目浏览或不可解析查询,2026搜索,助手随机1k,694,147,0.471,0.1605,True,人名查询,43.66,查询实体百科信息,59.86,False
非人物类目浏览或不可解析查询,2026搜索,助手语音头部1k,694,210,0.2129,0.1321,True,人名查询,43.66,人名查询,58.57,True
非人物类目浏览或不可解析查询,2026搜索,助手语音随机1k,694,174,0.3108,0.1437,True,人名查询,43.66,查询实体百科信息,56.32,False
非人物类目浏览或不可解析查询,2026搜索随机1w,助手头部1k,1349,147,0.3723,0.1487,True,查询实体百科信息,57.45,查询实体百科信息,37.41,True
