层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L1 意图,2025搜索,9983,19,6634,66.45297004908345,77.83046944812382,8772,87.86937794250225,91.5039930641889,9311,93.26855654612842,95.72438991434213,9854,98.70780326555143,98.50380771408064,79.07688731098634,9.659664049161478,9,129,1.2921967344485665,1.4961922859193635,80,1,1,False,98.50380771408064,98.50380771408064,0.0
自上而下 L1 意图,2025搜索随机1w,9999,21,3194,31.943194319431942,39.18144512536832,5688,56.885688568856885,63.488620134859076,7459,74.5974597459746,72.47500768299075,9487,94.87948794879487,92.72737133250176,243.95548526841458,3.0298100041578535,11,512,5.120512051205125,7.272628667498239,241,1,1,False,92.72737133250176,92.72737133250176,0.0
自上而下 L1 意图,2026搜索,9982,19,4815,48.23682628731717,58.78831744328644,8396,84.11140052093769,86.62924945382379,9310,93.26788218793828,95.5748358388195,9895,99.128431176117,99.36813650563877,518.6102052432769,2.297588500071556,9,87,0.8715688238829955,0.6318634943612267,53,1,1,False,99.36813650563877,99.36813650563877,0.0
自上而下 L1 意图,2026搜索随机1w,10000,19,3270,32.7,50.20566026152618,5807,58.07,64.10461047332556,7689,76.89,78.9213579716373,9483,94.83,88.52599914052429,19.869306571690725,20.92516422125361,9,517,5.170000000000002,11.474000859475709,209,1,1,False,88.52599914052429,88.52599914052429,0.0
自上而下 L1 意图,助手头部1k,889,17,470,52.86839145106862,57.58733895972542,678,76.26546681664792,77.97623982358111,757,85.15185601799774,87.51222828339773,857,96.40044994375702,97.0589942133276,222.0807486383696,3.9283878562782912,7,32,3.5995500562429754,2.941005786672406,17,1,1,False,97.0589942133276,97.0589942133276,0.0
自上而下 L1 意图,助手随机1k,950,16,147,15.473684210526315,14.39267886855241,384,40.421052631578945,35.940099833610645,577,60.73684210526316,66.13976705490849,852,89.6842105263158,91.43094841930116,156.73725320026037,5.990016638935107,6,98,10.315789473684205,8.56905158069884,34,1,1,False,91.43094841930116,91.43094841930116,0.0
自上而下 L1 意图,助手语音头部1k,999,16,665,66.56656656656656,66.354556803995,896,89.68968968968969,90.79035820608856,934,93.49349349349349,94.06030922884855,987,98.7987987987988,98.60750984346491,456.0179033295904,2.2760011524056467,6,12,1.2012012012012008,1.3924901565350893,6,1,1,False,98.60750984346491,98.60750984346491,0.0
自上而下 L1 意图,助手语音随机1k,1000,17,285,28.5,31.379025598678783,559,55.9,59.124690338563184,704,70.4,72.25433526011561,956,95.6,95.45829892650701,477.53858677955054,1.981833195706028,7,44,4.400000000000006,4.5417010734929875,28,1,1,False,95.45829892650701,95.45829892650701,0.0
自上而下 L2 子意图,2025搜索,9983,49,3063,30.68215967144145,47.32886383397453,5960,59.701492537313435,71.496699612774,7410,74.22618451367325,80.785562984629,8728,87.42862866873685,90.99144224987909,79.07688731098634,9.659664049161478,39,1255,12.571371331263151,9.008557750120914,177,1,1,False,90.99144224987909,90.99144224987909,0.0
自上而下 L2 子意图,2025搜索随机1w,9999,53,1550,15.5015501550155,7.569101722797692,3575,35.75357535753575,31.502069888099488,4517,45.174517451745174,37.51649583310735,6344,63.44634463446344,61.77847677929025,243.95548526841458,3.0298100041578535,43,3655,36.55365536553656,38.22152322070975,299,1,1,False,61.77847677929025,61.77847677929025,0.0
自上而下 L2 子意图,2026搜索,9982,48,2262,22.660789420957723,30.29548113222333,4412,44.19955920657183,49.56462633274572,5979,59.897816068924065,65.21482588008043,8174,81.8873973151673,83.296591855365,518.6102052432769,2.297588500071556,38,1808,18.112602684832694,16.703408144635006,359,1,1,False,83.296591855365,83.296591855365,0.0
