key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
BARE_NAME_DEFAULT_LOOKUP__1,BARE_NAME_DEFAULT_LOOKUP__1,2025搜索,显著高于其余全部,3063,9983,30.682,12.351,0.781,7
BARE_NAME_DEFAULT_LOOKUP__1,BARE_NAME_DEFAULT_LOOKUP__1,助手随机1k,显著低于其余全部,22,950,2.316,16.844,-2.346,7
BARE_NAME_DEFAULT_LOOKUP__4,BARE_NAME_DEFAULT_LOOKUP__4,助手随机1k,显著低于其余全部,22,950,2.316,8.753,-0.561,7
OUT_OF_SCOPE_OR_UNPARSEABLE__1,OUT_OF_SCOPE_OR_UNPARSEABLE__1,2026搜索,显著低于其余全部,635,9982,6.361,12.2,-1.985,7
POST_TENURE_AND_MOVE_RESOLUTION__2,POST_TENURE_AND_MOVE_RESOLUTION__2,助手随机1k,显著高于其余全部,90,950,9.474,1.307,4.471,7
BARE_NAME_DEFAULT_LOOKUP__2,BARE_NAME_DEFAULT_LOOKUP__2,助手随机1k,显著低于其余全部,9,950,0.947,7.857,-1.446,7
BARE_NAME_DEFAULT_LOOKUP__2,BARE_NAME_DEFAULT_LOOKUP__2,助手语音头部1k,显著高于其余全部,182,999,18.218,7.462,1.427,7
BARE_NAME_DEFAULT_LOOKUP__5,BARE_NAME_DEFAULT_LOOKUP__5,2026搜索随机1w,显著高于其余全部,1812,10000,18.12,6.494,1.582,7
PLATFORM_DIRECTED_TASK__2,PLATFORM_DIRECTED_TASK__2,2026搜索,显著高于其余全部,502,9982,5.029,0.615,3.551,7
BIO_PROFILE_LOOKUP__5,BIO_PROFILE_LOOKUP__5,2026搜索,显著高于其余全部,325,9982,3.256,0.376,2.031,7
BIO_PROFILE_LOOKUP__4,BIO_PROFILE_LOOKUP__4,2026搜索,显著高于其余全部,1061,9982,10.629,3.119,4.441,7
BIO_PROFILE_LOOKUP__4,BIO_PROFILE_LOOKUP__4,助手语音头部1k,显著低于其余全部,1,999,0.1,4.941,-0.091,7
REVERSE_ENTITY_RESOLUTION__1,REVERSE_ENTITY_RESOLUTION__1,助手语音随机1k,显著高于其余全部,39,1000,3.9,1.196,0.026,7
RELATION_AND_FAMILY_LOOKUP__5,RELATION_AND_FAMILY_LOOKUP__5,助手随机1k,显著高于其余全部,48,950,5.053,0.908,0.453,7
PERSON_LIST_LOOKUP__2,PERSON_LIST_LOOKUP__2,2025搜索,显著低于其余全部,78,9983,0.781,2.67,-0.023,7
PERSON_LIST_LOOKUP__2,PERSON_LIST_LOOKUP__2,助手随机1k,显著高于其余全部,65,950,6.842,2.138,1.164,7
PLATFORM_DIRECTED_TASK__1,PLATFORM_DIRECTED_TASK__1,2026搜索,显著高于其余全部,359,9982,3.596,0.074,2.364,7
CURRENT_STATUS_TRACKING__1,CURRENT_STATUS_TRACKING__1,助手随机1k,显著高于其余全部,12,950,1.263,0.105,0.238,7
CAUSAL_EXPLANATION__1,CAUSAL_EXPLANATION__1,助手随机1k,显著高于其余全部,30,950,3.158,0.53,0.308,7
FICTIONAL_PLOT_SETTING_LOOKUP__2,FICTIONAL_PLOT_SETTING_LOOKUP__2,助手语音随机1k,显著高于其余全部,43,1000,4.3,1.276,0.147,7
EVALUATION_OPINION_LOOKUP__1,EVALUATION_OPINION_LOOKUP__1,助手随机1k,显著高于其余全部,57,950,6.0,0.789,0.686,7
REVERSE_ENTITY_RESOLUTION__2,REVERSE_ENTITY_RESOLUTION__2,2026搜索,显著低于其余全部,19,9982,0.19,0.648,-0.033,7
SINGLE_ATTRIBUTE_FACTOID__3,SINGLE_ATTRIBUTE_FACTOID__3,助手语音头部1k,显著高于其余全部,10,999,1.001,0.182,0.09,7
POST_TENURE_AND_MOVE_RESOLUTION__6,POST_TENURE_AND_MOVE_RESOLUTION__6,2026搜索随机1w,显著高于其余全部,538,10000,5.38,1.538,0.371,7
BIO_PROFILE_LOOKUP__3,BIO_PROFILE_LOOKUP__3,2026搜索,显著高于其余全部,361,9982,3.617,0.027,3.063,7
PRIVATE_INDIVIDUAL_DATA_PROBE__2,PRIVATE_INDIVIDUAL_DATA_PROBE__2,助手随机1k,显著高于其余全部,16,950,1.684,0.336,0.303,7
PRIVATE_INDIVIDUAL_DATA_PROBE__1,PRIVATE_INDIVIDUAL_DATA_PROBE__1,助手随机1k,显著高于其余全部,17,950,1.789,0.401,0.262,7
