key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,流量最高,陈小江,961536.0
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,流量最高,马兴瑞,502916.0
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,流量最高,韦韬,170243.0
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,随机,陈小冮,1088.0
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,随机,黄克功,347.0
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,2025搜索,6634,6581,随机,张惠妹,767.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,流量最高,法国空姐,16440.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,流量最高,波多野结衣,12620.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,流量最高,哪吒,10433.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,随机,冥王星,366.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,随机,金正恩女儿,339.0
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,2025搜索,1049,953,随机,李献林叶金广案例,211.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,流量最高,韦东奕晋升北大长聘副教授?校方回应,16167.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,流量最高,韦韬任职公示,7415.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,流量最高,格力集团董事长变更,2514.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,随机,韦滔调回广西壮族自治区,562.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,随机,陈小江现任,1277.0
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2025搜索,373,70,随机,陈小华任番禺代理区长,252.0
ADULT_SEXUALIZED_IMAGE_BROWSE,泛成人性化图片浏览,2025搜索,16,0,不引原文（该类该快照的行全部命中风控图层或引用护栏）,,
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,流量最高,鹿晗关晓彤宣布最新消息,18283.0
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,流量最高,鹿晗关晓彤最新消息,5550.0
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,流量最高,肖战百度送花入口,4792.0
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,随机,马云去哪了 怎么没消息了,346.0
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,随机,刘宇宁微博,331.0
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,2025搜索,61,61,随机,戏精林克微博,346.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,流量最高,陈小涛简介,17665.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,流量最高,陈小江简历,15161.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,流量最高,陈小江简历资料,14426.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,随机,梓瑜个人资料,477.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,随机,汪精卫简介个人简历及事迹,325.0
BIO_PROFILE_LOOKUP,人物简介履历资料查询,2025搜索,1089,1067,随机,李一桐个人资料简介,1756.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,流量最高,四大名著的作者分别是,1985.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,流量最高,闻鸡起舞的主人公是谁,1772.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,流量最高,春晓的作者到底是谁,1560.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,随机,海的女儿作者是谁,277.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,随机,河南首富排名第一是谁,347.0
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,2025搜索,80,79,随机,老人与海的作者是,225.0
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,2025搜索,7,1,流量最高,新疆维吾尔自治区陈小江,284.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,流量最高,李爱庆的四大宠男是哪四个,5968.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,流量最高,白玉兰获奖名单,3130.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,流量最高,十大元帅,2817.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,随机,地方党政人物领导库人民网,243.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,随机,央视主持人名单大全,335.0
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,2025搜索,155,82,随机,正国级有哪些职位,250.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,流量最高,关晓彤和鹿晗最新消息,6698.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,流量最高,王安宇和关晓彤,3509.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,流量最高,陈晓毛晓彤在一起了吗,3471.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,随机,范丞丞和范冰冰什么关系,459.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,随机,鹿晗和关晓彤现在还在一起吗,1305.0
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,2025搜索,166,76,随机,宋佳有孩子吗,434.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,流量最高,赵薇现状最新消息,3941.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,流量最高,马云现在的景况,687.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,流量最高,郑爽现状最新消息,520.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,随机,赵薇近况最新消息2025,318.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,随机,济公扮演者游本昌如今90岁高龄,249.0
CURRENT_STATUS_TRACKING,已知人物近况追踪,2025搜索,10,10,随机,刘晓庆目前真实现状,493.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,流量最高,哪吒图片,2893.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,流量最高,财神爷图片,1574.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,流量最高,腹肌男图片,1393.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,随机,王安宇图片,249.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,随机,孔子照片,318.0
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,2025搜索,86,80,随机,腹肌照片,230.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,流量最高,鹿晗为什么暴瘦,2807.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,流量最高,特朗普为何帮中国说好话,1443.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,流量最高,你认为鹿晗状态回春的原因是什么,1207.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,随机,鹿晗暴瘦原因,256.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,随机,蔡和森向警予离婚的原因,359.0
CAUSAL_EXPLANATION,人物相关原因与解释查询,2025搜索,14,13,随机,鹿晗关晓彤为啥分开了,992.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,流量最高,鹿晗怎么不录五哈了,2686.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,流量最高,鹿晗怎么了,2293.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,流量最高,灰原哀,1517.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,随机,李一桐和白鹿,450.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,随机,本草纲目的作者是,240.0
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,2025搜索,108,101,随机,青鬼,228.0
EVALUATION_OPINION_LOOKUP,人物评价与对比观点查询,2025搜索,14,12,流量最高,陈思诚否认李庚希是京圈公主,2074.0
