key,类目,缺席快照,该快照n,其余快照条数,其余快照n,参照占比%,期望条数,P(0),该快照上界%,最高占比快照,最高占比%,判定
ADULT_SEXUALIZED_IMAGE_BROWSE,泛成人性化图片浏览,助手随机1k,950,57,42852,0.133,1.26,0.2824,0.388,助手语音头部1k,0.601,不可判定（样本量不足）
ADULT_SEXUALIZED_IMAGE_BROWSE,泛成人性化图片浏览,助手语音随机1k,1000,57,42802,0.133,1.33,0.2638,0.368,助手语音头部1k,0.601,不可判定（样本量不足）
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,2026搜索随机1w,10000,12,33802,0.036,3.55,0.0287,0.037,2025搜索,0.07,偏少但证据弱
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,助手头部1k,889,12,42913,0.028,0.25,0.7799,0.414,2025搜索,0.07,不可判定（样本量不足）
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,助手随机1k,950,12,42852,0.028,0.27,0.7664,0.388,2025搜索,0.07,不可判定（样本量不足）
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,助手语音头部1k,999,12,42803,0.028,0.28,0.7557,0.369,2025搜索,0.07,不可判定（样本量不足）
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,助手语音随机1k,1000,12,42802,0.028,0.28,0.7555,0.368,2025搜索,0.07,不可判定（样本量不足）
CURRENT_STATUS_TRACKING,已知人物近况追踪,助手语音头部1k,999,57,42803,0.133,1.33,0.2642,0.369,助手随机1k,1.263,不可判定（样本量不足）
CURRENT_STATUS_TRACKING,已知人物近况追踪,助手语音随机1k,1000,57,42802,0.133,1.33,0.2638,0.368,助手随机1k,1.263,不可判定（样本量不足）
CAUSAL_EXPLANATION,人物相关原因与解释查询,助手语音头部1k,999,257,42803,0.6,6.0,0.0024,0.369,助手随机1k,3.158,真缺席
DEATH_VERIFICATION,人物去世传闻与死因核实,2026搜索,9982,15,33820,0.044,4.43,0.0119,0.037,助手随机1k,0.316,偏少但证据弱
DEATH_VERIFICATION,人物去世传闻与死因核实,助手头部1k,889,15,42913,0.035,0.31,0.7329,0.414,助手随机1k,0.316,不可判定（样本量不足）
DEATH_VERIFICATION,人物去世传闻与死因核实,助手语音头部1k,999,15,42803,0.035,0.35,0.7046,0.369,助手随机1k,0.316,不可判定（样本量不足）
PRIVATE_INDIVIDUAL_DATA_PROBE,特定个人敏感信息与素人核查,助手头部1k,889,349,42913,0.813,7.23,0.0007,0.414,助手随机1k,3.474,真缺席
HARD_REFUSE_ILLICIT_IMAGERY_REQUEST,外泄私密与未成年性化影像请求,助手随机1k,950,18,42852,0.042,0.4,0.6709,0.388,助手语音随机1k,0.3,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,2025搜索,9983,4,33819,0.012,1.18,0.307,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,2026搜索,9982,4,33820,0.012,1.18,0.3071,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,2026搜索随机1w,10000,4,33802,0.012,1.18,0.3062,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,助手随机1k,950,4,42852,0.009,0.09,0.9151,0.388,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,助手语音头部1k,999,4,42803,0.009,0.09,0.9109,0.369,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,助手语音随机1k,1000,4,42802,0.009,0.09,0.9108,0.368,助手头部1k,0.225,不可判定（样本量不足）
OFFICIAL_DOCUMENT_RETRIEVAL,官方文书与讲话原文检索,2025搜索,9983,21,33819,0.062,6.2,0.002,0.037,助手语音随机1k,0.2,真缺席
OFFICIAL_DOCUMENT_RETRIEVAL,官方文书与讲话原文检索,助手头部1k,889,21,42913,0.049,0.44,0.6472,0.414,助手语音随机1k,0.2,不可判定（样本量不足）
OFFICIAL_DOCUMENT_RETRIEVAL,官方文书与讲话原文检索,助手随机1k,950,21,42852,0.049,0.47,0.6277,0.388,助手语音随机1k,0.2,不可判定（样本量不足）
