key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
BIO_PROFILE_LOOKUP,人物简介履历资料查询,6039,39964,15.111,175,3838,4.56,-10.551,-11.262,-9.764,True,两界面都有,,,,2.82
BARE_NAME_DEFAULT_LOOKUP,裸名人物默认身份查询,17913,39964,44.823,1516,3838,39.5,-5.323,-6.934,-3.692,True,两界面都有,,,,7.8
PLATFORM_DIRECTED_TASK,指定平台页面导航或平台互动,1079,39964,2.7,15,3838,0.391,-2.309,-2.534,-2.013,True,两界面都有,,,,1.37
PORTRAIT_IMAGE_REQUEST,人物照片图集查询,599,39964,1.499,36,3838,0.938,-0.561,-0.849,-0.185,True,两界面都有,,,,5.67
BREAKING_NEWS_CONTEXTUALIZATION,突发人事新闻语境化,12,39964,0.03,0,3838,0.0,-0.03,-0.052,0.071,False,仅搜索,1.15,0.3158,不可判定（样本量不足）,0.0
OFFICIAL_DOCUMENT_RETRIEVAL,官方文书与讲话原文检索,18,39964,0.045,3,3838,0.078,0.033,-0.025,0.185,False,两界面都有,,,,14.29
SCANDAL_BLACK_MATERIAL_CONSUMPTION,名人黑料与绯闻消费,2,39964,0.005,2,3838,0.052,0.047,0.007,0.185,True,两界面都有,,,,50.0
DEATH_VERIFICATION,人物去世传闻与死因核实,11,39964,0.028,4,3838,0.104,0.077,0.009,0.241,True,两界面都有,,,,26.67
HARD_REFUSE_ILLICIT_IMAGERY_REQUEST,外泄私密与未成年性化影像请求,13,39964,0.033,5,3838,0.13,0.098,0.02,0.273,True,两界面都有,,,,27.78
ADULT_SEXUALIZED_IMAGE_BROWSE,泛成人性化图片浏览,46,39964,0.115,11,3838,0.287,0.172,0.039,0.399,True,两界面都有,,,,19.3
POST_TENURE_AND_MOVE_RESOLUTION,职务任免与现职级别核查,2806,39964,7.021,277,3838,7.217,0.196,-0.621,1.093,False,两界面都有,,,,8.98
CURRENT_STATUS_TRACKING,已知人物近况追踪,43,39964,0.108,14,3838,0.365,0.257,0.105,0.505,True,两界面都有,,,,24.56
PERSON_LIST_LOOKUP,人物名单与条件式人物列表查询,1870,39964,4.679,190,3838,4.95,0.271,-0.405,1.031,False,两界面都有,,,,9.22
PRIVATE_INDIVIDUAL_DATA_PROBE,特定个人敏感信息与素人核查,306,39964,0.766,43,3838,1.12,0.355,0.053,0.748,True,两界面都有,,,,12.32
CAUSAL_EXPLANATION,人物相关原因与解释查询,201,39964,0.503,56,3838,1.459,0.956,0.614,1.392,True,两界面都有,,,,21.79
FICTIONAL_PLOT_SETTING_LOOKUP,虚构角色剧情与设定查询,1091,39964,2.73,153,3838,3.986,1.256,0.659,1.941,True,两界面都有,,,,12.3
REVERSE_ENTITY_RESOLUTION,由作品或角色反向解析人物,665,39964,1.664,124,3838,3.231,1.567,1.036,2.187,True,两界面都有,,,,15.72
SINGLE_ATTRIBUTE_FACTOID,人物单项属性事实查询,1048,39964,2.622,175,3838,4.56,1.937,1.301,2.66,True,两界面都有,,,,14.31
RELATION_AND_FAMILY_LOOKUP,亲属关系与家庭背景查询,1405,39964,3.516,232,3838,6.045,2.529,1.795,3.347,True,两界面都有,,,,14.17
EVALUATION_OPINION_LOOKUP,人物评价与对比观点查询,331,39964,0.828,129,3838,3.361,2.533,1.999,3.157,True,两界面都有,,,,28.04
OUT_OF_SCOPE_OR_UNPARSEABLE,非人物类目浏览或不可解析查询,4466,39964,11.175,678,3838,17.665,6.49,5.275,7.766,True,两界面都有,,,,13.18
