key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
3,查询高校与职业院校信息,5080,19970,25.438,41,1829,2.242,-23.196,-24.041,-22.209,True,两界面都有,,,,0.8
5,英文单词查询,3453,19970,17.291,52,1829,2.843,-14.448,-15.301,-13.439,True,两界面都有,,,,1.48
8,汉语拼音查询,2523,19970,12.634,56,1829,3.062,-9.572,-10.411,-8.57,True,两界面都有,,,,2.17
10,汉字笔顺查询,379,19970,1.898,3,1829,0.164,-1.734,-1.96,-1.369,True,两界面都有,,,,0.79
11,录取分数线查询,679,19970,3.4,31,1829,1.695,-1.705,-2.267,-0.964,True,两界面都有,,,,4.37
19,教育考试院官网查询,288,19970,1.442,1,1829,0.055,-1.387,-1.568,-1.089,True,两界面都有,,,,0.35
20,查询中考成绩,345,19970,1.728,12,1829,0.656,-1.071,-1.41,-0.555,True,两界面都有,,,,3.36
21,高考志愿填报信息查询,174,19970,0.871,2,1829,0.109,-0.762,-0.922,-0.45,True,两界面都有,,,,1.14
17,官网入口查询,170,19970,0.851,2,1829,0.109,-0.742,-0.9,-0.43,True,两界面都有,,,,1.16
18,教育服务平台官网查询,156,19970,0.781,1,1829,0.055,-0.726,-0.866,-0.448,True,两界面都有,,,,0.64
16,考试招生官网查询,156,19970,0.781,3,1829,0.164,-0.617,-0.788,-0.28,True,两界面都有,,,,1.89
6,查询院校与专业信息,1350,19970,6.76,119,1829,6.506,-0.254,-1.355,1.016,False,两界面都有,,,,8.1
1,职业资格考试报名信息查询,171,19970,0.856,13,1829,0.711,-0.146,-0.471,0.37,False,两界面都有,,,,7.07
14,查询词语对应生肖,211,19970,1.057,19,1829,1.039,-0.018,-0.42,0.575,False,两界面都有,,,,8.26
15,生肖谜底查询,242,19970,1.212,24,1829,1.312,0.1,-0.358,0.749,False,两界面都有,,,,9.02
22,高考信息查询,148,19970,0.741,16,1829,0.875,0.134,-0.226,0.686,False,两界面都有,,,,9.76
2,查询单字与极短词条信息,1021,19970,5.113,139,1829,7.6,2.487,1.317,3.826,True,两界面都有,,,,11.98
0,字词概念释义查询,770,19970,3.856,133,1829,7.272,3.416,2.279,4.723,True,两界面都有,,,,14.73
24,查询好词好句与名言故事素材,275,19970,1.377,116,1829,6.342,4.965,3.923,6.186,True,两界面都有,,,,29.67
23,短词模糊查询处理,374,19970,1.873,195,1829,10.662,8.789,7.441,10.297,True,两界面都有,,,,34.27
4,获取与生成文本内容,2005,19970,10.04,851,1829,46.528,36.488,34.173,38.815,True,两界面都有,,,,29.8
