key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,字词概念释义查询,2025搜索,2026搜索,365,405,9989,9981,3.654,4.058,0.404,-0.131,0.939,False,共有
1,职业资格考试报名信息查询,2025搜索,2026搜索,77,94,9989,9981,0.771,0.942,0.171,-0.086,0.431,False,共有
10,汉字笔顺查询,2025搜索,2026搜索,133,246,9989,9981,1.331,2.465,1.133,0.757,1.517,True,共有
11,录取分数线查询,2025搜索,2026搜索,422,257,9989,9981,4.225,2.575,-1.65,-2.156,-1.149,True,共有
14,查询词语对应生肖,2025搜索,2026搜索,96,115,9989,9981,0.961,1.152,0.191,-0.094,0.478,False,共有
15,生肖谜底查询,2025搜索,2026搜索,87,155,9989,9981,0.871,1.553,0.682,0.38,0.991,True,共有
16,考试招生官网查询,2025搜索,2026搜索,53,103,9989,9981,0.531,1.032,0.501,0.259,0.752,True,共有
17,官网入口查询,2025搜索,2026搜索,69,101,9989,9981,0.691,1.012,0.321,0.066,0.581,True,共有
18,教育服务平台官网查询,2025搜索,2026搜索,64,92,9989,9981,0.641,0.922,0.281,0.036,0.53,True,共有
19,教育考试院官网查询,2025搜索,2026搜索,131,157,9989,9981,1.311,1.573,0.262,-0.07,0.595,False,共有
2,查询单字与极短词条信息,2025搜索,2026搜索,442,579,9989,9981,4.425,5.801,1.376,0.766,1.989,True,共有
20,查询中考成绩,2025搜索,2026搜索,181,164,9989,9981,1.812,1.643,-0.169,-0.533,0.194,False,共有
21,高考志愿填报信息查询,2025搜索,2026搜索,100,74,9989,9981,1.001,0.741,-0.26,-0.522,-0.001,True,共有
22,高考信息查询,2025搜索,2026搜索,75,73,9989,9981,0.751,0.731,-0.019,-0.26,0.221,False,共有
23,短词模糊查询处理,2025搜索,2026搜索,177,197,9989,9981,1.772,1.974,0.202,-0.175,0.58,False,共有
24,查询好词好句与名言故事素材,2025搜索,2026搜索,138,137,9989,9981,1.382,1.373,-0.009,-0.334,0.316,False,共有
3,查询高校与职业院校信息,2025搜索,2026搜索,2672,2408,9989,9981,26.749,24.126,-2.624,-3.831,-1.416,True,共有
4,获取与生成文本内容,2025搜索,2026搜索,1031,974,9989,9981,10.321,9.759,-0.563,-1.397,0.271,False,共有
5,英文单词查询,2025搜索,2026搜索,1862,1591,9989,9981,18.641,15.94,-2.7,-3.748,-1.652,True,共有
6,查询院校与专业信息,2025搜索,2026搜索,722,628,9989,9981,7.228,6.292,-0.936,-1.633,-0.24,True,共有
8,汉语拼音查询,2025搜索,2026搜索,1092,1431,9989,9981,10.932,14.337,3.405,2.485,4.326,True,共有
0,字词概念释义查询,2025搜索,助手头部1k,365,36,9989,859,3.654,4.191,0.537,-0.675,2.132,False,共有
1,职业资格考试报名信息查询,2025搜索,助手头部1k,77,6,9989,859,0.771,0.698,-0.072,-0.496,0.759,False,共有
10,汉字笔顺查询,2025搜索,助手头部1k,133,0,9989,859,1.331,0.0,-1.331,-1.576,-0.841,True,a独有
11,录取分数线查询,2025搜索,助手头部1k,422,4,9989,859,4.225,0.466,-3.759,-4.26,-2.941,True,共有
14,查询词语对应生肖,2025搜索,助手头部1k,96,11,9989,859,0.961,1.281,0.32,-0.283,1.332,False,共有
15,生肖谜底查询,2025搜索,助手头部1k,87,15,9989,859,0.871,1.746,0.875,0.161,2.002,True,共有
16,考试招生官网查询,2025搜索,助手头部1k,53,2,9989,859,0.531,0.233,-0.298,-0.532,0.327,False,共有
17,官网入口查询,2025搜索,助手头部1k,69,0,9989,859,0.691,0.0,-0.691,-0.873,-0.223,True,a独有
18,教育服务平台官网查询,2025搜索,助手头部1k,64,0,9989,859,0.641,0.0,-0.641,-0.817,-0.174,True,a独有
19,教育考试院官网查询,2025搜索,助手头部1k,131,1,9989,859,1.311,0.116,-1.195,-1.456,-0.617,True,共有
2,查询单字与极短词条信息,2025搜索,助手头部1k,442,136,9989,859,4.425,15.832,11.407,9.081,14.029,True,共有
20,查询中考成绩,2025搜索,助手头部1k,181,1,9989,859,1.812,0.116,-1.696,-1.992,-1.103,True,共有
21,高考志愿填报信息查询,2025搜索,助手头部1k,100,2,9989,859,1.001,0.233,-0.768,-1.042,-0.131,True,共有
22,高考信息查询,2025搜索,助手头部1k,75,10,9989,859,0.751,1.164,0.413,-0.15,1.391,False,共有
23,短词模糊查询处理,2025搜索,助手头部1k,177,183,9989,859,1.772,21.304,19.532,16.91,22.405,True,共有
24,查询好词好句与名言故事素材,2025搜索,助手头部1k,138,56,9989,859,1.382,6.519,5.138,3.652,7.002,True,共有
3,查询高校与职业院校信息,2025搜索,助手头部1k,2672,14,9989,859,26.749,1.63,-25.12,-26.215,-23.734,True,共有
4,获取与生成文本内容,2025搜索,助手头部1k,1031,295,9989,859,10.321,34.342,24.021,20.862,27.312,True,共有
5,英文单词查询,2025搜索,助手头部1k,1862,29,9989,859,18.641,3.376,-15.264,-16.542,-13.649,True,共有
6,查询院校与专业信息,2025搜索,助手头部1k,722,27,9989,859,7.228,3.143,-4.085,-5.191,-2.609,True,共有
8,汉语拼音查询,2025搜索,助手头部1k,1092,31,9989,859,10.932,3.609,-7.323,-8.55,-5.738,True,共有
0,字词概念释义查询,2025搜索,助手随机1k,365,97,9989,970,3.654,10.0,6.346,4.57,8.424,True,共有
1,职业资格考试报名信息查询,2025搜索,助手随机1k,77,7,9989,970,0.771,0.722,-0.049,-0.467,0.727,False,共有
10,汉字笔顺查询,2025搜索,助手随机1k,133,3,9989,970,1.331,0.309,-1.022,-1.34,-0.391,True,共有
11,录取分数线查询,2025搜索,助手随机1k,422,27,9989,970,4.225,2.784,-1.441,-2.398,-0.149,True,共有
14,查询词语对应生肖,2025搜索,助手随机1k,96,8,9989,970,0.961,0.825,-0.136,-0.594,0.677,False,共有
15,生肖谜底查询,2025搜索,助手随机1k,87,9,9989,970,0.871,0.928,0.057,-0.426,0.899,False,共有
16,考试招生官网查询,2025搜索,助手随机1k,53,1,9989,970,0.531,0.103,-0.427,-0.611,0.067,False,共有
17,官网入口查询,2025搜索,助手随机1k,69,2,9989,970,0.691,0.206,-0.485,-0.721,0.077,False,共有
18,教育服务平台官网查询,2025搜索,助手随机1k,64,1,9989,970,0.641,0.103,-0.538,-0.734,-0.039,True,共有
19,教育考试院官网查询,2025搜索,助手随机1k,131,0,9989,970,1.311,0.0,-1.311,-1.554,-0.867,True,a独有
2,查询单字与极短词条信息,2025搜索,助手随机1k,442,3,9989,970,4.425,0.309,-4.116,-4.584,-3.405,True,共有
20,查询中考成绩,2025搜索,助手随机1k,181,11,9989,970,1.812,1.134,-0.678,-1.251,0.24,False,共有
