key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
12,查询高校与职业院校信息,5080,19970,25.438,41,1829,2.242,-23.196,-24.041,-22.209,True,两界面都有,,,,0.8
26,英文单词查询,3453,19970,17.291,52,1829,2.843,-14.448,-15.301,-13.439,True,两界面都有,,,,1.48
39,查询中文内容拼音读音,2378,19970,11.908,43,1829,2.351,-9.557,-10.312,-8.642,True,两界面都有,,,,1.78
10,汉字读音释义查询,711,19970,3.56,20,1829,1.093,-2.467,-2.934,-1.827,True,两界面都有,,,,2.74
44,汉字笔顺查询,379,19970,1.898,3,1829,0.164,-1.734,-1.96,-1.369,True,两界面都有,,,,0.79
45,录取分数线查询,679,19970,3.4,31,1829,1.695,-1.705,-2.267,-0.964,True,两界面都有,,,,4.37
8,教育考试院官网查询,288,19970,1.442,1,1829,0.055,-1.387,-1.568,-1.089,True,两界面都有,,,,0.35
32,查询专业与院校信息,289,19970,1.447,2,1829,0.109,-1.338,-1.53,-1.01,True,两界面都有,,,,0.69
30,查询高校一本二本层次,215,19970,1.077,0,1829,0.0,-1.077,-1.229,-0.828,True,仅搜索,19.69,0.0,真缺席,0.0
9,查询中考成绩,345,19970,1.728,12,1829,0.656,-1.071,-1.41,-0.555,True,两界面都有,,,,3.36
34,高校985/211属性查询,209,19970,1.047,2,1829,0.109,-0.937,-1.108,-0.62,True,两界面都有,,,,0.95
33,查询专业学习内容与就业方向,186,19970,0.931,2,1829,0.109,-0.822,-0.986,-0.508,True,两界面都有,,,,1.06
48,高考志愿填报信息查询,174,19970,0.871,2,1829,0.109,-0.762,-0.922,-0.45,True,两界面都有,,,,1.14
6,官网入口查询,170,19970,0.851,2,1829,0.109,-0.742,-0.9,-0.43,True,两界面都有,,,,1.16
7,教育服务平台官网查询,156,19970,0.781,1,1829,0.055,-0.726,-0.866,-0.448,True,两界面都有,,,,0.64
0,词语释义查询,553,19970,2.769,38,1829,2.078,-0.692,-1.3,0.1,False,两界面都有,,,,6.43
28,专业就业方向及前景查询,178,19970,0.891,5,1829,0.273,-0.618,-0.828,-0.233,True,两界面都有,,,,2.73
4,考试招生官网查询,156,19970,0.781,3,1829,0.164,-0.617,-0.788,-0.28,True,两界面都有,,,,1.89
41,多音字组词查询,61,19970,0.305,1,1829,0.055,-0.251,-0.348,0.012,False,两界面都有,,,,1.61
5,查询职业资格考试报名信息,171,19970,0.856,13,1829,0.711,-0.146,-0.471,0.37,False,两界面都有,,,,7.07
56,查询事物区别,56,19970,0.28,4,1829,0.219,-0.062,-0.219,0.287,False,两界面都有,,,,6.67
2,查询词语对应生肖,211,19970,1.057,19,1829,1.039,-0.018,-0.42,0.575,False,两界面都有,,,,8.26
21,生肖谜底查询,242,19970,1.212,24,1829,1.312,0.1,-0.358,0.749,False,两界面都有,,,,9.02
49,高考信息查询,148,19970,0.741,16,1829,0.875,0.134,-0.226,0.686,False,两界面都有,,,,9.76
57,查询拼音字母与声韵母发音表,84,19970,0.421,12,1829,0.656,0.235,-0.062,0.729,False,两界面都有,,,,12.5
1,查询汉字与词语,68,19970,0.341,20,1829,1.093,0.753,0.358,1.347,True,两界面都有,,,,22.73
29,院校专业名单查询,41,19970,0.205,19,1829,1.039,0.834,0.454,1.414,True,两界面都有,,,,31.67
25,汉字组词查询,278,19970,1.392,42,1829,2.296,0.904,0.287,1.712,True,两界面都有,,,,13.12
23,查找古诗文原文,657,19970,3.29,77,1829,4.21,0.92,0.053,1.968,True,两界面都有,,,,10.49
55,查询院校基本信息,82,19970,0.411,34,1829,1.859,1.448,0.913,2.18,True,两界面都有,,,,29.31
31,考试升学报考条件与学制学费查询,94,19970,0.471,51,1829,2.788,2.318,1.648,3.181,True,两界面都有,,,,35.17
24,中英文翻译查询,382,19970,1.913,87,1829,4.757,2.844,1.937,3.933,True,两界面都有,,,,18.55
52,查询词语概念含义与基础常识,149,19970,0.746,75,1829,4.101,3.354,2.528,4.37,True,两界面都有,,,,33.48
53,查询极短词条,310,19970,1.552,119,1829,6.506,4.954,3.897,6.189,True,两界面都有,,,,27.74
20,查询好词好句与名言故事素材,275,19970,1.377,116,1829,6.342,4.965,3.923,6.186,True,两界面都有,,,,29.67
11,短词模糊查询处理,374,19970,1.873,195,1829,10.662,8.789,7.441,10.297,True,两界面都有,,,,34.27
54,按需求生成与改写文本,300,19970,1.502,309,1829,16.894,15.392,13.735,17.186,True,两界面都有,,,,50.74
22,生成作业与学习内容,388,19970,1.943,336,1829,18.371,16.428,14.708,18.277,True,两界面都有,,,,46.41
