key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,2026搜索,显著高于其余全部,171,9981,1.713,0.956,0.265,3
UNCLASSIFIABLE_OTHER__2,UNCLASSIFIABLE_OTHER__2,助手随机1k,显著高于其余全部,380,970,39.175,5.91,5.249,3
GOVERNMENT_EXAM_PORTAL_NAVIGATION__1,GOVERNMENT_EXAM_PORTAL_NAVIGATION__1,2026搜索,显著高于其余全部,253,9981,2.535,1.616,0.224,3
UNCLASSIFIABLE_OTHER__1,UNCLASSIFIABLE_OTHER__1,助手头部1k,显著高于其余全部,278,859,32.363,5.922,22.222,3
UNCLASSIFIABLE_OTHER__1,UNCLASSIFIABLE_OTHER__1,助手随机1k,显著低于其余全部,8,970,0.825,7.25,-3.562,3
INSTITUTION_NAME_LOOKUP__6,INSTITUTION_NAME_LOOKUP__6,2025搜索,显著高于其余全部,427,9989,4.275,3.074,0.118,3
ADMISSION_SCORE_LOOKUP__1,ADMISSION_SCORE_LOOKUP__1,2025搜索,显著高于其余全部,268,9989,2.683,0.584,1.662,3
HOMEWORK_ASSISTANCE__1,HOMEWORK_ASSISTANCE__1,2026搜索,显著低于其余全部,71,9981,0.711,1.557,-0.136,3
HOMEWORK_ASSISTANCE__1,HOMEWORK_ASSISTANCE__1,助手随机1k,显著高于其余全部,49,970,5.052,0.989,0.46,3
STRUCTURAL_WORD_LISTING__1,STRUCTURAL_WORD_LISTING__1,助手随机1k,显著高于其余全部,14,970,1.443,0.624,0.048,3
ENROLLMENT_DELIBERATION__4,ENROLLMENT_DELIBERATION__4,助手随机1k,显著低于其余全部,1,970,0.103,1.032,-0.292,3
ENROLLMENT_DELIBERATION__1,ENROLLMENT_DELIBERATION__1,助手随机1k,显著高于其余全部,67,970,6.907,1.051,4.016,3
CHARACTER_PRONUNCIATION_LOOKUP__1,CHARACTER_PRONUNCIATION_LOOKUP__1,2026搜索,显著高于其余全部,885,9981,8.867,6.532,0.506,3
ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,助手随机1k,显著高于其余全部,34,970,3.505,0.941,1.33,3
CAMPUS_PORTAL_NAVIGATION__3,CAMPUS_PORTAL_NAVIGATION__3,2026搜索,显著高于其余全部,61,9981,0.611,0.296,0.011,3
WORD_FORMATION__2,WORD_FORMATION__2,助手头部1k,显著高于其余全部,27,859,3.143,1.294,0.684,3
WORD_FORMATION__2,WORD_FORMATION__2,助手随机1k,显著低于其余全部,4,970,0.412,1.411,-0.136,3
MAJOR_AND_CAREER_EXPLORATION__2,MAJOR_AND_CAREER_EXPLORATION__2,助手头部1k,显著低于其余全部,1,859,0.116,1.022,-0.199,3
TRANSLATION_AND_TOOL_LOOKUP__1,TRANSLATION_AND_TOOL_LOOKUP__1,2025搜索,显著高于其余全部,1856,9989,18.58,13.641,1.653,3
HOMEWORK_ASSISTANCE__2,HOMEWORK_ASSISTANCE__2,助手随机1k,显著高于其余全部,188,970,19.381,0.975,6.763,3
STROKE_ORDER_LOOKUP__1,STROKE_ORDER_LOOKUP__1,2026搜索,显著高于其余全部,150,9981,1.503,0.711,0.386,3
CHARACTER_PRONUNCIATION_LOOKUP__2,CHARACTER_PRONUNCIATION_LOOKUP__2,2026搜索,显著高于其余全部,454,9981,4.549,2.183,1.568,3
INSTITUTION_TIER_VERDICT__3,INSTITUTION_TIER_VERDICT__3,2025搜索,显著高于其余全部,147,9989,1.472,0.559,0.528,3
STROKE_ORDER_LOOKUP__2,STROKE_ORDER_LOOKUP__2,2026搜索,显著高于其余全部,99,9981,0.992,0.415,0.276,3
