key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
24,中英文翻译查询,2025搜索,206,206,流量最高,翻译,102629.0
24,中英文翻译查询,2025搜索,206,206,流量最高,百度翻译,56852.0
24,中英文翻译查询,2025搜索,206,206,流量最高,翻译在线,20812.0
24,中英文翻译查询,2025搜索,206,206,随机,羽毛球英语,1390.0
24,中英文翻译查询,2025搜索,206,206,随机,十二的英文,1196.0
24,中英文翻译查询,2025搜索,206,206,随机,英文翻译中文,3888.0
49,高考信息查询,2025搜索,75,74,流量最高,高考,97280.0
49,高考信息查询,2025搜索,75,74,流量最高,掌上高考,9393.0
49,高考信息查询,2025搜索,75,74,流量最高,河南高考分数线,6397.0
49,高考信息查询,2025搜索,75,74,随机,四川高考,2700.0
49,高考信息查询,2025搜索,75,74,随机,高考加油,5259.0
49,高考信息查询,2025搜索,75,74,随机,湖南高考,1230.0
6,官网入口查询,2025搜索,69,31,流量最高,军队人才网,27382.0
6,官网入口查询,2025搜索,69,31,流量最高,智学网,11933.0
6,官网入口查询,2025搜索,69,31,流量最高,知网,11359.0
6,官网入口查询,2025搜索,69,31,随机,httpswww.chsi.com.cn,3660.0
6,官网入口查询,2025搜索,69,31,随机,升学e网通,1670.0
6,官网入口查询,2025搜索,69,31,随机,学科网,7043.0
48,高考志愿填报信息查询,2025搜索,100,92,流量最高,高考志愿填报,67259.0
48,高考志愿填报信息查询,2025搜索,100,92,流量最高,志愿填报,34412.0
48,高考志愿填报信息查询,2025搜索,100,92,流量最高,高考志愿填报Ai助手,16719.0
48,高考志愿填报信息查询,2025搜索,100,92,随机,报志愿,3076.0
48,高考志愿填报信息查询,2025搜索,100,92,随机,报完志愿后多久出录取结果,1361.0
48,高考志愿填报信息查询,2025搜索,100,92,随机,江西高考志愿填报,2885.0
9,查询中考成绩,2025搜索,181,154,流量最高,中考成绩查询,53130.0
9,查询中考成绩,2025搜索,181,154,流量最高,中考满分多少分,36496.0
9,查询中考成绩,2025搜索,181,154,流量最高,武汉中考总分,6597.0
9,查询中考成绩,2025搜索,181,154,随机,教资面试成绩查询,915.0
9,查询中考成绩,2025搜索,181,154,随机,浙江中考,1516.0
9,查询中考成绩,2025搜索,181,154,随机,江西中考满分多少分,2703.0
4,考试招生官网查询,2025搜索,53,43,流量最高,山西招生考试网,28597.0
4,考试招生官网查询,2025搜索,53,43,流量最高,辽宁招生考试之窗,22287.0
4,考试招生官网查询,2025搜索,53,43,流量最高,内蒙古招生考试信息网,15416.0
4,考试招生官网查询,2025搜索,53,43,随机,内蒙古人事考试网,1742.0
4,考试招生官网查询,2025搜索,53,43,随机,湖北招生信息网,947.0
4,考试招生官网查询,2025搜索,53,43,随机,河南特岗教师招聘网,1038.0
21,生肖谜底查询,2025搜索,87,7,流量最高,鸡口牛后打正确一生肖,4180.0
21,生肖谜底查询,2025搜索,87,7,流量最高,春秋大爱打最准一肖,3473.0
21,生肖谜底查询,2025搜索,87,7,流量最高,天涯为家准一肖,3041.0
21,生肖谜底查询,2025搜索,87,7,随机,打开天窗说亮话打一四字成语,1159.0
21,生肖谜底查询,2025搜索,87,7,随机,2025小鸡今日正确答题,1694.0
21,生肖谜底查询,2025搜索,87,7,随机,打瓦,1962.0
12,查询高校与职业院校信息,2025搜索,2672,2668,流量最高,绍兴理工学院,41430.0
12,查询高校与职业院校信息,2025搜索,2672,2668,流量最高,中北大学,34007.0
12,查询高校与职业院校信息,2025搜索,2672,2668,流量最高,江南大学,33623.0
12,查询高校与职业院校信息,2025搜索,2672,2668,随机,广东邮电职业技术学院,1743.0
12,查询高校与职业院校信息,2025搜索,2672,2668,随机,广西物流职业技术学院,1329.0
12,查询高校与职业院校信息,2025搜索,2672,2668,随机,郑州信息科技职业学院,2734.0
45,录取分数线查询,2025搜索,422,421,流量最高,中考成绩什么时候出来2025年,39531.0
45,录取分数线查询,2025搜索,422,421,流量最高,2024年中考录取分数线一览表,23503.0
45,录取分数线查询,2025搜索,422,421,流量最高,2025高考录取分数线,19224.0
45,录取分数线查询,2025搜索,422,421,随机,浙江科技大学录取分数线2024,1290.0
45,录取分数线查询,2025搜索,422,421,随机,哈尔滨理工大学录取分数线2024,1331.0
45,录取分数线查询,2025搜索,422,421,随机,2024高考一分一段表和位次对照表,2385.0
23,查找古诗文原文,2025搜索,330,330,流量最高,岳阳楼记,35317.0
23,查找古诗文原文,2025搜索,330,330,流量最高,观沧海,20265.0
23,查找古诗文原文,2025搜索,330,330,流量最高,沁园春雪,17959.0
23,查找古诗文原文,2025搜索,330,330,随机,春望,2360.0
23,查找古诗文原文,2025搜索,330,330,随机,十五夜望月,1357.0
23,查找古诗文原文,2025搜索,330,330,随机,己亥杂诗 龚自珍,1051.0
11,短词模糊查询处理,2025搜索,177,176,流量最高,俯拾皆是,28328.0
11,短词模糊查询处理,2025搜索,177,176,流量最高,逆袭,17280.0
11,短词模糊查询处理,2025搜索,177,176,流量最高,四风,11050.0
11,短词模糊查询处理,2025搜索,177,176,随机,载,1053.0
11,短词模糊查询处理,2025搜索,177,176,随机,暂坐,941.0
11,短词模糊查询处理,2025搜索,177,176,随机,差强人意,1254.0
20,查询好词好句与名言故事素材,2025搜索,138,137,流量最高,三峡文言文,25477.0
20,查询好词好句与名言故事素材,2025搜索,138,137,流量最高,野望,18962.0
20,查询好词好句与名言故事素材,2025搜索,138,137,流量最高,将进酒,10614.0
20,查询好词好句与名言故事素材,2025搜索,138,137,随机,锄禾日当午全诗,915.0
20,查询好词好句与名言故事素材,2025搜索,138,137,随机,少年成为大人的夏天,1092.0
20,查询好词好句与名言故事素材,2025搜索,138,137,随机,鸡兔同笼,1151.0
8,教育考试院官网查询,2025搜索,131,29,流量最高,河北教育考试官网,4887.0
8,教育考试院官网查询,2025搜索,131,29,流量最高,青海省教育考试网,3813.0
8,教育考试院官网查询,2025搜索,131,29,流量最高,临沂市教育局官网,3052.0
8,教育考试院官网查询,2025搜索,131,29,随机,河南考试院官网,1183.0
8,教育考试院官网查询,2025搜索,131,29,随机,临沂市教育局官网查成绩,1794.0
8,教育考试院官网查询,2025搜索,131,29,随机,重庆考试院官网,2288.0
0,词语释义查询,2025搜索,260,243,流量最高,特控线是什么意思?,7118.0
0,词语释义查询,2025搜索,260,243,流量最高,三支一扶是什么意思,5636.0
0,词语释义查询,2025搜索,260,243,流量最高,地方专项计划招生是什么意思,5523.0
0,词语释义查询,2025搜索,260,243,随机,预科班是什么意思,1456.0
0,词语释义查询,2025搜索,260,243,随机,惬意的意思解释,1168.0
0,词语释义查询,2025搜索,260,243,随机,征集志愿是什么意思?,4358.0
53,查询极短词条,2025搜索,128,128,流量最高,1,20311.0
53,查询极短词条,2025搜索,128,128,流量最高,我,12492.0
53,查询极短词条,2025搜索,128,128,流量最高,嗯,8616.0
53,查询极短词条,2025搜索,128,128,随机,知,960.0
53,查询极短词条,2025搜索,128,128,随机,余,1000.0
53,查询极短词条,2025搜索,128,128,随机,两,1006.0
32,查询专业与院校信息,2025搜索,168,168,流量最高,电气工程及其自动化,18629.0
32,查询专业与院校信息,2025搜索,168,168,流量最高,电子信息工程,13912.0
32,查询专业与院校信息,2025搜索,168,168,流量最高,机械设计制造及其自动化,13614.0
32,查询专业与院校信息,2025搜索,168,168,随机,大数据与会计,2152.0
32,查询专业与院校信息,2025搜索,168,168,随机,物联网应用技术,1370.0
32,查询专业与院校信息,2025搜索,168,168,随机,智慧职教,1185.0
22,生成作业与学习内容,2025搜索,222,219,流量最高,大写数字壹贰叁肆到拾怎么写,16985.0
22,生成作业与学习内容,2025搜索,222,219,流量最高,元素周期表,14094.0
22,生成作业与学习内容,2025搜索,222,219,流量最高,一分一段表,13234.0
22,生成作业与学习内容,2025搜索,222,219,随机,基本不等式,1149.0
22,生成作业与学习内容,2025搜索,222,219,随机,百度教育,1838.0
22,生成作业与学习内容,2025搜索,222,219,随机,大于号小于号怎么区分,1418.0
34,高校985/211属性查询,2025搜索,93,93,流量最高,211大学全部排名,15671.0
34,高校985/211属性查询,2025搜索,93,93,流量最高,985大学全部排名,13544.0
34,高校985/211属性查询,2025搜索,93,93,流量最高,985 211是什么意思,11441.0
34,高校985/211属性查询,2025搜索,93,93,随机,中国科学院大学是985还是211,2047.0
34,高校985/211属性查询,2025搜索,93,93,随机,广西大学是985还是211,912.0
34,高校985/211属性查询,2025搜索,93,93,随机,武汉工程大学怎么样,1863.0
2,查询词语对应生肖,2025搜索,96,5,流量最高,遍地黄金生肖,6814.0
2,查询词语对应生肖,2025搜索,96,5,流量最高,北冥有鱼,1926.0
2,查询词语对应生肖,2025搜索,96,5,流量最高,1953年属什么生肖,1776.0
2,查询词语对应生肖,2025搜索,96,5,随机,龙生九子,1527.0
2,查询词语对应生肖,2025搜索,96,5,随机,四大才子是哪几个生肖,1446.0
7,教育服务平台官网查询,2025搜索,64,58,流量最高,湖北省高中阶段学校招生管理信息系统,15075.0
7,教育服务平台官网查询,2025搜索,64,58,流量最高,河南省普通高校招生考生服务平台,11095.0
7,教育服务平台官网查询,2025搜索,64,58,流量最高,宁夏教育资源公共服务教育平台,10964.0
7,教育服务平台官网查询,2025搜索,64,58,随机,保定市中考招生信息管理平台,1884.0
7,教育服务平台官网查询,2025搜索,64,58,随机,湖北招生数智综合平台官网,1765.0
7,教育服务平台官网查询,2025搜索,64,58,随机,大庆中考信息管理平台官网,1450.0
26,英文单词查询,2025搜索,1862,1862,流量最高,a,14375.0
26,英文单词查询,2025搜索,1862,1862,流量最高,windy,5898.0
26,英文单词查询,2025搜索,1862,1862,流量最高,ancient,5823.0
26,英文单词查询,2025搜索,1862,1862,随机,run,2177.0
26,英文单词查询,2025搜索,1862,1862,随机,girl,1952.0
26,英文单词查询,2025搜索,1862,1862,随机,campus,2056.0
5,查询职业资格考试报名信息,2025搜索,77,73,流量最高,计算机二级报名官网报名入口,14260.0
5,查询职业资格考试报名信息,2025搜索,77,73,流量最高,教资报名2025报名时间,9839.0
5,查询职业资格考试报名信息,2025搜索,77,73,流量最高,中国教师资格网,9809.0
5,查询职业资格考试报名信息,2025搜索,77,73,随机,全国会计人员统一服务平台报名,2460.0
5,查询职业资格考试报名信息,2025搜索,77,73,随机,证券从业资格证考试,4692.0
5,查询职业资格考试报名信息,2025搜索,77,73,随机,xfhyjd.119.gov cn官网报名入口,1074.0
54,按需求生成与改写文本,2025搜索,145,145,流量最高,所见 清 袁枚,13122.0
54,按需求生成与改写文本,2025搜索,145,145,流量最高,出师一表真名世,9407.0
54,按需求生成与改写文本,2025搜索,145,145,流量最高,舍本逐末,8420.0
54,按需求生成与改写文本,2025搜索,145,145,随机,懒懒,1345.0
54,按需求生成与改写文本,2025搜索,145,145,随机,囊萤夜读,1979.0
54,按需求生成与改写文本,2025搜索,145,145,随机,读书百遍而义自见,1046.0
10,汉字读音释义查询,2025搜索,314,314,流量最高,黄,12391.0
10,汉字读音释义查询,2025搜索,314,314,流量最高,七一,8980.0
10,汉字读音释义查询,2025搜索,314,314,流量最高,jm,5173.0
10,汉字读音释义查询,2025搜索,314,314,随机,渚,1289.0
10,汉字读音释义查询,2025搜索,314,314,随机,婺,1075.0
