外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
中英文翻译查询,2025搜索,2026搜索,206,176,0.0631,0.1128,False,启动翻译工具或查询英汉词句,61.17,启动翻译工具或查询英汉词句,66.48,True
中英文翻译查询,2025搜索,助手头部1k,206,43,0.1093,0.1916,False,启动翻译工具或查询英汉词句,61.17,启动翻译工具或查询英汉词句,72.09,True
中英文翻译查询,2025搜索,助手随机1k,206,44,0.2507,0.2114,True,启动翻译工具或查询英汉词句,61.17,启动翻译工具或查询英汉词句,52.27,True
中英文翻译查询,2026搜索,助手头部1k,176,43,0.0831,0.1838,False,启动翻译工具或查询英汉词句,66.48,启动翻译工具或查询英汉词句,72.09,True
中英文翻译查询,2026搜索,助手随机1k,176,44,0.2955,0.1884,True,启动翻译工具或查询英汉词句,66.48,启动翻译工具或查询英汉词句,52.27,True
中英文翻译查询,助手头部1k,助手随机1k,43,44,0.2685,0.2141,True,启动翻译工具或查询英汉词句,72.09,启动翻译工具或查询英汉词句,52.27,True
高考信息查询,2025搜索,2026搜索,75,73,0.1253,0.2018,False,进行升学与择校志愿决策咨询,50.67,进行升学与择校志愿决策咨询,57.53,True
官网入口查询,2025搜索,2026搜索,69,101,0.0791,0.1562,False,导航至官方招考政务门户与登录入口,59.42,导航至官方招考政务门户与登录入口,66.34,True
高考志愿填报信息查询,2025搜索,2026搜索,100,74,0.0446,0.0881,False,进行升学与择校志愿决策咨询,95.0,进行升学与择校志愿决策咨询,90.54,True
查询中考成绩,2025搜索,2026搜索,181,164,0.0939,0.1286,False,查询考试成绩与出分动态,53.04,查询考试成绩与出分动态,57.32,True
考试招生官网查询,2025搜索,2026搜索,53,103,0.1359,0.0934,True,导航至官方招考政务门户与登录入口,100.0,导航至官方招考政务门户与登录入口,86.41,True
生肖谜底查询,2025搜索,2026搜索,87,155,0.0432,0.0466,False,求生肖谜语博彩谜底,93.1,求生肖谜语博彩谜底,97.42,True
