key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ADMISSION_SCORE_LOOKUP,查询录取分数线与录取数据,2025搜索,2026搜索,416,234,9989,9981,4.165,2.344,-1.82,-2.316,-1.33,True,共有
ADULT_CERTIFICATION_AND_DEGREE_INQUIRY,查询职业资格与成人学历提升,2025搜索,2026搜索,75,116,9989,9981,0.751,1.162,0.411,0.142,0.687,True,共有
CAMPUS_PORTAL_NAVIGATION,进入高校官网及校内业务平台,2025搜索,2026搜索,186,219,9989,9981,1.862,2.194,0.332,-0.06,0.726,False,共有
CHARACTER_PRONUNCIATION_LOOKUP,查询汉字或词语读音,2025搜索,2026搜索,1006,1339,9989,9981,10.071,13.415,3.344,2.453,4.237,True,共有
CLASSICAL_TEXT_RETRIEVAL,检索古诗文与课文原文,2025搜索,2026搜索,467,469,9989,9981,4.675,4.699,0.024,-0.563,0.611,False,共有
ENROLLMENT_DELIBERATION,进行升学与择校志愿决策咨询,2025搜索,2026搜索,442,353,9989,9981,4.425,3.537,-0.888,-1.432,-0.346,True,共有
EXAM_RESULT_TRACKING,查询考试成绩与出分动态,2025搜索,2026搜索,104,103,9989,9981,1.041,1.032,-0.009,-0.293,0.274,False,共有
GOVERNMENT_EXAM_PORTAL_NAVIGATION,导航至官方招考政务门户与登录入口,2025搜索,2026搜索,302,424,9989,9981,3.023,4.248,1.225,0.706,1.747,True,共有
GOVERNMENT_SERVICE_PROCESS_INQUIRY,查询官方教务与考试办事流程,2025搜索,2026搜索,13,18,9989,9981,0.13,0.18,0.05,-0.063,0.168,False,共有
HOMEWORK_ASSISTANCE,完成中小学学科作业与写作任务,2025搜索,2026搜索,174,130,9989,9981,1.742,1.302,-0.439,-0.783,-0.1,True,共有
INSTITUTION_NAME_LOOKUP,按裸校名检索院校信息,2025搜索,2026搜索,2377,2144,9989,9981,23.796,21.481,-2.315,-3.475,-1.155,True,共有
INSTITUTION_TIER_VERDICT,判定高校办学层次与标签,2025搜索,2026搜索,248,186,9989,9981,2.483,1.864,-0.619,-1.027,-0.215,True,共有
MAJOR_AND_CAREER_EXPLORATION,了解专业培养内容与就业前景,2025搜索,2026搜索,350,295,9989,9981,3.504,2.956,-0.548,-1.041,-0.058,True,共有
STROKE_ORDER_LOOKUP,查询汉字笔顺写法,2025搜索,2026搜索,130,249,9989,9981,1.301,2.495,1.193,0.817,1.577,True,共有
STRUCTURAL_WORD_LISTING,按结构约束列举字词,2025搜索,2026搜索,77,49,9989,9981,0.771,0.491,-0.28,-0.506,-0.06,True,共有
TRANSLATION_AND_TOOL_LOOKUP,启动翻译工具或查询英汉词句,2025搜索,2026搜索,2099,1837,9989,9981,21.013,18.405,-2.608,-3.711,-1.505,True,共有
UNCLASSIFIABLE_OTHER,无意图或上下文依赖的残余查询,2025搜索,2026搜索,1034,1175,9989,9981,10.351,11.772,1.421,0.551,2.291,True,共有
WORD_FORMATION,生成生字组词,2025搜索,2026搜索,153,164,9989,9981,1.532,1.643,0.111,-0.237,0.461,False,共有
