层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L1 意图,2025搜索,9989,20,2377,23.79617579337271,45.68783012495814,5510,55.16067674441886,64.58919448755351,6983,69.90689758734608,74.54878021634563,8741,87.50625688257082,90.64739373453101,3204.477234695756,0.36032910308532207,10,1248,12.493743117429176,9.352606265468992,248,1,1,False,90.64739373453101,90.64739373453101,0.0
自上而下 L1 意图,2026搜索,9981,20,2144,21.4808135457369,43.097724320813946,5320,53.30127241759343,61.19745778763936,6964,69.77256787897004,73.3562479705596,8555,85.71285442340447,90.05058041995888,2742.2310997867603,0.49199047515964933,10,1426,14.287145576595535,9.949419580041123,249,1,1,False,90.05058041995888,90.05058041995888,0.0
自上而下 L1 意图,助手头部1k,859,17,532,61.9324796274738,60.93536813093652,688,80.09313154831199,72.95354794219695,764,88.94062863795111,91.76833258039298,843,98.13736903376018,98.59691366524157,98.93636775350892,6.742780022690625,7,16,1.86263096623982,1.4030863347584273,5,1,1,False,98.59691366524157,98.59691366524157,0.0
自上而下 L1 意图,助手随机1k,970,19,388,40.0,37.86488740617181,696,71.75257731958763,66.72226855713095,808,83.29896907216495,78.98248540450376,921,94.94845360824742,89.49124270225187,267.8593255077324,4.670558798999166,9,49,5.051546391752581,10.508757297748133,14,1,1,False,89.49124270225187,89.49124270225187,0.0
自上而下 L2 子意图,2025搜索,9989,48,1856,18.580438482330564,10.219089813088384,3319,33.22654920412454,31.764515421624978,4353,43.57793572930223,38.57877977606784,6159,61.65782360596656,62.65410688245475,3204.477234695756,0.36032910308532207,38,3830,38.34217639403344,37.34589311754525,247,1,1,False,62.65410688245475,62.65410688245475,0.0
自上而下 L2 子意图,2026搜索,9981,48,1585,15.880172327422102,8.096986957462928,3174,31.800420799519085,18.280225132590108,4318,43.26219817653542,39.68465201861673,6149,61.60705340146278,63.92639896092651,2742.2310997867603,0.49199047515964933,38,3832,38.39294659853722,36.07360103907349,253,1,1,False,63.92639896092651,63.92639896092651,0.0
自上而下 L2 子意图,助手头部1k,859,30,278,32.36321303841677,36.807972898698985,613,71.36204889406287,67.47866637383544,674,78.46332945285215,81.71447363779431,777,90.45401629802096,92.6766403763412,98.93636775350892,6.742780022690625,20,82,9.54598370197904,7.323359623658803,14,2,2,False,92.67664037634118,92.67664037634118,0.0
自上而下 L2 子意图,助手随机1k,970,39,380,39.175257731958766,37.11426188490409,635,65.4639175257732,61.5512927439533,729,75.15463917525773,69.39115929941617,846,87.21649484536083,81.7347789824854,267.8593255077324,4.670558798999166,29,124,12.783505154639172,18.265221017514605,14,2,2,False,81.7347789824854,81.7347789824854,0.0
自下而上 家族,2025搜索,9989,21,2672,26.749424366803485,47.696915295819274,5626,56.32195414956452,64.37212419428988,7379,73.87125838422264,77.57463674097811,8966,89.75873460806888,88.48048969002126,3204.477234695756,0.36032910308532207,11,1023,10.241265391931123,11.519510309978742,177,1,1,False,88.48048969002126,88.48048969002126,0.0
自下而上 家族,2026搜索,9981,21,2408,24.12583909427913,44.93309611429808,5430,54.40336639615269,61.88662192878018,7032,70.45386233844305,73.97383374824116,8716,87.32591924656847,84.80727757333044,2742.2310997867603,0.49199047515964933,11,1265,12.674080753431525,15.192722426669562,197,1,1,False,84.80727757333044,84.80727757333044,0.0
自下而上 家族,助手头部1k,859,18,295,34.342258440046564,33.496211211718105,614,71.47846332945285,73.66977060164297,706,82.18859138533178,81.72642206156965,822,95.69266589057042,97.75528945341082,98.93636775350892,6.742780022690625,8,37,4.307334109429576,2.2447105465891752,14,1,1,False,97.75528945341082,97.75528945341082,0.0
自下而上 家族,助手随机1k,970,19,556,57.31958762886598,52.21017514595498,745,76.80412371134021,69.05754795663054,832,85.77319587628865,78.31526271893246,930,95.87628865979381,96.24687239366142,267.8593255077324,4.670558798999166,9,40,4.123711340206185,3.7531276063385803,11,1,1,False,96.24687239366142,96.24687239366142,0.0
自下而上 叶,2025搜索,9989,38,2672,26.749424366803485,47.696915295819274,5549,55.55110621683852,63.89065550060392,6301,63.079387326058665,69.797487663971,7484,74.92241465612173,78.56687331634998,3204.477234695756,0.36032910308532207,28,2505,25.07758534387827,21.433126683650016,181,1,1,False,78.56687331634998,78.56687331634998,0.0
自下而上 叶,2026搜索,9981,38,2408,24.12583909427913,44.933096114298074,5362,53.72207193667969,61.44450156943392,6086,60.97585412283338,66.49724672583612,7261,72.74822162108005,74.56640329039939,2742.2310997867603,0.49199047515964933,28,2720,27.25177837891995,25.433596709600607,182,1,1,False,74.56640329039939,74.56640329039939,0.0
自下而上 叶,助手头部1k,859,31,183,21.30384167636787,20.39129380946474,430,50.05820721769499,51.219023711362496,534,62.165308498253786,57.86644393287489,703,81.83934807916182,86.68865935271405,98.93636775350892,6.742780022690625,21,156,18.160651920838177,13.311340647285945,23,1,1,False,86.68865935271405,86.68865935271405,0.0
自下而上 叶,助手随机1k,970,33,261,26.90721649484536,24.10341951626355,527,54.329896907216494,50.20850708924102,628,64.74226804123711,58.96580483736446,786,81.03092783505154,79.23269391159297,267.8593255077324,4.670558798999166,23,184,18.969072164948457,20.767306088407025,27,2,1,True,73.97831526271892,79.23269391159297,5.254378648874052
