sid,query
M5c7773996a3,"(右上叶尖段)纤支镜活检组织,查见肿瘤,待免疫组化检查(ID202611123)。"
M0cb714aeaa3,18岁女生晚上睡不着都有哪几种原因
M3294b13e722,19周是怀孕几个月
Mc028e90270b,22的需要多长时间终结
M7a47f4e3ce1,301研究所
Mdc61ec8d73f,32周没吃晚饭测胎心会猛涨吗
M5abf8fbe548,37度算发烧不
M4f7fb562d67,60岁一65岁老人做梦
M3e558445141,6年人参的功效与作用
Ma2de6b64837,HPV DV v hv 6是不是高危HPV 53传染的
Mf23b49aefbb,LMNG月桂基麦芽糖新戊二醇作用
M6c535673afe,TSH和TG高代表什么
Mea39d8a8afd,ad滴剂什么时候吃最好
M7815030d96e,burkitt淋巴瘤的图片
M0d277945857,cto医学术语
M79334e26c73,ecmo医学上是什么意思
M43383c5afad,hpv男性感染后的表现
M95afb4b157a,huluwa葫芦里面不卖药千片万片你需要
M97bc3444dac,mthfr基因检测CT代表什么
Md313c71d8fa,ph试纸怎么检测酸碱度
Me4cd7033915,psa检查是什么意思
Ma2cdc3dcb80,spo2监护仪上什么意思
M35b02b25f28,"ube手术是什么情况下用,开放性手术是什么情况下用"
M570a9fd18d1,一个月来2次月经是什么原因
Md1165c66928,一个眼睛突然特别疼
Mbe6d657c06d,一到晚上就37度正常吗
M7c2a3a29898,一只眼正常一只眼无神可以恢复吗
M2dbaa52ffc8,一块饼的热量是多少卡
M8960572386e,一天骑行多少公里能减肥
M59c88d14113,一折迈步可以降低脂蛋白小a吗
Mca650934019,上海六院11点开车是高峰
Ma16be8bad66,上海医药
Mc8967f3d1bb,上海长海医院血管外科专家介绍
Ma7b404a8fd0,专注力药吃了对肾功能衰竭有影响吗
M7d6ab32fea7,东方红彤口服液的功效对抑郁症有好处吗
M6ed8931b5e2,东莨菪碱靶点
M1229abf706c,中医治疗带状苞疹
M69caa96b001,中药熬好密封冷藏能保存多久
M867d19b9e85,为什么下面突然有点痛
M38c44eed920,为什么晨起赶路觉浑身累呢
Md6754b74b6c,乙肝病毒开水可以消灭吗
Medd3bb4dd44,乳头痒什么原因女性
M3251776939b,二甲硅油散怎么勾兑
M54507bf21d5,五花肉血糖高能吃吗
Md6472a052bd,从指关节连到手腕处的线呢线呢？
Me7e5ce60fff,依托考昔间隔12小时继续服用
M4fd6f5b3e97,做完声带息肉手术可以吃什么东西
Mdc292685175,"做完肠息肉多久能吃东西,能吃些什么"
Mba533489758,做结石C T检查一次多少钱
M240905c1036,入职体检一般检查哪些项目
M623919fde97,养老社区椿萱茂
M054a1231905,决定蜂胶品质好坏的因素
Ma40c5f8b08b,冻胚胎怎么分男女
Me1db9bdfe94,切胆结石是照住胃镜做的吗
M3b73d372715,刨妇产签字谁签
M8e28afc655b,前列腺炎喝白芷水有用吗
M8e7c5a0c544,前天中午喝的酒影响抽血检查吗
M99eaf932718,北京消化内科专家
Mf0fba304e72,北医三院挂号攻略
Me5f2588c87e,半年内手术费用大概是多少
M49c96956d9e,双唑泰栓治什么妇科病
M33f7c41c8a5,发育时骨龄会不会加速增长
M636e9f7d107,吃完外卖口渴怎么回事
M255f317bc2c,吃着参苓白术散怎么还是涨肚子
M462ca56b47b,吃阿托他丁血压低 头晕怎么办
M435e4d31950,同济医院
Maae088c5e56,喉咙有异物感
Mee911780f17,喝多了吃东西就吐
M5a346350d77,器官的官
M6d2d88d4cab,夏枯草膏一旦吃了就不能停吗
Mf388bfd7547,外阴痒
Med6ca76ed79,多囊卵巢能怀上孩子吗
M0b13809e083,多囊肾早期的图片
M57bea76128b,大姨妈第七天还有褐色分泌物正常吗
Mff8aba6edd2,天气1热身上就痒长痱子
Mf73413d6024,头发洗完还是油怎么办?
M7760d2e4b85,奥司他韦对新冠病毒有效吗
M5a003513fd8,好处
Ma1f3478f8c9,婴儿素适合多大宝宝吃
Meefc066501b,子宫肌瘤手术费用大概是多少钱
M8453554af6d,孩子咳嗽后背疼怎么回事
Mfc6df970a51,宝宝受凉流鼻涕脚底贴姜片可以贴多久
M765ea26a0aa,小儿腮腺炎
M932be20bb72,小颗粒不痛不痒需要用药吗
Mcf35b8bd4ad,左腿外侧半月板摘除伤残能签定上吗
M1c022889bb3,广安门中医院
M5055421e4e0,康复治疗技术
M5c5a0921023,心脏支架后十大禁忌
Mc4331433557,心跳快心慌胸闷气短焦虑
Maef8d8a8621,感冒嘴巴没味道怎么解决
M788a0db795d,感觉吃饭吞下去的那一刻感觉胃里空空的
Mb2fd8382682,手腕骨折后注意事项
M82dc9bf703f,扭伤弟4天了，擦了狮马龙舒筋活络油和云南白药汀，疼痛已大大的缓解，能直立行走，只是在弯曲活动时有点不适和微痛。
M9eed0d9e4fb,护士在烧伤与创面修复外科干啥
Mf219000eff6,新生儿黄疸21.5照蓝光能退吗?
M294b0b9dfc3,"无高血压病史,有风湿性心脏病会产生脑出血还是脑梗死脑出血"
Mfae1d89469e,易折麦布
M0b681dfa5e3,春笋发苦还能吃吗
Mf9eb13f2d26,有什么提高免疫力的食物
M50b5a85bfe7,杭州邵逸夫医院是民办医院吗
M528c612c5df,查尿常规哪一项能查糖尿病
M9d77098b78a,柴胡图片
Mc70d4187596,段兴超和高峰哪个医生案例更多
Mc30caec4d14,"母乳吸出来十几分钟需要加热吗,会不会对肠胃不好"
Mc21a91e707b,气泡水为什么解暑
M3e95440ba5a,氧氟沙星眼药水过敏了怎么办
M712d5c0f6dc,水杨酸
Mb6ccde277ec,江西省九江市修水县南院有没有丙戊酸钠
M01294331079,消糜栓用了感觉下面肿了
Mc3bdebe075c,消除痔核的痔疮药有哪些
Mb71a8564e78,湿疹患者应该穿衣服睡觉还是裸睡
M641e15965d2,灰指甲可以用夫西地酸乳膏吗
Mdc7b95d2fae,烫伤分度口诀一度红二度水泡
M6a69ae9be9f,牛皮癣传染吗会传染人吗
Mf377e6ab1ad,狂犬疫苗一般能管几年
M31b1f1e103e,狂犬病疫苗超过一个月打还有效吗
M87b88ff90e7,狗狗真菌感染用什么药
Mb7a54e2cf59,珍珠状丘疹
Ma8d974f1c75,甘草片
Mfe457f356c2,用热毛巾敷肿的地方能消肿吗
Mca830f089bc,男人的卵泡下面长了一个小小的肉疙瘩是什么什么病
Mc9e216652bc,痛风发作期怎么快速止痛消肿
M45fe31238b4,瘦子人会长脂肪瘤吗
Me54f977282b,白术的图片
Mf20cd9ffadb,皮疹
Mf990c536d4d,眉梢上面有一硬块不痛不痒
M78a7bba0903,眉骨按压时候酸疼是什么原因
M5d4aa499642,眼睛发直是中邪了吗
Mb8efc0a2b8e,睡觉打呼噜有什么办法解决吗
M15eee38dd74,硅胶肛塞用后变颜色了正常吗
M17a055d6d58,硒300ucgs
M865050ff133,硬皮病泰它西普有效果吗
M59c390802ad,碘比醇
Mb36af96c30c,秋葵的作用功效
M51f8fddda31,精子卵子结合需要几天
M788961dde58,紫苏的功效与作用
M531ed6ace94,红斑狼疮刚开始是什么样子图片
Mf93540363cb,经常便秘拉不出屎怎么办
M5c9aa37cd5f,老人留口水怎么回事
Maa31cef6758,而是疲惫疫苗指的是什么
Medb85676277,肚子疼拉稀一阵一阵的绞痛
M927874ea595,肝内异常回声:脂肪浸润不均
Madf7a983341,肝素没有放冷藏 还能用吗
M5445503a985,肠胃溃疡可以喝枸杞吗
Mb1f9d083013,肺部结节多大需要手术
M6699287fdba,胆囊切除后右肩膀子疼怎回事
Mc2957fca1d1,胳膊上出现红色的小点点
M8c5dfff90bc,胶体果胶铋胶囊
Mcf30881e138,胸闷的话，那怎么办？
Me34154221c5,脑梗轻度怎么治疗
M2ef7c12f446,脖子上的丝状疣痒痒怎么处理
M69750ba23dd,脖子上长眼子长了四个眼子是咋回事
Ma9cf3c1f794,脸痒是怎么回事
Mf7d6c49a31c,腰椎骨折半年以后还用戴护腰吗
M6fe9e9b8085,苍耳子壳长什么样
M882587782c4,苏子叶壮阳
M58ab60d0f4d,英科医疗
Mf0658a47537,萝卜绿豆陈皮苹果熬水的功效
M4d2799f700f,葱头和土豆能一起炒吗
M7c552d2b7a0,藏药
Ma60f9766dd1,蛋白质食物有哪些
M1c89081ecdc,蜜蜂蛰了最快消肿止痛止痒
Mb19aa9614e9,血压低有什么药物可以治疗吗
