key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,7440,19997,37.206,481,2937,16.377,-20.828,-22.287,-19.293,True,两界面都有,,,,6.07
QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,3109,19997,15.547,268,2937,9.125,-6.422,-7.534,-5.22,True,两界面都有,,,,7.94
QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,1309,19997,6.546,11,2937,0.375,-6.171,-6.56,-5.725,True,两界面都有,,,,0.83
OTHER_OR_NOISE__2,OTHER_OR_NOISE__2,744,19997,3.721,10,2937,0.34,-3.38,-3.693,-2.998,True,两界面都有,,,,1.33
STOCK_FORUM_VISIT__3,STOCK_FORUM_VISIT__3,637,19997,3.185,6,2937,0.204,-2.981,-3.257,-2.645,True,两界面都有,,,,0.93
STOCK_FORUM_VISIT__6,STOCK_FORUM_VISIT__6,592,19997,2.96,3,2937,0.102,-2.858,-3.112,-2.558,True,两界面都有,,,,0.5
STOCK_FORUM_VISIT__2,STOCK_FORUM_VISIT__2,463,19997,2.315,1,2937,0.034,-2.281,-2.501,-2.026,True,两界面都有,,,,0.22
STOCK_FORUM_VISIT__4,STOCK_FORUM_VISIT__4,389,19997,1.945,0,2937,0.0,-1.945,-2.146,-1.721,True,仅搜索,57.13,0.0,真缺席,0.0
STOCK_FORUM_VISIT__5,STOCK_FORUM_VISIT__5,297,19997,1.485,0,2937,0.0,-1.485,-1.662,-1.28,True,仅搜索,43.62,0.0,真缺席,0.0
OFFICIAL_CHANNEL_LOOKUP__2,OFFICIAL_CHANNEL_LOOKUP__2,451,19997,2.255,32,2937,1.09,-1.166,-1.549,-0.68,True,两界面都有,,,,6.63
PHONE_NUMBER_IDENTIFICATION__1,PHONE_NUMBER_IDENTIFICATION__1,230,19997,1.15,14,2937,0.477,-0.673,-0.922,-0.323,True,两界面都有,,,,5.74
STOCK_FORUM_VISIT__1,STOCK_FORUM_VISIT__1,108,19997,0.54,3,2937,0.102,-0.438,-0.568,-0.22,True,两界面都有,,,,2.7
OFFICIAL_CHANNEL_LOOKUP__3,OFFICIAL_CHANNEL_LOOKUP__3,161,19997,0.805,12,2937,0.409,-0.397,-0.617,-0.071,True,两界面都有,,,,6.94
OFFICIAL_CHANNEL_LOOKUP__5,OFFICIAL_CHANNEL_LOOKUP__5,247,19997,1.235,26,2937,0.885,-0.35,-0.674,0.083,False,两界面都有,,,,9.52
OFFICIAL_CHANNEL_LOOKUP__1,OFFICIAL_CHANNEL_LOOKUP__1,179,19997,0.895,19,2937,0.647,-0.248,-0.52,0.133,False,两界面都有,,,,9.6
CHART_LOOKUP__2,CHART_LOOKUP__2,156,19997,0.78,18,2937,0.613,-0.167,-0.428,0.204,False,两界面都有,,,,10.34
CHART_LOOKUP__1,CHART_LOOKUP__1,57,19997,0.285,5,2937,0.17,-0.115,-0.244,0.122,False,两界面都有,,,,8.06
PLATFORM_LEGITIMACY_CHECK__2,PLATFORM_LEGITIMACY_CHECK__2,168,19997,0.84,23,2937,0.783,-0.057,-0.351,0.35,False,两界面都有,,,,12.04
CHART_LOOKUP__3,CHART_LOOKUP__3,89,19997,0.445,13,2937,0.443,-0.002,-0.213,0.322,False,两界面都有,,,,12.75
SCHEDULE_AND_MARKET_STATUS_LOOKUP__1,SCHEDULE_AND_MARKET_STATUS_LOOKUP__1,80,19997,0.4,13,2937,0.443,0.043,-0.165,0.365,False,两界面都有,,,,13.98
BORROWING_CHANNEL_SEEK__1,BORROWING_CHANNEL_SEEK__1,24,19997,0.12,6,2937,0.204,0.084,-0.041,0.328,False,两界面都有,,,,20.0
PLATFORM_LEGITIMACY_CHECK__1,PLATFORM_LEGITIMACY_CHECK__1,92,19997,0.46,18,2937,0.613,0.153,-0.095,0.517,False,两界面都有,,,,16.36
FINANCE_TERM_EXPLANATION__5,FINANCE_TERM_EXPLANATION__5,74,19997,0.37,25,2937,0.851,0.481,0.191,0.89,True,两界面都有,,,,25.25
DAILY_QUIZ_ANSWER__1,DAILY_QUIZ_ANSWER__1,167,19997,0.835,47,2937,1.6,0.765,0.348,1.299,True,两界面都有,,,,21.96
FINANCE_TERM_EXPLANATION__3,FINANCE_TERM_EXPLANATION__3,118,19997,0.59,42,2937,1.43,0.84,0.452,1.347,True,两界面都有,,,,26.25
ACCOUNT_OPERATION_HOWTO__2,ACCOUNT_OPERATION_HOWTO__2,118,19997,0.59,44,2937,1.498,0.908,0.51,1.424,True,两界面都有,,,,27.16
