key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,流量最高,今日金价,500270.0
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,流量最高,上证指数,253573.0
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,流量最高,黄金价格,204039.0
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,随机,螺纹期货,205.0
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,随机,国泰君安证券,961.0
QUOTE_LOOKUP,查询金融资产实时行情,2025搜索,5423,5416,随机,华映科技股票,803.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,流量最高,东方财富网,103326.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,流量最高,东方财富网首页,23511.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,流量最高,工商银行客户电话,17868.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,随机,兴业银行24小时人工,371.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,随机,中国建设银行人工客服电话,771.0
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,2025搜索,812,790,随机,云闪付app官方下载,3070.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,流量最高,新浪财经,38637.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,流量最高,股票,16048.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,流量最高,长江有色金属网,11988.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,随机,799,226.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,随机,8,164.0
OTHER_OR_NOISE,其他或无法判定的非金融查询,2025搜索,867,859,随机,申能财产保险股份有限公司,237.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,流量最高,蚂蚁庄园今日答案,32445.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,流量最高,蚂蚁庄园今日正确答案,4565.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,流量最高,蚂蚁庄园今天的答案最新,2784.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,随机,蚂蚁庄园正确答案今日,211.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,随机,今日蚂蚁庄园答题答案,191.0
DAILY_QUIZ_ANSWER,获取每日答题活动答案,2025搜索,114,114,随机,小鸡庄园答题的答案,204.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,流量最高,6000泰铢是多少人民币,15632.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,流量最高,房贷计算器,13927.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,流量最高,贷款计算器,7336.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,随机,500万叙利亚币折合人民币多少钱,368.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,随机,一美金等于多少人民币,157.0
AMOUNT_CALCULATION,计算具体金额或利率,2025搜索,383,383,随机,100台币等于多少人民币,191.0
SCHEDULE_AND_MARKET_STATUS_LOOKUP,查询交易日程与市场状态,2025搜索,41,41,流量最高,港股今日休市吗,13060.0
SCHEDULE_AND_MARKET_STATUS_LOOKUP,查询交易日程与市场状态,2025搜索,41,41,流量最高,今天港股休市吗,4477.0
SCHEDULE_AND_MARKET_STATUS_LOOKUP,查询交易日程与市场状态,2025搜索,41,41,流量最高,香港股市休市,2955.0
