层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,QUOTE_LOOKUP,5423,54.24084816963393,68.66567389541628
自上而下 L1 意图,2025搜索,2,STOCK_FORUM_VISIT,1073,10.732146429285857,4.343172270128409
自上而下 L1 意图,2025搜索,3,OTHER_OR_NOISE,867,8.671734346869373,6.428325732170858
自上而下 L1 意图,2025搜索,4,OFFICIAL_CHANNEL_LOOKUP,812,8.121624324864973,9.399307450557
自上而下 L1 意图,2025搜索,5,AMOUNT_CALCULATION,383,3.830766153230646,2.3985144040442155
自上而下 L1 意图,2025搜索,6,FINANCE_TERM_EXPLANATION,354,3.5407081416283255,1.7272068367681783
自上而下 L1 意图,2025搜索,7,ACCOUNT_OPERATION_HOWTO,208,2.0804160832166434,0.8367543304123075
自上而下 L1 意图,2025搜索,8,PLATFORM_LEGITIMACY_CHECK,195,1.9503900780156032,1.1919931729254365
自上而下 L1 意图,2025搜索,9,PHONE_NUMBER_IDENTIFICATION,121,1.2102420484096819,1.0639484319464954
自上而下 L1 意图,2025搜索,10,CHART_LOOKUP,116,1.160232046409282,0.7961128603854845
自上而下 L1 意图,2026搜索,1,QUOTE_LOOKUP,6435,64.35643564356435,82.09467201158087
自上而下 L1 意图,2026搜索,2,STOCK_FORUM_VISIT,1413,14.131413141314132,5.050213419997762
自上而下 L1 意图,2026搜索,3,OTHER_OR_NOISE,640,6.4006400640064,3.6510049153914124
自上而下 L1 意图,2026搜索,4,OFFICIAL_CHANNEL_LOOKUP,428,4.280428042804281,3.9239802473966847
自上而下 L1 意图,2026搜索,5,CHART_LOOKUP,186,1.8601860186018602,1.3596731968141587
自上而下 L1 意图,2026搜索,6,AMOUNT_CALCULATION,178,1.78017801780178,0.6694572035340599
自上而下 L1 意图,2026搜索,7,FINANCE_TERM_EXPLANATION,154,1.54015401540154,0.5725186110993081
自上而下 L1 意图,2026搜索,8,INVESTMENT_DECISION_ADVICE,110,1.1001100110011002,0.4553535055786723
自上而下 L1 意图,2026搜索,9,PHONE_NUMBER_IDENTIFICATION,109,1.09010901090109,0.4888318720656527
自上而下 L1 意图,2026搜索,10,ACCOUNT_OPERATION_HOWTO,83,0.83008300830083,0.26730383241948463
自上而下 L1 意图,助手头部1k,1,QUOTE_LOOKUP,479,50.421052631578945,56.18808839072832
自上而下 L1 意图,助手头部1k,2,OTHER_OR_NOISE,90,9.473684210526315,9.282747093380527
自上而下 L1 意图,助手头部1k,3,INVESTMENT_DECISION_ADVICE,87,9.157894736842104,4.023793722193545
自上而下 L1 意图,助手头部1k,4,ACCOUNT_INCIDENT_RESOLUTION,58,6.105263157894737,9.386598825062064
自上而下 L1 意图,助手头部1k,5,OFFICIAL_CHANNEL_LOOKUP,49,5.157894736842105,6.805053707936975
自上而下 L1 意图,助手头部1k,6,DAILY_QUIZ_ANSWER,33,3.473684210526316,1.8594990536587763
自上而下 L1 意图,助手头部1k,7,ACCOUNT_OPERATION_HOWTO,24,2.526315789473684,1.9430720448344516
自上而下 L1 意图,助手头部1k,8,CHART_LOOKUP,24,2.526315789473684,1.2320871125531547
自上而下 L1 意图,助手头部1k,9,PLATFORM_LEGITIMACY_CHECK,23,2.4210526315789473,2.285352604281887
自上而下 L1 意图,助手头部1k,10,AMOUNT_CALCULATION,19,2.0,1.072929724946538
自上而下 L1 意图,助手随机1k,1,INVESTMENT_DECISION_ADVICE,276,27.96352583586626,29.101899827288428
自上而下 L1 意图,助手随机1k,2,OTHER_OR_NOISE,166,16.818642350557244,14.766839378238345
自上而下 L1 意图,助手随机1k,3,FINANCE_TERM_EXPLANATION,93,9.422492401215806,8.549222797927463
自上而下 L1 意图,助手随机1k,4,QUOTE_LOOKUP,86,8.713272543059777,10.276338514680484
自上而下 L1 意图,助手随机1k,5,ACCOUNT_OPERATION_HOWTO,69,6.990881458966565,7.340241796200347
自上而下 L1 意图,助手随机1k,6,MARKET_NEWS_EVENT,56,5.673758865248227,5.440414507772021
自上而下 L1 意图,助手随机1k,7,CREDIT_PRODUCT_RULE_CHECK,55,5.572441742654509,5.26770293609672
自上而下 L1 意图,助手随机1k,8,AMOUNT_CALCULATION,45,4.5592705167173255,4.663212435233161
自上而下 L1 意图,助手随机1k,9,OFFICIAL_CHANNEL_LOOKUP,43,4.356636271529888,4.058721934369603
自上而下 L1 意图,助手随机1k,10,PRODUCT_COMPARISON,38,3.850050658561297,4.2314335060449055
自上而下 L1 意图,助手语音1k,1,QUOTE_LOOKUP,195,19.5,19.5
自上而下 L1 意图,助手语音1k,2,ACCOUNT_OPERATION_HOWTO,135,13.5,13.5
自上而下 L1 意图,助手语音1k,3,OTHER_OR_NOISE,120,12.0,12.0
自上而下 L1 意图,助手语音1k,4,AMOUNT_CALCULATION,111,11.1,11.1
自上而下 L1 意图,助手语音1k,5,FINANCE_TERM_EXPLANATION,109,10.9,10.9
自上而下 L1 意图,助手语音1k,6,INVESTMENT_DECISION_ADVICE,90,9.0,9.0
自上而下 L1 意图,助手语音1k,7,OFFICIAL_CHANNEL_LOOKUP,86,8.6,8.6
自上而下 L1 意图,助手语音1k,8,ACCOUNT_INCIDENT_RESOLUTION,37,3.7,3.7
自上而下 L1 意图,助手语音1k,9,CREDIT_PRODUCT_RULE_CHECK,36,3.6,3.6
自上而下 L1 意图,助手语音1k,10,MARKET_NEWS_EVENT,26,2.6,2.6
自上而下 L2 子意图,2025搜索,1,QUOTE_LOOKUP__2,3235,32.35647129425885,34.95254208871191
自上而下 L2 子意图,2025搜索,2,QUOTE_LOOKUP__1,1556,15.563112622524505,31.02384604561093
自上而下 L2 子意图,2025搜索,3,QUOTE_LOOKUP__3,632,6.32126425285057,2.6892857610934398
自上而下 L2 子意图,2025搜索,4,OTHER_OR_NOISE__1,501,5.011002200440088,4.963946923501304
自上而下 L2 子意图,2025搜索,5,OTHER_OR_NOISE__2,366,3.660732146429286,1.4643788086695537
自上而下 L2 子意图,2025搜索,6,AMOUNT_CALCULATION__1,311,3.110622124424885,1.794332647773844
自上而下 L2 子意图,2025搜索,7,STOCK_FORUM_VISIT__3,298,2.980596119223845,1.3164522654992126
自上而下 L2 子意图,2025搜索,8,OFFICIAL_CHANNEL_LOOKUP__2,295,2.9505901180236047,3.7325363467287387
自上而下 L2 子意图,2025搜索,9,STOCK_FORUM_VISIT__6,272,2.7205441088217643,1.1800245258350914
自上而下 L2 子意图,2025搜索,10,STOCK_FORUM_VISIT__2,180,1.8003600720144028,0.631247219576948
