key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
QUOTE_LOOKUP,查询金融资产实时行情,11858,19997,59.299,760,2937,25.877,-33.422,-35.116,-31.669,True,两界面都有,,,,6.02
STOCK_FORUM_VISIT,进入个股股吧讨论区,2486,19997,12.432,13,2937,0.443,-11.989,-12.489,-11.441,True,两界面都有,,,,0.52
PHONE_NUMBER_IDENTIFICATION,识别陌生电话号码归属,230,19997,1.15,14,2937,0.477,-0.673,-0.922,-0.323,True,两界面都有,,,,5.74
CHART_LOOKUP,查询历史价格走势图,302,19997,1.51,36,2937,1.226,-0.284,-0.668,0.209,False,两界面都有,,,,10.65
OFFICIAL_CHANNEL_LOOKUP,查找官方渠道与客服入口,1240,19997,6.201,178,2937,6.061,-0.14,-1.017,0.837,False,两界面都有,,,,12.55
SCHEDULE_AND_MARKET_STATUS_LOOKUP,查询交易日程与市场状态,80,19997,0.4,13,2937,0.443,0.043,-0.165,0.365,False,两界面都有,,,,13.98
BORROWING_CHANNEL_SEEK,寻求应急或无征信门槛借款渠道,24,19997,0.12,6,2937,0.204,0.084,-0.041,0.328,False,两界面都有,,,,20.0
PLATFORM_LEGITIMACY_CHECK,核实金融平台真伪与合法性,260,19997,1.3,41,2937,1.396,0.096,-0.306,0.61,False,两界面都有,,,,13.62
DAILY_QUIZ_ANSWER,获取每日答题活动答案,167,19997,0.835,47,2937,1.6,0.765,0.348,1.299,True,两界面都有,,,,21.96
PRODUCT_COMPARISON,比较同类金融产品并择优,28,19997,0.14,66,2937,2.247,2.107,1.626,2.71,True,两界面都有,,,,70.21
MARKET_NEWS_EVENT,获取市场动态与事件公告,120,19997,0.6,88,2937,2.996,2.396,1.826,3.084,True,两界面都有,,,,42.31
CREDIT_PRODUCT_RULE_CHECK,判定信贷产品账单与征信规则,81,19997,0.405,101,2937,3.439,3.034,2.425,3.76,True,两界面都有,,,,55.49
AMOUNT_CALCULATION,计算具体金额或利率,561,19997,2.805,175,2937,5.958,3.153,2.318,4.094,True,两界面都有,,,,23.78
ACCOUNT_INCIDENT_RESOLUTION,处置账户异常与非预期扣款,59,19997,0.295,125,2937,4.256,3.961,3.283,4.756,True,两界面都有,,,,67.93
FINANCE_TERM_EXPLANATION,解释金融术语与基础规则,508,19997,2.54,217,2937,7.388,4.848,3.928,5.872,True,两界面都有,,,,29.93
OTHER_OR_NOISE,其他或无法判定的非金融查询,1507,19997,7.536,376,2937,12.802,5.266,4.047,6.573,True,两界面都有,,,,19.97
ACCOUNT_OPERATION_HOWTO,获取银行或支付账户操作指引,291,19997,1.455,228,2937,7.763,6.308,5.378,7.344,True,两界面都有,,,,43.93
INVESTMENT_DECISION_ADVICE,寻求个股买卖与持有决策建议,195,19997,0.975,453,2937,15.424,14.449,13.179,15.806,True,两界面都有,,,,69.91
