key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ACCOUNT_INCIDENT_RESOLUTION__1,ACCOUNT_INCIDENT_RESOLUTION__1,2025搜索,2026搜索,37,22,9998,9999,0.37,0.22,-0.15,-0.308,0.002,False,共有
ACCOUNT_OPERATION_HOWTO__1,ACCOUNT_OPERATION_HOWTO__1,2025搜索,2026搜索,121,52,9998,9999,1.21,0.52,-0.69,-0.955,-0.436,True,共有
ACCOUNT_OPERATION_HOWTO__2,ACCOUNT_OPERATION_HOWTO__2,2025搜索,2026搜索,87,31,9998,9999,0.87,0.31,-0.56,-0.782,-0.351,True,共有
AMOUNT_CALCULATION__1,AMOUNT_CALCULATION__1,2025搜索,2026搜索,311,151,9998,9999,3.111,1.51,-1.6,-2.022,-1.187,True,共有
AMOUNT_CALCULATION__2,AMOUNT_CALCULATION__2,2025搜索,2026搜索,72,27,9998,9999,0.72,0.27,-0.45,-0.654,-0.258,True,共有
BORROWING_CHANNEL_SEEK__1,BORROWING_CHANNEL_SEEK__1,2025搜索,2026搜索,18,6,9998,9999,0.18,0.06,-0.12,-0.229,-0.023,True,共有
CHART_LOOKUP__1,CHART_LOOKUP__1,2025搜索,2026搜索,26,31,9998,9999,0.26,0.31,0.05,-0.102,0.204,False,共有
CHART_LOOKUP__2,CHART_LOOKUP__2,2025搜索,2026搜索,59,97,9998,9999,0.59,0.97,0.38,0.136,0.63,True,共有
CHART_LOOKUP__3,CHART_LOOKUP__3,2025搜索,2026搜索,31,58,9998,9999,0.31,0.58,0.27,0.086,0.462,True,共有
CREDIT_PRODUCT_RULE_CHECK__1,CREDIT_PRODUCT_RULE_CHECK__1,2025搜索,2026搜索,65,16,9998,9999,0.65,0.16,-0.49,-0.678,-0.318,True,共有
DAILY_QUIZ_ANSWER__1,DAILY_QUIZ_ANSWER__1,2025搜索,2026搜索,114,53,9998,9999,1.14,0.53,-0.61,-0.87,-0.36,True,共有
FINANCE_TERM_EXPLANATION__1,FINANCE_TERM_EXPLANATION__1,2025搜索,2026搜索,73,70,9998,9999,0.73,0.7,-0.03,-0.267,0.206,False,共有
FINANCE_TERM_EXPLANATION__2,FINANCE_TERM_EXPLANATION__2,2025搜索,2026搜索,56,17,9998,9999,0.56,0.17,-0.39,-0.568,-0.226,True,共有
FINANCE_TERM_EXPLANATION__3,FINANCE_TERM_EXPLANATION__3,2025搜索,2026搜索,95,23,9998,9999,0.95,0.23,-0.72,-0.944,-0.513,True,共有
FINANCE_TERM_EXPLANATION__4,FINANCE_TERM_EXPLANATION__4,2025搜索,2026搜索,77,23,9998,9999,0.77,0.23,-0.54,-0.746,-0.348,True,共有
FINANCE_TERM_EXPLANATION__5,FINANCE_TERM_EXPLANATION__5,2025搜索,2026搜索,53,21,9998,9999,0.53,0.21,-0.32,-0.498,-0.153,True,共有
INVESTMENT_DECISION_ADVICE__1,INVESTMENT_DECISION_ADVICE__1,2025搜索,2026搜索,33,37,9998,9999,0.33,0.37,0.04,-0.127,0.209,False,共有
INVESTMENT_DECISION_ADVICE__2,INVESTMENT_DECISION_ADVICE__2,2025搜索,2026搜索,5,8,9998,9999,0.05,0.08,0.03,-0.048,0.113,False,共有
