key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
QUOTE_LOOKUP,查询金融资产实时行情,2026搜索,显著高于其余全部,6435,9999,64.356,47.801,8.759,4
QUOTE_LOOKUP,查询金融资产实时行情,助手随机1k,显著低于其余全部,86,987,8.713,57.101,-7.76,4
OTHER_OR_NOISE,其他或无法判定的非金融查询,2026搜索,显著低于其余全部,640,9999,6.401,9.61,-1.3,4
OTHER_OR_NOISE,其他或无法判定的非金融查询,助手随机1k,显著高于其余全部,166,987,16.819,7.823,1.732,4
DAILY_QUIZ_ANSWER,获取每日答题活动答案,助手头部1k,显著高于其余全部,33,950,3.474,0.823,0.946,4
AMOUNT_CALCULATION,计算具体金额或利率,助手语音1k,显著高于其余全部,111,1000,11.1,2.849,4.206,4
MARKET_NEWS_EVENT,获取市场动态与事件公告,助手随机1k,显著高于其余全部,56,987,5.674,0.693,1.332,4
INVESTMENT_DECISION_ADVICE,寻求个股买卖与持有决策建议,助手随机1k,显著高于其余全部,276,987,27.964,1.695,15.436,4
STOCK_FORUM_VISIT,进入个股股吧讨论区,2026搜索,显著高于其余全部,1413,9999,14.131,8.396,2.486,4
ACCOUNT_OPERATION_HOWTO,获取银行或支付账户操作指引,2026搜索,显著低于其余全部,83,9999,0.83,3.371,-0.85,4
ACCOUNT_OPERATION_HOWTO,获取银行或支付账户操作指引,助手语音1k,显著高于其余全部,135,1000,13.5,1.751,3.859,4
ACCOUNT_INCIDENT_RESOLUTION,处置账户异常与非预期扣款,助手头部1k,显著高于其余全部,58,950,6.105,0.573,0.488,4
PRODUCT_COMPARISON,比较同类金融产品并择优,2026搜索,显著低于其余全部,8,9999,0.08,0.665,-0.015,4
PRODUCT_COMPARISON,比较同类金融产品并择优,助手随机1k,显著高于其余全部,38,987,3.85,0.255,0.461,4
CREDIT_PRODUCT_RULE_CHECK,判定信贷产品账单与征信规则,2026搜索,显著低于其余全部,16,9999,0.16,1.283,-0.318,4
CREDIT_PRODUCT_RULE_CHECK,判定信贷产品账单与征信规则,助手随机1k,显著高于其余全部,55,987,5.572,0.579,0.126,4
