source,label,rank,query,pv_raw,tier
2025search,查询金融资产实时行情,top_pv,今日金价,500270.0,user
2025search,查询金融资产实时行情,top_pv,上证指数,253573.0,user
2025search,查询金融资产实时行情,top_pv,黄金价格,204039.0,user
2025search,查询金融资产实时行情,top_pv,金价,141405.0,user
2025search,查询金融资产实时行情,top_pv,国际金价,84051.0,user
2025search,查询金融资产实时行情,top_pv,股市行情,63395.0,user
2025search,查询金融资产实时行情,sample,富时A50期指,205.0,user
2025search,查询金融资产实时行情,sample,陕建股份,231.0,user
2025search,查询金融资产实时行情,sample,人民币兑新加坡币,287.0,user
2025search,查询金融资产实时行情,sample,上投亚太优势377016今天净值,213.0,user
2025search,查询金融资产实时行情,sample,沪深300,4268.0,user
2025search,查询金融资产实时行情,sample,华友钴业股票,1559.0,user
2025search,查找官方渠道与客服入口,top_pv,东方财富网,103326.0,user
2025search,查找官方渠道与客服入口,top_pv,东方财富网首页,23511.0,user
2025search,查找官方渠道与客服入口,top_pv,工商银行客户电话,17868.0,user
2025search,查找官方渠道与客服入口,top_pv,中信银行信用卡中心电话,13472.0,user
2025search,查找官方渠道与客服入口,top_pv,平安保险车险电话,12864.0,user
2025search,查找官方渠道与客服入口,top_pv,农业银行客服电话,11988.0,user
2025search,查找官方渠道与客服入口,sample,免费行情网站.www,6749.0,user
2025search,查找官方渠道与客服入口,sample,建设银行客服,506.0,user
2025search,查找官方渠道与客服入口,sample,中国工商银行app下载安装官方免费下载,738.0,user
2025search,查找官方渠道与客服入口,sample,中信银行客服24小时人工电话,420.0,user
2025search,查找官方渠道与客服入口,sample,工行信用卡客服电话24小时人工服务,456.0,user
2025search,查找官方渠道与客服入口,sample,农行客服电话24小时人工,511.0,user
2025search,其他或无法判定的非金融查询,top_pv,新浪财经,38637.0,user
2025search,其他或无法判定的非金融查询,top_pv,股票,16048.0,user
2025search,其他或无法判定的非金融查询,top_pv,长江有色金属网,11988.0,user
2025search,其他或无法判定的非金融查询,top_pv,股市,10169.0,user
2025search,其他或无法判定的非金融查询,top_pv,中国银行,10162.0,user
2025search,其他或无法判定的非金融查询,top_pv,支付宝,9838.0,user
2025search,其他或无法判定的非金融查询,sample,981,1302.0,user
2025search,其他或无法判定的非金融查询,sample,通联支付,158.0,user
2025search,其他或无法判定的非金融查询,sample,滴滴数科,212.0,user
2025search,其他或无法判定的非金融查询,sample,邮币卡互动网,181.0,user
2025search,其他或无法判定的非金融查询,sample,中财网,2033.0,user
2025search,其他或无法判定的非金融查询,sample,892,201.0,user
2025search,获取每日答题活动答案,top_pv,蚂蚁庄园今日答案,32445.0,user
2025search,获取每日答题活动答案,top_pv,蚂蚁庄园今日正确答案,4565.0,user
2025search,获取每日答题活动答案,top_pv,蚂蚁庄园今天的答案最新,2784.0,user
2025search,获取每日答题活动答案,top_pv,今日蚂蚁庄园答案,2561.0,user
2025search,获取每日答题活动答案,top_pv,蚂蚁庄园今天的答案,2079.0,user
2025search,获取每日答题活动答案,top_pv,今日蚂蚁庄园答案最新,1952.0,user
2025search,获取每日答题活动答案,sample,小鸡庄园最新答题,190.0,user
2025search,获取每日答题活动答案,sample,蚂蚁庄园的正确答案,1103.0,user
2025search,获取每日答题活动答案,sample,蚂蚁庄园今日题答案,210.0,user
2025search,获取每日答题活动答案,sample,蚂蚁庄园7.1答案,1675.0,user
2025search,获取每日答题活动答案,sample,小鸡庄园答案合集,645.0,user
2025search,获取每日答题活动答案,sample,最新小鸡庄园答案,167.0,user
2025search,计算具体金额或利率,top_pv,6000泰铢是多少人民币,15632.0,user
2025search,计算具体金额或利率,top_pv,房贷计算器,13927.0,user
2025search,计算具体金额或利率,top_pv,贷款计算器,7336.0,user
2025search,计算具体金额或利率,top_pv,房贷计算器2025贷款计算器,5080.0,user
2025search,计算具体金额或利率,top_pv,456亿韩元等于多少人民币,3712.0,user
2025search,计算具体金额或利率,top_pv,1美元等于多少人民币,3606.0,user
2025search,计算具体金额或利率,sample,12000欧元等于多少人民币,180.0,user
2025search,计算具体金额或利率,sample,1人民币等于多少日元?,319.0,user
2025search,计算具体金额或利率,sample,一元等于多少日元,160.0,user
2025search,计算具体金额或利率,sample,1000欧元等于多少人民币,234.0,user
2025search,计算具体金额或利率,sample,菲律宾货币兑换人民币,201.0,user
2025search,计算具体金额或利率,sample,100万日元 = 人民币,194.0,user
2025search,查询交易日程与市场状态,top_pv,港股今日休市吗,13060.0,user
2025search,查询交易日程与市场状态,top_pv,今天港股休市吗,4477.0,user
2025search,查询交易日程与市场状态,top_pv,香港股市休市,2955.0,user
2025search,查询交易日程与市场状态,top_pv,港股今天休市吗,2309.0,user
2025search,查询交易日程与市场状态,top_pv,7月1日港股休市吗,1354.0,user
2025search,查询交易日程与市场状态,top_pv,股市开市时间和交易时间,1015.0,user
2025search,查询交易日程与市场状态,sample,港股7月1日开市吗,188.0,user
2025search,查询交易日程与市场状态,sample,今天港股为什么休市,254.0,user
2025search,查询交易日程与市场状态,sample,港股通7月1日,285.0,user
2025search,查询交易日程与市场状态,sample,新股上市前5天不设涨跌幅,198.0,user
2025search,查询交易日程与市场状态,sample,半年报一般什么时间公布,226.0,user
2025search,查询交易日程与市场状态,sample,中报什么时候披露,287.0,user
2025search,获取市场动态与事件公告,top_pv,股市行情最新消息今天,7232.0,user
2025search,获取市场动态与事件公告,top_pv,兵装集团和兵工集团整合是哪支股票,2096.0,user
2025search,获取市场动态与事件公告,top_pv,今日股市行情最新消息,1416.0,user
2025search,获取市场动态与事件公告,top_pv,存款利率2025最新利率表,1393.0,user
2025search,获取市场动态与事件公告,top_pv,银行存款利息2025最新利率,1062.0,user
2025search,获取市场动态与事件公告,top_pv,公积金利率2025最新利率是多少,967.0,user
2025search,获取市场动态与事件公告,sample,长城军工最新消息,210.0,user
2025search,获取市场动态与事件公告,sample,美股今天最新消息,193.0,user
2025search,获取市场动态与事件公告,sample,半年报业绩预告披露时间规定,153.0,user
2025search,获取市场动态与事件公告,sample,中兵并购重组股票有哪些,208.0,user
2025search,获取市场动态与事件公告,sample,奥拉丁币圈最新消息,309.0,user
2025search,获取市场动态与事件公告,sample,军工并购重组概念股一览表,704.0,user
2025search,识别陌生电话号码归属,top_pv,95588,6922.0,user
2025search,识别陌生电话号码归属,top_pv,95588是什么电话,4349.0,user
2025search,识别陌生电话号码归属,top_pv,95588是什么银行电话,4069.0,user
2025search,识别陌生电话号码归属,top_pv,95558,2638.0,user
2025search,识别陌生电话号码归属,top_pv,4007305555是什么电话,2540.0,user
2025search,识别陌生电话号码归属,top_pv,95508,2311.0,user
2025search,识别陌生电话号码归属,sample,95568是什么银行电话,1570.0,user
2025search,识别陌生电话号码归属,sample,95283122是什么电话,256.0,user
2025search,识别陌生电话号码归属,sample,95566是哪个银行的电话,290.0,user
2025search,识别陌生电话号码归属,sample,95559是哪个银行的电话,379.0,user
2025search,识别陌生电话号码归属,sample,95508是哪个银行的电话,1916.0,user
2025search,识别陌生电话号码归属,sample,95500,248.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,同宇新材值得申购吗?,6868.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,摩尔线程概念股,2206.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,稳定币股票有哪些龙头,1914.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,创新药龙头有哪些好股票,1607.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,固态电池龙头股,1469.0,user
2025search,寻求个股买卖与持有决策建议,top_pv,海洋经济的龙头股票有哪些,1205.0,user
2025search,寻求个股买卖与持有决策建议,sample,华电新能值得申购吗,187.0,user
2025search,寻求个股买卖与持有决策建议,sample,核聚变概念股龙头股,279.0,user
2025search,寻求个股买卖与持有决策建议,sample,医药股龙头股票一览表,259.0,user
2025search,寻求个股买卖与持有决策建议,sample,金价还会继续上涨吗?,173.0,user
2025search,寻求个股买卖与持有决策建议,sample,军工龙头股票前十强名单,203.0,user
2025search,寻求个股买卖与持有决策建议,sample,股权登记日当天买入能分红吗,165.0,user
2025search,核实金融平台真伪与合法性,top_pv,云闪付,5790.0,user
2025search,核实金融平台真伪与合法性,top_pv,欧易,4285.0,user
2025search,核实金融平台真伪与合法性,top_pv,树拍易购平台是正规的吗安全吗,2393.0,user
2025search,核实金融平台真伪与合法性,top_pv,度小满,2313.0,user
2025search,核实金融平台真伪与合法性,top_pv,币安,2124.0,user
2025search,核实金融平台真伪与合法性,top_pv,元保保险,1898.0,user
2025search,核实金融平台真伪与合法性,sample,通融金,238.0,user
2025search,核实金融平台真伪与合法性,sample,中金支付有限公司是什么平台,322.0,user
2025search,核实金融平台真伪与合法性,sample,中永国昌与君盛财富是真的吗,172.0,user
2025search,核实金融平台真伪与合法性,sample,马上消费金融是什么平台,266.0,user
2025search,核实金融平台真伪与合法性,sample,欧易app,220.0,user
2025search,核实金融平台真伪与合法性,sample,中金支付是什么平台,340.0,user
2025search,查询历史价格走势图,top_pv,黄金价格走势图,5557.0,user
2025search,查询历史价格走势图,top_pv,黄金走势,4343.0,user
2025search,查询历史价格走势图,top_pv,黄金价格走势,3986.0,user
2025search,查询历史价格走势图,top_pv,黄金走势图,3123.0,user
2025search,查询历史价格走势图,top_pv,金价走势,1812.0,user
2025search,查询历史价格走势图,top_pv,美元兑人民币走势图,1781.0,user
2025search,查询历史价格走势图,sample,国际黄金金价实时走势图,178.0,user
2025search,查询历史价格走势图,sample,比特币最新行情走势,957.0,user
2025search,查询历史价格走势图,sample,上证指数走势图,197.0,user
2025search,查询历史价格走势图,sample,国际金价实时走势图,1318.0,user
