source,label,n,distinct,hhi_strings,top1_pv_share,top5_pv_share
2025search,4,1031,1031,0.0009699321047526672,0.043636151817701745,0.10029014518313928
2025search,22,75,75,0.013333333333333338,0.3401410494442288,0.49335836838590347
2025search,17,69,69,0.014492753623188403,0.1780437359006859,0.5690952187023824
2025search,21,100,100,0.01,0.19263198895628914,0.41318257064137154
2025search,20,181,181,0.005524861878453038,0.10144075271978831,0.2666480828786033
2025search,16,53,53,0.018867924528301876,0.17233691502127196,0.4902980800698157
2025search,15,87,87,0.011494252873563223,0.13929592101844634,0.39609314107560406
2025search,3,2672,2672,0.0003742514970059881,0.0030496772774530577,0.012654798909742212
2025search,11,422,422,0.0023696682464454982,0.04559683863764291,0.1331294811342518
2025search,23,177,177,0.005649717514124294,0.07435463338451646,0.2011758993136213
2025search,24,138,138,0.007246376811594202,0.08373100383867066,0.22049350581059052
2025search,19,131,131,0.007633587786259541,0.05239364002472434,0.19161566746198
2025search,0,365,365,0.0027397260273972603,0.037964722697786925,0.10846592426217665
2025search,2,442,442,0.002262443438914028,0.02910594270810942,0.08997893469756243
2025search,6,722,722,0.001385041551246537,0.013226915911208052,0.05351401858541795
2025search,14,96,96,0.01041666666666667,0.06074620035166317,0.21043187128164362
2025search,18,64,64,0.015625,0.08630955788895123,0.3122545258842794
2025search,5,1862,1862,0.0005370569280343718,0.00490598595130395,0.012272643812792354
2025search,1,77,77,0.012987012987012984,0.07672606749311295,0.27390560433884303
2025search,8,1092,1092,0.000915750915750916,0.005195834537981315,0.022534520722327086
2025search,10,133,133,0.007518796992481204,0.0400326090421777,0.1116950781296255
2026search,15,155,155,0.006451612903225807,0.21159883272671198,0.4198052410919766
2026search,17,101,101,0.009900990099009903,0.18633985093316596,0.5141039430480161
2026search,4,974,974,0.0010266940451745385,0.03963248375948357,0.117594631256774
2026search,22,73,73,0.013698630136986297,0.2711519759526125,0.4611118701826862
2026search,0,405,405,0.0024691358024691353,0.06417575791833889,0.15603272850602
2026search,18,92,92,0.010869565217391304,0.18471746283124224,0.36136633582262745
2026search,3,2408,2408,0.0004152823920265782,0.003502910937507058,0.015491426773398535
2026search,20,164,164,0.0060975609756097554,0.07944508448540707,0.25286818356374813
2026search,14,115,115,0.008695652173913047,0.09321284368390696,0.29830801768890597
2026search,16,103,103,0.009708737864077664,0.09950862670016271,0.33057028076893286
2026search,21,74,74,0.013513513513513518,0.12212710637984744,0.42029483185753885
2026search,1,94,94,0.010638297872340424,0.12472477658334416,0.3160304919792033
2026search,23,197,197,0.005076142131979696,0.060806875455741996,0.17126268625229873
2026search,2,579,578,0.0017330815741511331,0.024635025496980142,0.09337239253695956
2026search,19,157,157,0.006369426751592356,0.03581149685309944,0.14307400756049887
2026search,6,628,628,0.0015923566878980893,0.012697905318572929,0.04720209011500851
2026search,5,1591,1591,0.0006285355122564425,0.006345856628625156,0.018837452958050695
2026search,8,1431,1431,0.0006988120195667365,0.005497187404817075,0.021866144373460208
2026search,11,257,257,0.0038910505836575876,0.027038736485555052,0.11866322692451602
2026search,24,137,137,0.007299270072992699,0.035378879201592335,0.14125620251745116
2026search,10,246,246,0.004065040650406506,0.014536188449231924,0.05857910205736292
assistant_top,4,295,294,0.003412812410226946,0.20129978223721534,0.3285126564002214
assistant_top,2,136,136,0.00735294117647059,0.138643135720942,0.327630837196995
assistant_top,6,27,26,0.03978052126200274,0.1585082843110799,0.4723406551891629
assistant_top,8,31,29,0.036420395421435985,0.2455190352329156,0.6623078742019389
assistant_top,11,4,4,0.25,0.5883965280950205,1.0
assistant_top,22,10,10,0.10000000000000003,0.2028462998102467,0.6402277039848198
assistant_top,0,36,36,0.027777777777777776,0.34571741846648135,0.5249764132901547
assistant_top,24,56,56,0.017857142857142856,0.08045467498337715,0.25624544850077574
assistant_top,5,29,29,0.03448275862068965,0.4582349042334427,0.7513298550330553
assistant_top,23,183,183,0.00546448087431694,0.13851468241124146,0.30982064131611553
assistant_top,16,2,2,0.5,0.5169606512890095,1.0
assistant_top,15,15,15,0.06666666666666667,0.264524391663756,0.5822563744324137
assistant_top,14,11,11,0.09090909090909091,0.12484300427028387,0.5197186636523486
assistant_top,3,14,13,0.0816326530612245,0.2642556903798874,0.7297168689031645
assistant_top,20,1,1,1.0,1.0,1.0
assistant_top,1,6,6,0.16666666666666669,0.35959715639810425,0.916765402843602
assistant_top,19,1,1,1.0,1.0,1.0
assistant_top,21,2,2,0.5,0.540381791483113,1.0
assistant_random,4,556,556,0.001798561151079137,0.009584664536741212,0.043130990415335455
assistant_random,10,3,3,0.3333333333333333,0.3333333333333333,1.0
assistant_random,11,27,27,0.03703703703703703,0.06896551724137931,0.24137931034482765
assistant_random,0,97,97,0.010309278350515465,0.019999999999999993,0.07999999999999997
assistant_random,5,23,23,0.043478260869565195,0.3499999999999999,0.55
assistant_random,8,25,25,0.04,0.15789473684210523,0.42105263157894735
assistant_random,24,60,60,0.016666666666666663,0.12195121951219515,0.28048780487804886
assistant_random,15,9,9,0.1111111111111111,0.1818181818181818,0.6363636363636364
assistant_random,6,92,92,0.010869565217391304,0.04901960784313725,0.1470588235294118
assistant_random,3,27,27,0.03703703703703703,0.6086956521739131,0.7608695652173911
assistant_random,14,8,8,0.125,0.2222222222222222,0.6666666666666667
assistant_random,2,3,3,0.3333333333333333,0.5,1.0
assistant_random,23,12,12,0.08333333333333334,0.5151515151515151,0.787878787878788
assistant_random,20,11,11,0.09090909090909091,0.16666666666666663,0.5
assistant_random,1,7,7,0.14285714285714285,0.25,0.7500000000000001
assistant_random,18,1,1,1.0,1.0,1.0
assistant_random,22,6,6,0.16666666666666669,0.16666666666666663,0.8333333333333333
assistant_random,16,1,1,1.0,1.0,1.0
assistant_random,17,2,2,0.5,0.5,1.0
