source,label,rank,query,pv_raw,tier
2025search,4,top_pv,翻译,102629.0,user
2025search,4,top_pv,百度翻译,56852.0,user
2025search,4,top_pv,岳阳楼记,35317.0,user
2025search,4,top_pv,翻译在线,20812.0,user
2025search,4,top_pv,观沧海,20265.0,user
2025search,4,top_pv,沁园春雪,17959.0,user
2025search,4,sample,白云深处有人家,1051.0,user
2025search,4,sample,唐诗三百首,7068.0,user
2025search,4,sample,汉译英,4254.0,user
2025search,4,sample,质数,1619.0,user
2025search,4,sample,五年级上册语文书,1002.0,user
2025search,4,sample,abcc的四字词语,16799.0,user
2025search,22,top_pv,高考,97280.0,user
2025search,22,top_pv,阳光高考,21993.0,user
2025search,22,top_pv,掌上高考,9393.0,user
2025search,22,top_pv,河南高考分数线,6397.0,user
2025search,22,top_pv,百度高考,6037.0,user
2025search,22,top_pv,高考查分,5693.0,user
2025search,22,sample,体育生高考分数怎么算,1010.0,user
2025search,22,sample,浙江高考分数线,1616.0,user
2025search,22,sample,高一数学,1084.0,user
2025search,22,sample,山东高考一分一段表,991.0,user
2025search,22,sample,河南2025高考分数线,1250.0,user
2025search,22,sample,高考录取查询,1358.0,user
2025search,17,top_pv,学信网,77819.0,user
2025search,17,top_pv,阳光高考网,59811.0,user
2025search,17,top_pv,学信网登录入口官网,46352.0,user
2025search,17,top_pv,阳光高考网官网,37375.0,user
2025search,17,top_pv,军队人才网,27382.0,user
2025search,17,top_pv,学信网官网,13235.0,user
2025search,17,sample,巢湖学院官网,1385.0,user
2025search,17,sample,三明学院官网,1215.0,user
2025search,17,sample,xgk.ahzsks cn,921.0,user
2025search,17,sample,大学生生活质量指北官网入口,1132.0,user
2025search,17,sample,皖西学院官网,1514.0,user
2025search,17,sample,滁州学院官网,1446.0,user
2025search,21,top_pv,高考志愿填报,67259.0,user
2025search,21,top_pv,志愿填报,34412.0,user
2025search,21,top_pv,高考志愿填报Ai助手,16719.0,user
2025search,21,top_pv,阳光高考志愿网,15851.0,user
2025search,21,top_pv,平行志愿的录取规则是什么,10025.0,user
2025search,21,top_pv,ai志愿助手,9019.0,user
2025search,21,sample,志愿填报时间,7386.0,user
2025search,21,sample,高考填报志愿是什么时间,2085.0,user
2025search,21,sample,河南高考志愿填报时间2025,1321.0,user
2025search,21,sample,志愿,2885.0,user
2025search,21,sample,报志愿,3076.0,user
2025search,21,sample,报志愿时间,1228.0,user
2025search,20,top_pv,中考成绩查询,53130.0,user
2025search,20,top_pv,中考满分多少分,36496.0,user
2025search,20,top_pv,中考成绩查询入口,33115.0,user
2025search,20,top_pv,普通话成绩查询系统,10320.0,user
2025search,20,top_pv,武汉中考总分,6597.0,user
2025search,20,top_pv,江西中考总分多少,6451.0,user
2025search,20,sample,高考成绩查询入口,2515.0,user
2025search,20,sample,普通话考试查询,1035.0,user
2025search,20,sample,https中考查分网站,2212.0,user
2025search,20,sample,河北省中考成绩什么时候出,2493.0,user
2025search,20,sample,北京中考成绩什么时候出,1289.0,user
2025search,20,sample,浙江中考成绩什么时候出,1573.0,user
2025search,16,top_pv,中国人事考试网,50554.0,user
2025search,16,top_pv,山西招生考试网,28597.0,user
2025search,16,top_pv,国家医学考试网,26972.0,user
2025search,16,top_pv,辽宁招生考试之窗,22287.0,user
2025search,16,top_pv,内蒙古招生考试信息网,15416.0,user
2025search,16,top_pv,广西招生考试院,13367.0,user
2025search,16,sample,内蒙古人事,1396.0,user
2025search,16,sample,四川人事考试网,1269.0,user
2025search,16,sample,河北省人事考试网,1311.0,user
2025search,16,sample,连云港招生考试信息网,5778.0,user
2025search,16,sample,辽宁省招生考试之窗,2161.0,user
2025search,16,sample,人事考试网,3952.0,user
2025search,15,top_pv,万里挑一打一正确生肖,42892.0,user
2025search,15,top_pv,万里挑一的生肖,31760.0,user
2025search,15,top_pv,俯拾皆是猜生肖,27675.0,user
2025search,15,top_pv,遍地黄金打一准确生肖,12893.0,user
2025search,15,top_pv,牛刀割鸡打一准确生肖,6745.0,user
2025search,15,top_pv,俯拾皆是打一生肖,6556.0,user
2025search,15,sample,俯拾皆是打一动物,2686.0,user
2025search,15,sample,俯拾皆是打一数字,2292.0,user
2025search,15,sample,府拾皆是打一动物,1178.0,user
2025search,15,sample,俯拾皆是打一准确生肖,3423.0,user
2025search,15,sample,"我家沧海白云边,还将别业对林泉打一生肖",990.0,user
2025search,15,sample,万里挑一打一准确生肖,931.0,user
2025search,3,top_pv,绍兴理工学院,41430.0,user
2025search,3,top_pv,中北大学,34007.0,user
2025search,3,top_pv,江南大学,33623.0,user
2025search,3,top_pv,西南大学,32669.0,user
2025search,3,top_pv,河南科技大学,30187.0,user
2025search,3,top_pv,南京理工大学,29540.0,user
2025search,3,sample,天津滨海职业学院,1752.0,user
2025search,3,sample,江西交通职业技术学院,5842.0,user
2025search,3,sample,辽宁省交通高等专科学校,1340.0,user
2025search,3,sample,南京审计大学,17641.0,user
2025search,3,sample,中外合作办学,1944.0,user
2025search,3,sample,合肥大学远程访问系统,1188.0,user
2025search,11,top_pv,中考成绩什么时候出来2025年,39531.0,user
2025search,11,top_pv,2024年中考录取分数线一览表,23503.0,user
2025search,11,top_pv,2025高考录取分数线,19224.0,user
2025search,11,top_pv,2025年中考分数录取线,17900.0,user
2025search,11,top_pv,2025一分一段表,15261.0,user
2025search,11,top_pv,2025年高考录取分数线是多少,13333.0,user
2025search,11,sample,广东海洋大学2024年录取分数线,981.0,user
2025search,11,sample,华东交通大学录取分数线,1561.0,user
2025search,11,sample,南京大学录取分数线,1316.0,user
2025search,11,sample,华北科技学院2024年录取分数线,943.0,user
2025search,11,sample,苏州城市学院2024年录取分数线,1069.0,user
2025search,11,sample,2024一分一段表和位次对照表,1077.0,user
2025search,23,top_pv,俯拾皆是,28328.0,user
2025search,23,top_pv,逆袭,17280.0,user
2025search,23,top_pv,四风,11050.0,user
2025search,23,top_pv,一分一段,10914.0,user
2025search,23,top_pv,片,9073.0,user
2025search,23,top_pv,出师表,7579.0,user
2025search,23,sample,陆游,1659.0,user
2025search,23,sample,新东方,1002.0,user
2025search,23,sample,长,1565.0,user
2025search,23,sample,手,1657.0,user
2025search,23,sample,穴,1085.0,user
2025search,23,sample,方兴未艾,1222.0,user
2025search,24,top_pv,三峡文言文,25477.0,user
2025search,24,top_pv,野望,18962.0,user
2025search,24,top_pv,将进酒,10614.0,user
2025search,24,top_pv,"小时青青似野草,老来满头金珠宝,珠宝人人都珍惜",6727.0,user
2025search,24,top_pv,小学毕业感谢老师的付出感言,5310.0,user
2025search,24,top_pv,爱莲说,4738.0,user
2025search,24,sample,卖油翁,1165.0,user
2025search,24,sample,迢迢牵牛星,1369.0,user
2025search,24,sample,耄耋,2430.0,user
2025search,24,sample,宝宝巴士,3309.0,user
2025search,24,sample,幼儿园毕业家长感谢老师的话,2312.0,user
2025search,24,sample,生于忧患死于安乐,1176.0,user
2025search,19,top_pv,四川教育考试院官网,24836.0,user
2025search,19,top_pv,河北省教育考试院官网,17794.0,user
2025search,19,top_pv,甘肃省教育考试院官方网,16392.0,user
2025search,19,top_pv,河南省教育考试院,15996.0,user
