key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
39,网络加速器查询下载,1905,19996,9.527,48,1924,2.495,-7.032,-7.768,-6.14,True,两界面都有,,,,2.46
0,汉字五笔打法查询,1242,19996,6.211,3,1924,0.156,-6.055,-6.413,-5.611,True,两界面都有,,,,0.24
24,APP下载获取,1215,19996,6.076,12,1924,0.624,-5.453,-5.884,-4.888,True,两界面都有,,,,0.98
4,软件应用及安卓商店下载查询,1133,19996,5.666,12,1924,0.624,-5.042,-5.466,-4.484,True,两界面都有,,,,1.05
28,论坛社区入口查询,1789,19996,8.947,77,1924,4.002,-4.945,-5.83,-3.899,True,两界面都有,,,,4.13
1,查询软件介绍与使用信息,1402,19996,7.011,45,1924,2.339,-4.673,-5.362,-3.823,True,两界面都有,,,,3.11
16,应用软件下载安装查询,981,19996,4.906,14,1924,0.728,-4.178,-4.604,-3.608,True,两界面都有,,,,1.41
22,软件下载地址与安装包查询,741,19996,3.706,6,1924,0.312,-3.394,-3.713,-2.948,True,两界面都有,,,,0.8
36,查询软件应用版本与下载渠道,699,19996,3.496,11,1924,0.572,-2.924,-3.289,-2.412,True,两界面都有,,,,1.55
3,微信朋友圈与聊天界面素材及发布方法查询,1224,19996,6.121,80,1924,4.158,-1.963,-2.837,-0.924,True,两界面都有,,,,6.13
33,应用商店客户端下载,424,19996,2.12,6,1924,0.312,-1.809,-2.077,-1.395,True,两界面都有,,,,1.4
41,QQ官网查询,621,19996,3.106,28,1924,1.455,-1.65,-2.162,-0.97,True,两界面都有,,,,4.31
19,查找VPN软件与服务,260,19996,1.3,1,1924,0.052,-1.248,-1.42,-0.965,True,两界面都有,,,,0.38
32,微信下载与使用支持查询,509,19996,2.546,28,1924,1.455,-1.09,-1.591,-0.417,True,两界面都有,,,,5.21
42,查询软件及工具信息,757,19996,3.786,55,1924,2.859,-0.927,-1.638,-0.046,True,两界面都有,,,,6.77
2,微信功能操作与设置查询,2180,19996,10.902,192,1924,9.979,-0.923,-2.258,0.559,False,两界面都有,,,,8.09
29,万能遥控器与WiFi万能钥匙下载,196,19996,0.98,8,1924,0.416,-0.564,-0.816,-0.142,True,两界面都有,,,,3.92
26,查询微信QQ好友删除拉黑状态及恢复联系方法,378,19996,1.89,66,1924,3.43,1.54,0.788,2.468,True,两界面都有,,,,14.86
34,豆包App下载及功能查询,215,19996,1.075,54,1924,2.807,1.731,1.065,2.579,True,两界面都有,,,,20.07
38,图片编辑与绘图软件查询,520,19996,2.601,89,1924,4.626,2.025,1.143,3.079,True,两界面都有,,,,14.61
17,复制网址并用浏览器打开,595,19996,2.976,99,1924,5.146,2.17,1.236,3.273,True,两界面都有,,,,14.27
5,Excel表格操作与制作查询,342,19996,1.71,81,1924,4.21,2.5,1.668,3.507,True,两界面都有,,,,19.15
31,查找AI软件与工具,369,19996,1.845,114,1924,5.925,4.08,3.09,5.239,True,两界面都有,,,,23.6
35,去除图片视频水印,150,19996,0.75,130,1924,6.757,6.007,4.961,7.222,True,两界面都有,,,,46.43
40,删除或清理不需要的内容,100,19996,0.5,201,1924,10.447,9.947,8.654,11.396,True,两界面都有,,,,66.78
14,按要求编辑处理图片,49,19996,0.245,464,1924,24.116,23.871,22.011,25.834,True,两界面都有,,,,90.45
