key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
36,网络加速器查询下载,1905,19996,9.527,48,1924,2.495,-7.032,-7.768,-6.14,True,两界面都有,,,,2.46
0,汉字五笔打法查询,1242,19996,6.211,3,1924,0.156,-6.055,-6.413,-5.611,True,两界面都有,,,,0.24
22,APP下载获取,1215,19996,6.076,12,1924,0.624,-5.453,-5.884,-4.888,True,两界面都有,,,,0.98
35,论坛社区入口查询,1789,19996,8.947,77,1924,4.002,-4.945,-5.83,-3.899,True,两界面都有,,,,4.13
26,下载安装应用软件,981,19996,4.906,14,1924,0.728,-4.178,-4.604,-3.608,True,两界面都有,,,,1.41
27,软件下载查询,741,19996,3.706,6,1924,0.312,-3.394,-3.713,-2.948,True,两界面都有,,,,0.8
37,查询软件工具信息,823,19996,4.116,15,1924,0.78,-3.336,-3.754,-2.767,True,两界面都有,,,,1.79
38,软件与应用下载查询,738,19996,3.691,10,1924,0.52,-3.171,-3.531,-2.669,True,两界面都有,,,,1.34
6,查询软件应用版本与下载渠道,699,19996,3.496,11,1924,0.572,-2.924,-3.289,-2.412,True,两界面都有,,,,1.55
39,安卓应用及商店下载查询,395,19996,1.975,2,1924,0.104,-1.871,-2.087,-1.541,True,两界面都有,,,,0.5
23,应用商店下载,424,19996,2.12,6,1924,0.312,-1.809,-2.077,-1.395,True,两界面都有,,,,1.4
2,QQ官网查询,621,19996,3.106,28,1924,1.455,-1.65,-2.162,-0.97,True,两界面都有,,,,4.31
18,朋友圈文案句子查询,312,19996,1.56,0,1924,0.0,-1.56,-1.742,-1.303,True,仅搜索,30.02,0.0,真缺席,0.0
5,查询软件定义与用途,579,19996,2.896,30,1924,1.559,-1.336,-1.86,-0.641,True,两界面都有,,,,4.93
16,七月朋友圈文案查询,258,19996,1.29,0,1924,0.0,-1.29,-1.456,-1.042,True,仅搜索,24.82,0.0,真缺席,0.0
4,查找VPN软件与服务,260,19996,1.3,1,1924,0.052,-1.248,-1.42,-0.965,True,两界面都有,,,,0.38
7,微信下载与使用支持查询,509,19996,2.546,28,1924,1.455,-1.09,-1.591,-0.417,True,两界面都有,,,,5.21
10,微信功能设置与操作查询,469,19996,2.345,25,1924,1.299,-1.046,-1.518,-0.402,True,两界面都有,,,,5.06
25,查询软件及工具信息,757,19996,3.786,55,1924,2.859,-0.927,-1.638,-0.046,True,两界面都有,,,,6.77
15,查询微信朋友圈与聊天背景图,214,19996,1.07,3,1924,0.156,-0.914,-1.098,-0.585,True,两界面都有,,,,1.38
14,微信群建群、群管理与群名查询,310,19996,1.55,15,1924,0.78,-0.771,-1.127,-0.242,True,两界面都有,,,,4.62
24,万能遥控器与WiFi万能钥匙下载,196,19996,0.98,8,1924,0.416,-0.564,-0.816,-0.142,True,两界面都有,,,,3.92
11,微信语音与声音设置查询,186,19996,0.93,9,1924,0.468,-0.462,-0.726,-0.026,True,两界面都有,,,,4.62
21,毕业发朋友圈文案查询,79,19996,0.395,0,1924,0.0,-0.395,-0.492,-0.181,True,仅搜索,7.6,0.0005,真缺席,0.0
20,建党节朋友圈文案查询,65,19996,0.325,1,1924,0.052,-0.273,-0.372,-0.021,True,两界面都有,,,,1.52
9,微信聊天记录恢复查询,411,19996,2.055,36,1924,1.871,-0.184,-0.74,0.548,False,两界面都有,,,,8.05
17,生成生日朋友圈文案,70,19996,0.35,9,1924,0.468,0.118,-0.122,0.543,False,两界面都有,,,,11.39
13,微信账号注册与手机号绑定查询,325,19996,1.625,46,1924,2.391,0.766,0.144,1.566,True,两界面都有,,,,12.4
8,微信账号与支付功能关闭及解限方法查询,479,19996,2.395,61,1924,3.17,0.775,0.046,1.679,True,两界面都有,,,,11.3
12,查询微信好友删除拉黑状态及恢复联系方法,378,19996,1.89,66,1924,3.43,1.54,0.788,2.468,True,两界面都有,,,,14.86
28,豆包App下载及功能查询,215,19996,1.075,54,1924,2.807,1.731,1.065,2.579,True,两界面都有,,,,20.07
34,图片编辑与绘图软件查询,520,19996,2.601,89,1924,4.626,2.025,1.143,3.079,True,两界面都有,,,,14.61
33,复制网址并用浏览器打开,595,19996,2.976,99,1924,5.146,2.17,1.236,3.273,True,两界面都有,,,,14.27
19,朋友圈发布方法查询,226,19996,1.13,67,1924,3.482,2.352,1.605,3.279,True,两界面都有,,,,22.87
29,Excel表格操作与制作查询,342,19996,1.71,81,1924,4.21,2.5,1.668,3.507,True,两界面都有,,,,19.15
1,查找AI软件与工具,369,19996,1.845,114,1924,5.925,4.08,3.09,5.239,True,两界面都有,,,,23.6
32,去除图片视频水印,150,19996,0.75,130,1924,6.757,6.007,4.961,7.222,True,两界面都有,,,,46.43
30,删除或清理不需要的内容,100,19996,0.5,201,1924,10.447,9.947,8.654,11.396,True,两界面都有,,,,66.78
31,按要求编辑处理图片,49,19996,0.245,464,1924,24.116,23.871,22.011,25.834,True,两界面都有,,,,90.45
