key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
NAME_ONLY_DISAMBIGUATION__1,NAME_ONLY_DISAMBIGUATION__1,2026搜索,显著高于其余全部,1120,9999,11.201,9.286,0.06,3
NAME_ONLY_DISAMBIGUATION__1,NAME_ONLY_DISAMBIGUATION__1,助手随机1k,显著低于其余全部,14,984,1.423,10.57,-3.756,3
NAME_ONLY_DISAMBIGUATION__2,NAME_ONLY_DISAMBIGUATION__2,2026搜索,显著高于其余全部,1797,9999,17.972,15.393,0.369,3
NAME_ONLY_DISAMBIGUATION__2,NAME_ONLY_DISAMBIGUATION__2,助手随机1k,显著低于其余全部,46,984,4.675,17.128,-7.006,3
COMPLETE_TASK_HOWTO__2,COMPLETE_TASK_HOWTO__2,助手随机1k,显著高于其余全部,150,984,15.244,3.649,8.519,3
REACH_OFFICIAL_ENTRY__3,REACH_OFFICIAL_ENTRY__3,助手头部1k,显著高于其余全部,16,940,1.702,0.624,0.232,3
REACH_NAMED_PAGE_OR_PROFILE__2,REACH_NAMED_PAGE_OR_PROFILE__2,2026搜索,显著高于其余全部,203,9999,2.03,1.325,0.123,3
CIRCUMVENTION_ACCESS__1,CIRCUMVENTION_ACCESS__1,2026搜索,显著高于其余全部,132,9999,1.32,0.772,0.119,3
DOWNLOAD_INSTALL_NAMED_APP__4,DOWNLOAD_INSTALL_NAMED_APP__4,2025搜索,显著低于其余全部,12,9997,0.12,0.595,-0.022,3
PLATFORM_RULES_VERDICT__1,PLATFORM_RULES_VERDICT__1,助手头部1k,显著低于其余全部,2,940,0.213,2.04,-0.453,3
PLATFORM_RULES_VERDICT__1,PLATFORM_RULES_VERDICT__1,助手随机1k,显著高于其余全部,62,984,6.301,1.758,2.508,3
GET_ADULT_CONTENT_OR_APP__1,GET_ADULT_CONTENT_OR_APP__1,2025搜索,显著高于其余全部,123,9997,1.23,0.788,0.056,3
EDIT_IMAGE_COMMAND__3,EDIT_IMAGE_COMMAND__3,助手头部1k,显著高于其余全部,102,940,10.851,0.31,6.577,3
CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,助手头部1k,显著低于其余全部,0,940,0.0,0.653,-0.008,3
REACH_OFFICIAL_ENTRY__5,REACH_OFFICIAL_ENTRY__5,2026搜索,显著高于其余全部,196,9999,1.96,1.208,0.235,3
COMPLETE_TASK_HOWTO__1,COMPLETE_TASK_HOWTO__1,助手头部1k,显著低于其余全部,13,940,1.383,7.445,-3.511,3
FIX_MALFUNCTION_TROUBLESHOOT__1,FIX_MALFUNCTION_TROUBLESHOOT__1,助手头部1k,显著低于其余全部,0,940,0.0,1.134,-0.325,3
FIX_MALFUNCTION_TROUBLESHOOT__1,FIX_MALFUNCTION_TROUBLESHOOT__1,助手随机1k,显著高于其余全部,29,984,2.947,0.998,0.696,3
SOCIAL_RELATIONSHIP_STATUS__1,SOCIAL_RELATIONSHIP_STATUS__1,助手随机1k,显著高于其余全部,20,984,2.033,0.511,0.361,3
GENERATE_SOCIAL_COPY__4,GENERATE_SOCIAL_COPY__4,2025搜索,显著高于其余全部,234,9997,2.341,1.199,0.535,3
RECOMMEND_SOFTWARE_BY_FUNCTION__1,RECOMMEND_SOFTWARE_BY_FUNCTION__1,助手头部1k,显著低于其余全部,4,940,0.426,1.663,-0.503,3
LOOKUP_INPUT_CODE__2,LOOKUP_INPUT_CODE__2,2026搜索,显著高于其余全部,416,9999,4.16,2.936,0.148,3
RECOVER_LOST_DATA__2,RECOVER_LOST_DATA__2,助手随机1k,显著高于其余全部,11,984,1.118,0.43,0.152,3
LOOKUP_INPUT_CODE__1,LOOKUP_INPUT_CODE__1,2026搜索,显著高于其余全部,263,9999,2.63,1.762,0.108,3
PLATFORM_RULES_VERDICT__2,PLATFORM_RULES_VERDICT__2,助手随机1k,显著高于其余全部,114,984,11.585,0.635,7.994,3
EDIT_IMAGE_COMMAND__1,EDIT_IMAGE_COMMAND__1,助手头部1k,显著高于其余全部,146,940,15.532,0.234,8.54,3
NON_CONSENSUAL_EXPLICIT_IMAGE_EDIT__1,NON_CONSENSUAL_EXPLICIT_IMAGE_EDIT__1,助手头部1k,显著高于其余全部,33,940,3.511,0.086,0.236,3
