key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
CANCEL_SUBSCRIPTION_OR_AUTHORIZATION,取消持续扣费或授权,2025搜索,2026搜索,77,55,9997,9999,0.77,0.55,-0.22,-0.45,0.005,False,共有
CIRCUMVENTION_ACCESS,获取翻墙工具或访问被限制的境外服务,2025搜索,2026搜索,461,556,9997,9999,4.611,5.561,0.949,0.34,1.56,True,共有
COMPLETE_TASK_HOWTO,完成设置或操作步骤,2025搜索,2026搜索,1334,876,9997,9999,13.344,8.761,-4.583,-5.451,-3.717,True,共有
DEFINE_TERM_OR_COMPARE,解释术语或比较概念,2025搜索,2026搜索,176,188,9997,9999,1.761,1.88,0.12,-0.252,0.492,False,共有
DOWNLOAD_INSTALL_NAMED_APP,下载并安装指定软件,2025搜索,2026搜索,1800,1995,9997,9999,18.005,19.952,1.947,0.86,3.033,True,共有
EDIT_IMAGE_COMMAND,直接编辑或生成图像,2025搜索,2026搜索,60,54,9997,9999,0.6,0.54,-0.06,-0.273,0.151,False,共有
EXTRACT_FROM_IMAGE_DOCUMENT,从图片或文档提取内容,2025搜索,2026搜索,16,15,9997,9999,0.16,0.15,-0.01,-0.126,0.105,False,共有
FIX_MALFUNCTION_TROUBLESHOOT,排查并修复故障,2025搜索,2026搜索,133,76,9997,9999,1.33,0.76,-0.57,-0.858,-0.29,True,共有
GENERATE_SOCIAL_COPY,获取社交文案与发布素材,2025搜索,2026搜索,603,503,9997,9999,6.032,5.031,-1.001,-1.636,-0.368,True,共有
GET_ADULT_CONTENT_OR_APP,获取成人内容或成人应用,2025搜索,2026搜索,123,89,9997,9999,1.23,0.89,-0.34,-0.629,-0.056,True,共有
GET_CRACKED_UNLOCKED_SOFTWARE,获取破解或解锁版软件,2025搜索,2026搜索,38,18,9997,9999,0.38,0.18,-0.2,-0.356,-0.053,True,共有
GET_GREY_UTILITY_TOOL,获取灰色辅助或作弊工具,2025搜索,2026搜索,39,41,9997,9999,0.39,0.41,0.02,-0.159,0.199,False,共有
GET_LOCATION_SPOOFING_TOOL,获取位置伪造工具,2025搜索,2026搜索,9,7,9997,9999,0.09,0.07,-0.02,-0.109,0.066,False,共有
GET_UNAUTHORIZED_SOFTWARE_LIBRARY,获取非官方软件库或第三方分发渠道,2025搜索,2026搜索,84,101,9997,9999,0.84,1.01,0.17,-0.097,0.439,False,共有
GET_WIFI_CREDENTIAL_INTRUSION_TOOL,获取蹭网或WiFi破解工具,2025搜索,2026搜索,39,35,9997,9999,0.39,0.35,-0.04,-0.213,0.132,False,共有
LOOKUP_INPUT_CODE,查询汉字输入编码,2025搜索,2026搜索,558,679,9997,9999,5.582,6.791,1.209,0.541,1.878,True,共有
