key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
NAME_ONLY_DISAMBIGUATION__2,NAME_ONLY_DISAMBIGUATION__2,3452,19996,17.263,180,1924,9.356,-7.908,-9.239,-6.431,True,两界面都有,,,,4.96
NAME_ONLY_DISAMBIGUATION__1,NAME_ONLY_DISAMBIGUATION__1,2148,19996,10.742,79,1924,4.106,-6.636,-7.547,-5.567,True,两界面都有,,,,3.55
DOWNLOAD_INSTALL_NAMED_APP__1,DOWNLOAD_INSTALL_NAMED_APP__1,1066,19996,5.331,8,1924,0.416,-4.915,-5.295,-4.411,True,两界面都有,,,,0.74
LOOKUP_INPUT_CODE__2,LOOKUP_INPUT_CODE__2,764,19996,3.821,2,1924,0.104,-3.717,-4.002,-3.341,True,两界面都有,,,,0.26
DOWNLOAD_INSTALL_NAMED_APP__5,DOWNLOAD_INSTALL_NAMED_APP__5,814,19996,4.071,7,1924,0.364,-3.707,-4.046,-3.239,True,两界面都有,,,,0.85
DOWNLOAD_INSTALL_NAMED_APP__2,DOWNLOAD_INSTALL_NAMED_APP__2,832,19996,4.161,10,1924,0.52,-3.641,-4.012,-3.131,True,两界面都有,,,,1.19
DOWNLOAD_INSTALL_NAMED_APP__6,DOWNLOAD_INSTALL_NAMED_APP__6,793,19996,3.966,14,1924,0.728,-3.238,-3.644,-2.683,True,两界面都有,,,,1.73
LOOKUP_INPUT_CODE__1,LOOKUP_INPUT_CODE__1,473,19996,2.365,0,1924,0.0,-2.365,-2.585,-2.082,True,仅搜索,45.51,0.0,真缺席,0.0
COMPLETE_TASK_HOWTO__1,COMPLETE_TASK_HOWTO__1,1473,19996,7.366,102,1924,5.301,-2.065,-3.052,-0.916,True,两界面都有,,,,6.48
GENERATE_SOCIAL_COPY__4,GENERATE_SOCIAL_COPY__4,377,19996,1.885,0,1924,0.0,-1.885,-2.083,-1.617,True,仅搜索,36.27,0.0,真缺席,0.0
REACH_NAMED_PAGE_OR_PROFILE__2,REACH_NAMED_PAGE_OR_PROFILE__2,357,19996,1.785,4,1924,0.208,-1.577,-1.809,-1.208,True,两界面都有,,,,1.11
GENERATE_SOCIAL_COPY__2,GENERATE_SOCIAL_COPY__2,282,19996,1.41,0,1924,0.0,-1.41,-1.583,-1.158,True,仅搜索,27.13,0.0,真缺席,0.0
