key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,流量最高,陈小江,961536.0
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,流量最高,马兴瑞,502916.0
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,流量最高,韦韬,170243.0
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,随机,付辛博,1674.0
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,随机,红蝶,424.0
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,6913,6890,随机,新村晶,210.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,流量最高,女人,2158.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,流量最高,韩国女团,1603.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,流量最高,腹肌男图片,1393.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,随机,御姐,501.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,随机,18岁,366.0
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,2025搜索,105,49,随机,男生照片,459.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,流量最高,韦韬任职公示,7415.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,流量最高,广西韦韬公示,3957.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,流量最高,陈小江 新疆,2389.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,随机,广西 韦韬,375.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,随机,马云去哪了 怎么没消息了,346.0
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,2025搜索,114,57,随机,长子县郭强调接受纪律审查,286.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,流量最高,鹿晗关晓彤宣布最新消息,18283.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,流量最高,赵本山最新信息,14355.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,流量最高,关晓彤和鹿晗最新消息,6698.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,随机,霍嫂说的微博,381.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,随机,李易峰近况,271.0
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2025搜索,121,112,随机,赵本山新消息,328.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,流量最高,陈小涛简介,17665.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,流量最高,陈小江简历,15161.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,流量最高,陈小江简历资料,14426.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,随机,周深个人资料简介,1566.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,随机,车澈个人资料简介,377.0
BIO_PROFILE_LOOKUP,人物档案调阅,2025搜索,1076,1060,随机,薛岳传将军简历,296.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,流量最高,哪吒,10433.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,流量最高,星野,5744.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,流量最高,习近平系列讲话,4831.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,随机,阿尔帕西诺,404.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,随机,巨赞法师,217.0
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2025搜索,553,530,随机,上弦月,369.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,流量最高,韦东奕晋升北大长聘副教授?校方回应,16167.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,流量最高,陈晓毛晓彤在一起了吗,3471.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,流量最高,关晓彤鹿晗还在一起吗,1680.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,随机,鹿晗关晓彤还在一起吗现在,1211.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,随机,白鹿和曾舜晞是情侣吗,508.0
CLAIM_VERIFICATION,人物相关说法核实,2025搜索,35,24,随机,高洪波什么级别,1005.0
OFFICE_HOLDER_LOOKUP,公共职务现任者查询,2025搜索,305,38,流量最高,泰国国王,1428.0
OFFICE_HOLDER_LOOKUP,公共职务现任者查询,2025搜索,305,38,流量最高,格力集团董事长,1400.0
